Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
75050,332710,8,1,0,6
75050,332710,5,210,0,6
75050,337110,4,1,0,6
75050,339950,6,1,0,6
75050,339950,3,241,0,6
75050,561320,28,1,0,6
75050,561320,5,210,0,6
75050,561320,6,241,0,6
75050,561320,6,242,0,6
75050,561320,6,251,0,6
75050,561710,9,1,0,6
75050,561710,3,210,0,6
75050,561710,4,241,0,6
75050,561720,9,1,0,6
75050,561720,6,210,0,6
75050,561730,12,1,0,6
75050,561730,6,210,0,6
75050,561910,3,1,0,6
75050,423110,5,1,0,6
75050,423120,24,1,0,6
75050,423120,9,210,0,6
75050,423120,4,220,0,6
75050,423120,6,230,0,6
75050,423120,3,242,0,6
75050,423140,3,1,0,6
75050,423220,3,1,0,6
75050,621111,10,1,0,6
75050,621111,5,210,0,6
75050,621111,3,230,0,6
75050,621210,13,1,0,6
75050,621210,6,210,0,6
75050,621210,4,220,0,6
75050,621310,3,1,0,6
75050,621310,3,210,0,6
75050,423310,8,1,0,6
75050,423310,3,230,0,6
75050,423310,3,242,0,6
75050,423330,4,1,0,6
75050,423390,3,1,0,6
75050,423430,4,1,0,6
75050,423440,6,1,0,6
75050,423440,3,220,0,6
75050,423450,6,1,0,6
75050,423450,3,210,0,6
75050,423510,8,1,0,6
75050,423510,3,230,0,6
75050,621492,3,1,0,6
75050,621610,8,1,0,6
75050,621610,3,241,0,6
75050,624120,6,1,0,6
75050,624190,3,1,0,6
75050,624190,3,210,0,6
75050,624410,6,1,0,6
75050,624410,3,220,0,6
75050,713990,3,1,0,6
75050,423610,7,1,0,6
75050,423690,5,1,0,6
75050,423690,3,210,0,6
75050,423710,13,1,0,6
75050,423710,4,220,0,6
75050,423710,4,241,0,6
75050,423730,3,1,0,6
75050,423810,6,1,0,6
75050,423830,26,1,0,6
75050,423830,7,210,0,6
75050,423830,7,220,0,6
75050,721110,21,1,0,6
75050,721110,9,210,0,6
75050,721110,3,220,0,6
75050,721110,5,230,0,6
75050,721110,4,241,0,6
75050,722410,4,1,0,6
75050,722410,3,220,0,6
75050,423830,6,230,0,6
75050,423830,5,241,0,6
75050,423840,5,1,0,6
75050,423850,7,1,0,6
75050,423910,4,1,0,6
75050,423990,5,1,0,6
75050,424130,3,1,0,6
75050,424210,4,1,0,6
75050,424410,3,1,0,6
75050,424480,5,1,0,6
75050,424480,3,210,0,6
75050,722511,19,1,0,6
75050,722511,8,210,0,6
75050,722511,3,220,0,6
75050,722511,4,241,0,6
75050,722513,36,1,0,6
75050,722513,6,210,0,6
75050,722513,5,220,0,6
75050,722513,8,230,0,6
75050,722513,13,241,0,6
75050,722513,4,242,0,6
75050,722515,3,1,0,6
75050,811111,11,1,0,6
75050,811111,7,210,0,6
75050,424490,9,1,0,6
75050,424490,4,230,0,6
75050,424690,5,1,0,6
75050,424710,4,1,0,6
75050,424710,3,230,0,6
75050,424720,4,1,0,6
75050,424990,3,1,0,6
75050,425120,10,1,0,6
75050,425120,5,210,0,6
75050,811121,5,1,0,6
75050,811121,3,210,0,6
75050,811192,3,1,0,6
75050,811198,3,1,0,6
75050,811198,3,210,0,6
75050,811212,3,1,0,6
75050,811310,8,1,0,6
75050,812112,6,1,0,6
75050,812112,5,210,0,6
75050,441110,4,1,0,6
75050,441120,17,1,0,6
75050,441120,14,210,0,6
75050,441310,9,1,0,6
75050,441310,4,210,0,6
75050,441310,4,220,0,6
75050,442110,4,1,0,6
75050,442110,3,210,0,6
75050,444120,4,1,0,6
75050,444120,3,210,0,6
75050,444130,3,1,0,6
75050,445110,5,1,0,6
75050,813110,24,1,0,6
75050,813110,18,210,0,6
75050,813110,3,220,0,6
75050,813110,3,230,0,6
75050,813410,3,1,0,6
75050,445120,9,1,0,6
75050,445120,8,210,0,6
75050,446199,4,1,0,6
75050,447110,21,1,0,6
75050,447110,7,210,0,6
75050,447110,7,220,0,6
75050,447110,6,230,0,6
75050,448140,3,1,0,6
75050,452319,7,1,0,6
75050,452319,3,230,0,6
75050,454110,10,1,0,6
75050,454110,5,210,0,6
75050,454210,3,1,0,6
75050,454390,4,1,0,6
75050,484110,11,1,0,6
75050,484110,9,210,0,6
75050,484121,22,1,0,6
75050,484121,11,210,0,6
75050,484121,4,220,0,6
75050,484122,10,1,0,6
75050,484122,3,241,0,6
75050,484122,3,252,0,6
75050,484210,4,1,0,6
75050,484220,6,1,0,6
75050,488510,12,1,0,6
75050,488510,4,210,0,6
75050,488510,6,220,0,6
75050,488991,3,1,0,6
75050,492110,4,1,0,6
75050,492210,3,1,0,6
75050,493110,34,1,0,6
75050,493110,7,210,0,6
75050,493110,4,220,0,6
75050,493110,5,230,0,6
75050,493110,8,241,0,6
75050,493110,5,242,0,6
75050,493110,3,251,0,6
75050,493120,3,1,0,6
75050,517311,8,1,0,6
75050,517311,3,210,0,6
75050,522110,4,1,0,6
75050,522220,3,1,0,6
75050,522298,3,1,0,6
75050,522390,3,1,0,6
75050,522390,3,210,0,6
75050,236115,4,1,0,6
75050,236115,3,210,0,6
75050,236118,7,1,0,6
75050,236118,6,210,0,6
75050,236220,5,1,0,6
75050,236220,4,230,0,6
75050,237130,6,1,0,6
75050,237130,3,241,0,6
75050,237310,8,1,0,6
75050,237310,3,230,0,6
75050,237990,3,1,0,6
75050,524210,17,1,0,6
75050,524210,14,210,0,6
75050,531110,9,1,0,6
75050,531110,4,210,0,6
75050,531130,4,1,0,6
75050,531130,4,210,0,6
75050,531210,3,1,0,6
75050,531210,3,210,0,6
75050,531311,10,1,0,6
75050,531311,5,210,0,6
75050,238110,6,1,0,6
75050,238110,4,210,0,6
75050,238160,5,1,0,6
75050,238210,25,1,0,6
75050,238210,9,210,0,6
75050,238210,4,220,0,6
75050,238210,5,241,0,6
75050,238210,5,242,0,6
75050,238220,10,1,0,6
75050,531312,6,1,0,6
75050,531312,5,210,0,6
75050,532120,19,1,0,6
75050,532120,12,210,0,6
75050,532490,8,1,0,6
75050,532490,3,230,0,6
75050,532490,4,241,0,6
75050,238220,3,210,0,6
75050,238220,4,241,0,6
75050,238290,3,1,0,6
75050,238310,3,1,0,6
75050,238310,3,210,0,6
75050,238320,8,1,0,6
75050,238320,5,210,0,6
75050,238330,4,1,0,6
75050,238390,7,1,0,6
75050,238910,8,1,0,6
75050,238910,3,251,0,6
75050,238990,5,1,0,6
75050,541110,11,1,0,6
75050,541110,6,210,0,6
75050,541110,3,220,0,6
75050,541330,10,1,0,6
75050,541330,4,210,0,6
75050,541330,5,220,0,6
75050,541511,4,1,0,6
75050,541512,5,1,0,6
75050,541611,6,1,0,6
75050,541611,5,210,0,6
75050,322211,3,1,0,6
75050,323111,5,1,0,6
75050,332322,4,1,0,6
75050,541860,3,1,0,6
75050,541940,3,1,0,6
75050,551114,12,1,0,6
75050,551114,4,220,0,6
75050,561110,4,1,0,6
