	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	29	999	Statewide	11	Fishing	29	1141	0500000US291330500000US291330500000US29161	3.0	0.0	0.0	0.0	0.0	1.0
1	29	999	Statewide	11	Forest nurseries and gathering of forest products	29	1132	0500000US290650500000US290650500000US291170500000US291870500000US29187	5.0	0.0	0.0	0.4	11.8	2.4
2	29	999	Statewide	11	Hunting and trapping	29	1142	0500000US290190500000US290210500000US290770500000US290810500000US290890500000US290890500000US290990500000US290990500000US291210500000US291210500000US291330500000US291890500000US29207	14.0	0.0	0.0	7.8	164.8	6.2
3	29	999	Statewide	11	Logging	29	1133	0500000US290090500000US290090500000US290150500000US290170500000US290170500000US290190500000US290190500000US290230500000US290230500000US290250500000US290250500000US290310500000US290310500000US290330500000US290330500000US290390500000US290430500000US290430500000US290470500000US290490500000US290490500000US290550500000US290550500000US290650500000US290650500000US290670500000US290670500000US290690500000US290690500000US290770500000US290770500000US290890500000US290890500000US290910500000US290910500000US290990500000US291030500000US291030500000US291050500000US291090500000US291090500000US291130500000US291130500000US291150500000US291150500000US291170500000US291170500000US291190500000US291230500000US291230500000US291250500000US291250500000US291290500000US291310500000US291310500000US291350500000US291390500000US291390500000US291410500000US291410500000US291450500000US291450500000US291490500000US291490500000US291510500000US291530500000US291530500000US291570500000US291590500000US291590500000US291610500000US291610500000US291630500000US291630500000US291790500000US291790500000US291810500000US291810500000US291860500000US291860500000US291870500000US291870500000US291890500000US291890500000US291950500000US291990500000US291990500000US292030500000US292030500000US292130500000US292150500000US292150500000US292210500000US292210500000US292230500000US292230500000US292250500000US292290500000US29229	160.5	42.75	2032.25	188.0	5173.0	76.0
4	29	999	Statewide	11	Support activities for animal production	29	1152	0500000US290070500000US290090500000US290090500000US290110500000US290110500000US290130500000US290150500000US290190500000US290190500000US290270500000US290270500000US290310500000US290370500000US290370500000US290430500000US290430500000US290470500000US290470500000US290490500000US290490500000US290510500000US290530500000US290550500000US290550500000US290590500000US290590500000US290650500000US290650500000US290710500000US290710500000US290770500000US290770500000US290890500000US290950500000US290950500000US290990500000US290990500000US291010500000US291050500000US291050500000US291090500000US291090500000US291130500000US291130500000US291170500000US291170500000US291190500000US291190500000US291390500000US291390500000US291410500000US291410500000US291450500000US291450500000US291470500000US291470500000US291490500000US291530500000US291570500000US291570500000US291590500000US291590500000US291630500000US291650500000US291650500000US291750500000US291750500000US291770500000US291770500000US291830500000US291830500000US291890500000US291890500000US292050500000US292050500000US292070500000US292070500000US292090500000US292190500000US292190500000US292250500000US29225	160.25	343.5	10650.0	556.6	20603.0	77.8
5	29	999	Statewide	11	Support activities for crop production	29	1151	0500000US290030500000US290030500000US290070500000US290070500000US290110500000US290130500000US290150500000US290150500000US290190500000US290190500000US290210500000US290210500000US290230500000US290230500000US290290500000US290290500000US290310500000US290310500000US290330500000US290330500000US290370500000US290370500000US290410500000US290410500000US290530500000US290550500000US290550500000US290590500000US290590500000US290630500000US290630500000US290650500000US290650500000US290690500000US290690500000US290710500000US290730500000US290730500000US290810500000US290810500000US290870500000US290870500000US290910500000US290910500000US290950500000US290950500000US290970500000US290970500000US290990500000US291010500000US291070500000US291070500000US291090500000US291090500000US291170500000US291210500000US291210500000US291270500000US291290500000US291290500000US291330500000US291330500000US291350500000US291410500000US291410500000US291430500000US291430500000US291450500000US291450500000US291470500000US291470500000US291550500000US291550500000US291570500000US291590500000US291590500000US291650500000US291650500000US291690500000US291690500000US291730500000US291770500000US291770500000US291830500000US291830500000US291860500000US291890500000US291890500000US291950500000US291950500000US291990500000US291990500000US292010500000US292010500000US292050500000US292050500000US292070500000US292070500000US292170500000US292170500000US292190500000US292190500000US292250500000US295100500000US29510	197.91666666666663	540.25	26948.5	854.6	29843.0	93.6
6	29	999	Statewide	11	Support activities for forestry	29	1153	0500000US290190500000US290190500000US290270500000US290270500000US290290500000US290450500000US290450500000US290490500000US290570500000US290650500000US290650500000US290910500000US290910500000US291050500000US291050500000US291370500000US291370500000US291590500000US291610500000US291610500000US291790500000US291810500000US291890500000US292210500000US29225	26.25	2.75	63.75	29.0	1006.8	10.8
7	29	999	Statewide	11	Timber tract operations	29	1131	0500000US291170500000US291810500000US291810500000US291870500000US291870500000US291890500000US291950500000US291950500000US292010500000US292150500000US29215	11.25	0.0	0.0	4.4	248.4	4.4
8	29	999	Statewide	21	Coal mining	29	2121	0500000US290130500000US290130500000US290770500000US291890500000US29189	9.0	0.0	0.0	0.0	0.0	2.8
9	29	999	Statewide	21	Metal ore mining	29	2122	0500000US290650500000US290650500000US290930500000US290930500000US291790500000US291790500000US291890500000US291890500000US295100500000US29510	15.75	0.0	0.0	0.0	0.0	7.8
10	29	999	Statewide	21	Nonmetallic mineral mining and quarrying	29	2123	0500000US290030500000US290030500000US290090500000US290090500000US290110500000US290110500000US290130500000US290130500000US290150500000US290150500000US290170500000US290190500000US290190500000US290210500000US290210500000US290230500000US290230500000US290270500000US290270500000US290290500000US290290500000US290310500000US290310500000US290370500000US290370500000US290390500000US290430500000US290430500000US290450500000US290450500000US290470500000US290470500000US290510500000US290510500000US290530500000US290530500000US290550500000US290550500000US290570500000US290570500000US290590500000US290590500000US290610500000US290610500000US290650500000US290650500000US290710500000US290710500000US290730500000US290730500000US290750500000US290770500000US290770500000US290790500000US290790500000US290810500000US290810500000US290830500000US290830500000US290850500000US290850500000US290870500000US290870500000US290910500000US290910500000US290930500000US290930500000US290950500000US290950500000US290970500000US290970500000US290990500000US290990500000US291010500000US291010500000US291030500000US291030500000US291050500000US291050500000US291090500000US291090500000US291110500000US291110500000US291130500000US291130500000US291170500000US291170500000US291190500000US291190500000US291270500000US291270500000US291290500000US291290500000US291310500000US291310500000US291350500000US291350500000US291370500000US291370500000US291390500000US291390500000US291410500000US291410500000US291450500000US291450500000US291470500000US291470500000US291490500000US291490500000US291510500000US291510500000US291530500000US291530500000US291570500000US291570500000US291590500000US291590500000US291610500000US291610500000US291630500000US291630500000US291650500000US291650500000US291670500000US291670500000US291690500000US291690500000US291730500000US291730500000US291750500000US291750500000US291770500000US291770500000US291830500000US291830500000US291850500000US291850500000US291860500000US291860500000US291870500000US291870500000US291890500000US291890500000US292010500000US292010500000US292030500000US292030500000US292050500000US292050500000US292070500000US292070500000US292090500000US292110500000US292110500000US292130500000US292130500000US292150500000US292150500000US292170500000US292170500000US292210500000US292210500000US292230500000US292230500000US292250500000US292250500000US292270500000US292270500000US292290500000US29229	450.0	1828.25	97914.0	2427.2	127372.2	220.0
11	29	999	Statewide	21	Oil and gas extraction	29	2111	0500000US290010500000US290470500000US290470500000US290770500000US290770500000US290950500000US290950500000US290970500000US290970500000US290990500000US290990500000US291450500000US291650500000US291650500000US291890500000US291890500000US292170500000US29217	28.75	1.75	1112.25	76.8	9542.6	14.2
12	29	999	Statewide	21	Support activities for mining	29	2131	0500000US290350500000US290370500000US290370500000US290430500000US290430500000US290490500000US290550500000US290590500000US290650500000US290710500000US290710500000US290770500000US290930500000US290930500000US290950500000US290950500000US291230500000US291230500000US291310500000US291450500000US291550500000US291610500000US291790500000US291790500000US291830500000US291890500000US292070500000US292170500000US292170500000US292210500000US292210500000US292250500000US295100500000US29510	45.25	0.0	0.0	202.8	11104.2	24.8
