,fips,relevant_naics,YEAR,estab,emp,payann
1,44,114111,2018,10,23,2757
3,44,114112,2018,11,44,2209
6,44,115210,2018,9,21,530
8,44,212321,2018,5,44,3151
11,44,221122,2018,16,782,93808
13,44,221112,2018,4,52,6541
15,44,221210,2018,3,155,24420
17,44,221310,2018,6,114,8842
19,44,238990,2018,132,350,31030
21,44,236220,2018,133,2122,197429
23,44,238310,2018,113,1378,84113
25,44,238210,2018,355,2114,119251
27,44,238350,2018,185,1003,60282
29,44,238330,2018,86,244,11073
31,44,238130,2018,52,431,28220
33,44,238150,2018,23,174,8686
35,44,237310,2018,23,566,67549
37,44,236210,2018,5,181,12001
38,44,237210,2018,7,36,6100
40,44,238140,2018,99,382,29921
42,44,236117,2018,38,106,4899
44,44,236116,2018,4,33,1907
46,44,236115,2018,210,692,36010
48,44,237120,2018,3,219,23170
50,44,238290,2018,19,206,17040
52,44,238390,2018,15,50,3186
54,44,238190,2018,16,172,13163
56,44,237990,2018,5,56,4477
58,44,238320,2018,200,653,32844
60,44,238220,2018,447,3434,217389
62,44,238110,2018,47,191,11412
64,44,237130,2018,6,89,7121
66,44,236118,2018,623,1754,84566
68,44,238160,2018,69,323,19757
70,44,238170,2018,39,150,7036
72,44,238910,2018,196,1015,62454
74,44,238120,2018,11,285,17827
76,44,238340,2018,25,153,6770
78,44,237110,2018,30,274,23751
80,44,316998,2018,6,127,4069
82,44,314999,2018,6,86,3307
84,44,312120,2018,13,135,5413
86,44,314110,2018,3,102,3972
88,44,311920,2018,3,133,10790
90,44,311812,2018,21,710,32171
92,44,311352,2018,3,24,405
94,44,314120,2018,5,30,956
96,44,313320,2018,3,253,16416
98,44,311511,2018,3,77,3241
100,44,311421,2018,4,50,1273
103,44,311612,2018,11,535,25740
105,44,313220,2018,13,473,19515
107,44,311340,2018,4,27,586
108,44,311991,2018,3,235,5792
110,44,311811,2018,51,504,11313
113,44,314910,2018,12,95,3210
115,44,312130,2018,3,91,3938
116,44,322299,2018,3,16,453
117,44,325998,2018,3,34,1517
119,44,326199,2018,26,1149,60625
121,44,326299,2018,3,78,4203
123,44,324121,2018,3,20,1795
125,44,323111,2018,69,945,49587
127,44,323113,2018,23,427,11999
128,44,322211,2018,3,111,6676
130,44,325991,2018,3,579,54982
132,44,327991,2018,6,95,6462
134,44,322212,2018,5,169,8843
