,fips,relevant_naics,YEAR,estab,emp,payann
0,44,11,2017,46,126,7365
2,44,21,2017,12,133,9720
4,44,22,2017,36,1258,128014
6,44,23,2017,3159,18464,1211073
8,44,42,2017,1250,21345,1576295
10,44,51,2017,416,6768,464090
12,44,52,2017,1383,25453,2255128
14,44,53,2017,1099,5375,249619
16,44,54,2017,2975,23080,1545648
18,44,55,2017,219,13390,1121427
20,44,56,2017,1747,20985,830554
22,44,61,2017,403,30045,1125514
24,44,62,2017,3215,87119,4068057
26,44,71,2017,577,8823,216648
28,44,72,2017,3173,51332,1101501
30,44,81,2017,2922,17621,580078
32,44,99,2017,22,26,1431
