Naics,Establishments,Employees,Payroll
1141,22,71,4930
1152,9,20,505
1151,3,43,1988
2123,11,141,10858
2211,30,984,112948
2212,3,155,21419
2213,6,93,9345
2382,848,6134,396708
2383,633,3696,213757
2381,373,2230,151922
2373,20,585,75484
2372,8,73,7231
2362,136,2372,229959
2379,6,50,4072
2389,324,1296,96500
2361,912,2758,135675
2371,45,625,63175
3116,11,634,49428
3118,74,1201,43590
3121,27,517,24024
3152,3,3,127
3115,7,116,4775
3132,18,627,26019
3131,3,22,934
3114,7,123,3204
3119,18,625,27245
3169,6,122,4476
3149,24,219,7754
3113,10,52,969
3133,9,418,25701
3141,8,143,5143
3251,4,162,12135
3273,15,232,11866
3222,20,695,38096
3272,10,49,1294
3259,9,687,61353
3279,10,189,13896
3219,20,304,14574
3255,7,46,2131
3241,3,17,1719
3254,7,311,40217
3261,43,2110,144372
3231,103,1564,77061
3252,11,401,19797
3211,4,16,784
3256,8,210,12837
3323,42,4987,394093
3324,4,83,4041
3328,45,1145,53846
3322,7,326,18514
3351,4,127,6818
3321,20,596,31264
3315,13,211,9028
3371,18,226,9064
3332,21,411,22686
3327,65,1134,59500
3391,42,1640,71483
3335,25,213,13455
3363,5,142,7061
3345,23,1394,89869
3314,22,1300,77379
3372,13,472,30246
3359,16,446,34935
3329,31,939,42666
3339,13,979,66401
3399,149,3905,184832
3344,8,388,19779
3366,20,356,14074
3326,5,61,2178
4243,29,332,24469
4248,24,482,34582
4246,42,455,42299
4242,21,373,31639
4245,3,54,2597
4232,26,436,25410
4244,153,3368,192177
4237,59,1266,63099
4236,58,2211,199306
4233,46,511,32586
4238,135,1475,104453
4235,26,228,16130
4239,166,3867,360934
4249,46,457,23394
4231,80,923,41406
4241,29,516,37161
4247,9,46,3630
4234,109,1685,120331
4251,135,750,47494
4411,173,3656,204718
4413,163,1433,46283
4453,234,1391,35962
4441,193,3971,143974
4481,326,3958,78776
4431,99,1089,33740
4421,65,470,20763
4471,306,2165,56751
4451,313,9229,251672
4461,328,4248,174931
4422,93,1174,26774
4483,85,430,15788
4442,59,357,13962
4412,63,385,17451
4482,69,625,10786
4452,98,601,13668
4512,25,187,3655
4522,7,830,19826
4543,159,1327,68064
4541,111,1378,55247
4531,51,182,4537
4523,139,5207,128568
4532,108,766,14370
4539,166,1019,28906
4511,125,1010,24188
4533,75,577,13573
4542,8,10,292
4885,30,241,14055
4841,204,1780,95477
4832,3,11,534
4852,3,122,6982
4889,4,33,897
4859,42,377,10812
4872,31,51,3292
4811,3,231,11317
4854,35,2270,56444
4842,150,1723,101672
4881,17,243,9819
4884,42,306,10824
4883,16,194,15289
4853,36,283,41339
4921,25,1874,74608
4922,20,301,14685
4931,25,1481,58409
5182,30,460,35229
5121,45,467,10432
5111,41,781,36961
5191,59,478,14310
5179,5,32,1350
5151,22,643,38068
5112,35,1368,184888
5122,4,4,124
5173,145,2194,173455
5223,77,648,42385
5242,417,7354,569382
5221,448,12237,969806
5241,81,6560,665946
5222,87,1227,123684
5239,238,1571,225489
5231,82,1487,245382
5313,305,1997,102490
5321,62,519,22963
5324,30,237,19434
5322,53,313,12068
5323,8,42,3603
5311,331,1419,60332
5312,334,760,43898
5412,457,2866,176179
5418,107,791,50164
5413,412,4161,305686
5415,340,3796,330793
5411,780,4443,329634
5416,496,3017,180596
5419,171,1375,63293
5417,67,949,117933
5414,119,466,30143
5511,155,14536,1192541
5614,75,659,33591
5613,159,6538,258973
5612,26,415,22684
5616,95,3272,90796
5611,84,1090,110534
5619,66,524,19133
5629,45,322,19195
5617,1124,5775,233898
5615,78,2767,124900
5621,60,613,35297
5622,6,178,11451
6114,19,146,8649
6113,9,18505,693953
6117,29,142,6260
6111,105,5780,259198
6116,215,1009,21686
6115,25,344,14777
6244,288,3902,88742
6242,60,752,28526
6233,64,4378,125089
6221,9,17228,1081994
6216,76,5304,196897
6241,285,8772,221430
6215,117,1290,87654
6231,84,10453,394853
6212,365,3039,155961
6213,588,3457,149145
6211,647,8891,852247
6219,26,926,29637
6239,27,670,24894
6214,147,4513,235353
6232,276,4372,118039
6243,28,718,18726
7114,3,4,218
7131,11,164,4582
7132,5,181,9201
7115,46,140,7509
7121,57,528,21760
7139,411,5551,143881
7111,20,596,11649
7113,26,1700,31627
7112,8,106,6916
7224,229,1991,37139
7212,17,37,2530
7225,2460,39380,812241
7213,15,44,628
7223,268,3948,98109
7211,191,7576,278244
8111,659,3848,175252
8139,236,1818,91668
8134,146,1187,27150
8113,48,425,23439
8122,101,614,27266
8123,159,1642,51117
8112,33,101,4485
8132,75,473,28018
8129,214,1174,28753
8114,112,555,26970
8121,607,2609,59833
8131,471,2870,67391
8133,109,702,34417
