Zip Code,naics,Establishments,Employees,Payroll,IND Level
14618,31-33,6,001,0,2
14618,31-33,3,210,0,2
14618,42,22,001,0,2
14618,42,19,210,0,2
14618,44-45,101,001,0,2
14618,44-45,36,210,0,2
14618,44-45,28,220,0,2
14618,44-45,22,230,0,2
14618,44-45,10,241,0,2
14618,44-45,3,242,0,2
14618,48-49,7,001,0,2
14618,51,16,001,0,2
14618,51,6,210,0,2
14618,51,4,230,0,2
14618,52,93,001,0,2
14618,52,55,210,0,2
14618,52,22,220,0,2
14618,52,10,230,0,2
14618,52,3,241,0,2
14618,53,48,001,0,2
14618,53,38,210,0,2
14618,53,6,220,0,2
14618,53,3,230,0,2
14618,54,105,001,0,2
14618,54,71,210,0,2
14618,54,19,220,0,2
14618,54,5,230,0,2
14618,54,5,241,0,2
14618,54,3,242,0,2
14618,55,5,001,0,2
14618,55,3,210,0,2
14618,56,42,001,0,2
14618,56,28,210,0,2
14618,56,4,220,0,2
14618,56,3,241,0,2
14618,61,28,001,0,2
14618,61,6,210,0,2
14618,61,5,220,0,2
14618,61,4,230,0,2
14618,61,6,241,0,2
14618,61,3,251,0,2
14618,62,196,001,0,2
14618,62,88,210,0,2
14618,62,42,220,0,2
14618,62,25,230,0,2
14618,62,26,241,0,2
14618,62,9,242,0,2
14618,62,3,251,0,2
14618,71,16,001,0,2
14618,71,7,210,0,2
14618,72,74,001,0,2
14618,72,14,210,0,2
14618,72,10,220,0,2
14618,72,23,230,0,2
14618,72,17,241,0,2
14618,72,9,242,0,2
14618,81,89,001,0,2
14618,81,46,210,0,2
14618,81,26,220,0,2
14618,81,9,230,0,2
14618,81,4,242,0,2
14618,00,869,001,727462,2
14618,00,436,210,0,2
14618,00,175,220,0,2
14618,00,113,230,0,2
14618,00,78,241,0,2
14618,00,37,242,0,2
14618,00,18,251,0,2
14618,00,8,252,0,2
14618,23,18,001,0,2
14618,23,11,210,0,2
14618,23,4,220,0,2
