Naics,Establishments,Employees,Payroll,fips
11,7,22,1142,22083
21,4,52,4237,22083
22,6,27,1291,22083
23,34,258,10474,22083
42,26,295,13107,22083
51,7,30,990,22083
52,34,268,17028,22083
53,19,159,3643,22083
54,30,101,3462,22083
55,3,0,0,22083
56,10,100,2574,22083
61,3,0,0,22083
62,73,1650,49864,22083
71,7,19,214,22083
72,26,353,4549,22083
81,34,152,2853,22083
21,46,645,40296,22099
81,62,329,8925,22099
22,4,21,784,22099
23,106,701,29371,22099
51,8,95,3676,22099
52,43,316,12988,22099
53,42,697,52885,22099
54,81,267,12529,22099
42,61,866,46312,22099
55,3,0,0,22099
56,32,344,8377,22099
61,5,0,0,22099
62,84,1431,42846,22099
71,17,195,2898,22099
72,70,1203,15550,22099
81,73,352,7635,22115
53,33,205,9056,22115
56,21,420,17995,22115
61,8,195,7645,22115
71,3,18,313,22115
72,78,1123,16607,22115
11,17,142,5126,22115
21,3,0,0,22115
22,7,77,5569,22115
23,50,534,18531,22115
42,18,85,3341,22115
51,11,88,3222,22115
52,41,274,11828,22115
54,81,376,14773,22115
55,3,46,1324,22115
62,65,1689,81590,22115
11,29,508,16901,22127
21,6,35,1273,22127
22,4,6,73,22127
23,11,46,2098,22127
42,8,59,2281,22127
51,3,11,484,22127
52,23,112,3882,22127
53,6,20,710,22127
54,15,41,1539,22127
56,6,0,0,22127
62,38,933,32328,22127
71,3,7,223,22127
72,16,180,2216,22127
81,32,363,19786,22127
42,664,8834,555636,22033
11,13,24,2079,22033
21,26,78,5467,22033
22,20,808,65197,22033
23,872,47222,2965402,22033
52,942,11857,878608,22033
99,13,9,370,22033
72,1062,26246,438207,22033
62,1433,38135,1665306,22033
55,101,8936,588137,22033
81,1227,11574,396006,22033
53,616,3314,154552,22033
56,619,13140,519982,22033
54,1752,19757,1437564,22033
71,164,3543,63737,22033
51,193,5545,290457,22033
61,202,5191,168904,22033
11,37,245,11303,22085
21,13,49,4030,22085
23,45,217,7941,22085
42,14,125,4434,22085
51,5,38,1302,22085
52,39,225,10774,22085
53,11,22,589,22085
54,46,124,4780,22085
56,9,43,1066,22085
62,49,701,21259,22085
71,5,8,65,22085
72,21,253,3310,22085
81,59,227,4553,22085
11,4,38,1941,22003
22,3,11,750,22003
23,12,36,1128,22003
42,5,31,709,22003
51,6,23,1149,22003
52,30,116,4088,22003
53,4,8,262,22003
54,23,49,2090,22003
56,9,266,6165,22003
61,3,0,0,22003
62,41,790,25711,22003
72,30,379,4867,22003
81,46,222,5666,22003
51,4,7,384,22065
52,14,64,2544,22065
81,13,49,677,22065
53,12,28,538,22065
54,9,20,533,22065
11,8,20,809,22065
23,5,10,310,22065
42,14,136,6653,22065
56,5,0,0,22065
