Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,618,200,257,19740,6817,4011,11261,9933,31311,1326,10973,3099,20568,3045,18213,22382,138
2018,612,198,289,19961,6745,3960,11235,10131,31078,1279,10827,3076,20894,3093,18383,22425,258
2019,579,183,282,20101,6612,3947,11168,10361,31223,1204,10969,3092,21327,3148,18630,22529,218
2020,558,160,297,20189,6573,3854,11112,10740,31495,1225,11079,3132,21575,3115,18418,22568,338
2021,601,170,305,20666,6523,3865,10666,11186,31699,1180,11514,3120,21895,3198,18669,22853,219
