Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,119358,253498,433197,10096396,6845623,9822073,13070941,2992313,41694444,6500979,9244326,2615724,22740247,1445032,6465816,6474355,4482
2018,203878,436412,1548263,10683094,7387893,10315532,14933400,3135875,45091161,7422996,10041708,2912029,23727791,1562479,6823644,6746522,8306
2019,210621,344107,1502950,11501875,7360537,10511445,15888567,3315868,47214407,7854728,10496338,3078302,24917695,1672187,7073961,7014857,8715
2020,241488,251820,1582970,11773909,7432490,10714262,17051062,3461881,49478133,8349827,10483611,3152751,25577814,1439113,5894177,6779958,13426
2021,210626,264322,1539156,12528769,8012872,11668765,17763473,3747846,54182307,8693570,10878182,3293169,27632771,1493791,7047792,7245058,7856
