Naics,Establishments,Employees,Payroll,fips
211120,16,198,22970,56005
211130,3,81,12229,56005
212111,11,3569,352879,56005
213111,11,204,16592,56005
213112,76,972,71546,56005
221112,5,162,16821,56005
221122,5,172,17375,56005
221210,4,22,2002,56005
221310,3,12,884,56005
236115,5,7,743,56005
236117,3,17,944,56005
236118,12,19,1004,56005
236210,3,39,2367,56005
236220,10,175,12225,56005
237120,12,261,21024,56005
237110,8,62,4245,56005
237310,6,195,15693,56005
238110,8,68,3700,56005
238140,3,18,831,56005
238160,5,41,1656,56005
238170,3,7,226,56005
238210,29,244,19000,56005
238190,5,10,333,56005
238220,15,137,9776,56005
238310,4,3,322,56005
238910,24,368,24939,56005
238990,6,48,2143,56005
323111,5,13,613,56005
327320,3,33,2766,56005
332710,6,236,20583,56005
423120,3,172,12659,56005
423610,6,34,3223,56005
423810,7,297,26185,56005
423830,26,267,21014,56005
423840,6,33,1611,56005
424490,5,85,3183,56005
424690,8,119,8456,56005
424710,3,59,3976,56005
441120,6,49,1760,56005
441110,5,187,10900,56005
441228,5,41,1366,56005
441310,8,90,3362,56005
441320,7,146,9626,56005
442110,4,29,1154,56005
442210,4,25,987,56005
443142,4,19,574,56005
444190,7,91,4768,56005
444220,3,11,287,56005
445110,4,242,7231,56005
445310,8,69,1601,56005
446110,4,59,2507,56005
447110,15,148,3677,56005
447190,4,32,1580,56005
448120,5,30,291,56005
451110,6,62,1403,56005
452319,4,123,3049,56005
453110,5,16,255,56005
453220,3,15,324,56005
453310,3,23,355,56005
453998,4,20,618,56005
454310,3,18,750,56005
454390,8,18,596,56005
481211,3,33,2663,56005
484110,13,26,723,56005
484121,10,43,2248,56005
484122,3,15,927,56005
484220,23,246,17564,56005
484230,6,75,5825,56005
486110,6,57,6463,56005
486210,4,17,1799,56005
488210,3,147,7251,56005
492110,3,78,2913,56005
493110,5,191,24351,56005
517311,6,157,8419,56005
517312,4,33,1118,56005
522110,11,185,10992,56005
522390,4,23,685,56005
523120,3,5,1250,56005
523920,5,11,1258,56005
524210,15,80,5205,56005
531110,12,34,1059,56005
531120,3,14,274,56005
531130,4,6,140,56005
531190,4,3,144,56005
531210,29,37,1663,56005
531311,3,1,101,56005
531320,4,6,317,56005
531390,3,62,891,56005
532111,4,20,406,56005
532412,4,102,10715,56005
532490,4,35,2442,56005
541110,25,96,4935,56005
541211,12,62,3174,56005
541213,5,45,627,56005
541219,9,34,1031,56005
541330,11,47,5189,56005
541380,13,112,5315,56005
541512,3,44,2900,56005
541611,8,11,445,56005
541613,6,3,249,56005
541620,4,25,1181,56005
541690,9,13,560,56005
541940,5,78,3313,56005
541921,3,4,74,56005
541990,5,23,1403,56005
551114,6,222,29346,56005
561110,5,8,620,56005
561320,3,103,4494,56005
