,fips,relevant_naics,estab,emp,payann
2,56,113310,7,25,1033
5,56,115210,6,9,293
7,56,212111,15,4949,378474
9,56,212325,11,0,0
11,56,211120,77,766,74587
13,56,213111,84,1621,148018
15,56,211130,15,170,21631
17,56,212391,3,1170,91928
19,56,213112,364,3497,260496
21,56,221122,45,166,12246
23,56,221112,9,0,0
25,56,221210,22,35,4755
27,56,221310,4,12,357
29,56,221115,6,19,827
31,56,238990,130,674,38941
33,56,236220,130,1203,64183
35,56,238310,66,360,13971
37,56,238210,248,1698,95395
39,56,238350,63,237,10447
41,56,238330,27,61,2262
43,56,238130,31,95,4510
45,56,238150,6,12,343
47,56,237310,29,537,37858
49,56,236210,3,37,1585
52,56,238140,48,204,8489
54,56,236117,94,298,12555
56,56,236116,3,0,0
57,56,236115,251,1002,47758
59,56,237120,61,573,38126
61,56,238290,9,223,12481
63,56,238190,44,108,4713
65,56,237990,8,42,1619
67,56,238320,89,218,9404
69,56,238220,328,1863,102603
71,56,238110,89,423,15282
73,56,237130,15,228,12845
75,56,236118,305,834,31845
77,56,238160,60,315,16930
79,56,238170,20,83,3522
81,56,238910,244,1750,102594
83,56,238340,19,79,3186
85,56,237110,46,282,16627
87,56,311611,9,35,896
89,56,314910,3,0,0
91,56,325998,3,29,2031
94,56,323111,18,37,1305
96,56,327320,10,42,1243
98,56,332999,7,7,142
100,56,339999,16,59,1760
102,56,339116,3,7,364
104,56,332710,26,56,3512
106,56,332420,3,47,3201
109,56,333132,6,241,18208
111,56,332323,4,10,419
113,56,339950,8,25,978
115,56,337110,4,12,279
117,56,423110,10,208,10919
119,56,424810,6,31,1925
122,56,423430,3,0,0
124,56,423810,30,799,64573
126,56,423610,21,153,11349
128,56,423820,20,174,8853
130,56,424910,8,56,2469
132,56,424510,7,43,1799
134,56,423830,142,1309,96917
136,56,423840,17,80,4757
138,56,423940,4,48,338
140,56,423310,3,16,761
142,56,423450,3,12,456
144,56,423510,12,116,6570
146,56,423120,13,271,17601
148,56,423420,9,42,1793
150,56,424690,33,316,20055
152,56,423690,4,13,602
154,56,424490,37,515,20014
156,56,423990,3,0,0
158,56,424990,6,3,94
159,56,424720,5,29,1590
161,56,424710,16,232,14874
163,56,423720,13,61,3173
165,56,423930,10,64,2930
167,56,423330,6,0,0
170,56,424120,3,17,728
172,56,423730,3,16,790
174,56,425120,31,48,3245
176,56,446199,4,32,1551
178,56,442299,23,167,3411
180,56,445299,3,27,341
182,56,441310,95,737,22567
184,56,445310,83,670,13702
186,56,448130,4,31,413
189,56,445120,3,18,261
191,56,446120,12,131,2023
193,56,443142,55,289,7511
195,56,448140,53,768,10257
197,56,442210,32,151,6667
199,56,446191,14,42,1148
201,56,442110,38,201,7158
203,56,447110,255,2194,47935
205,56,444130,48,405,11217
207,56,444110,6,642,16753
209,56,443141,8,27,1049
211,56,448310,39,178,6206
213,56,445210,3,14,391
214,56,441228,39,221,7716
216,56,441110,57,1945,97009
218,56,444220,26,232,5964
220,56,446130,7,41,780
222,56,444190,101,939,43290
