,fips,relevant_naics,YEAR,estab,emp,payann
0,56,11,2017,75,137,5808
2,56,21,2017,650,15575,1277482
4,56,22,2017,137,1353,115084
6,56,23,2017,2721,17364,967987
8,56,42,2017,803,7064,419744
10,56,51,2017,384,3927,181926
12,56,52,2017,1031,6285,371344
14,56,53,2017,1175,4215,213415
16,56,54,2017,2364,9263,538759
18,56,55,2017,84,542,45233
20,56,56,2017,1067,6195,253554
22,56,61,2017,177,1904,56035
24,56,62,2017,2007,32888,1593934
26,56,71,2017,446,5034,105396
28,56,72,2017,1847,27770,577644
30,56,81,2017,1837,8377,271999
32,56,99,2017,28,31,711
