"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"New Harmony exit ","","37.2803473","-113.50494","little america organic orchard","UT","","fresh-fruits","","farm","littleamericaorganicorchard.wordpress.com",""
"Hyde Park","https://www.facebook.com/mtnaomi","41.815248","-111.802982","Mt. Naomi Farms","UT","1285 East 4500 North","fresh-fruits","","farm","mtnaomifarms.com","84318"
"Mapleton","www.facebook.com/perrysberries","40.116217","-111.575089","Perry's Berries","UT","325 E 1600 S","","","farm","","84664"
"Payson","https://www.facebook.com/PhelpsFruit?ref=hl","40.072157","-111.800724","Phelps Fruit & Berry Farm","UT","8722 South 6200 West","canned preserved fresh-fruits fresh-vegetables nuts","","farm","","84651"
"Logan","","41.6989671","-111.8913043","Phoenix Tears Nursery","UT","1847 South 2400 West","nursery-stock","","farm","www.phoenixtearsnursery.com","84321"
"Brigham City","@historicbrigham","41.510773","-112.015057","Brigham City Farmers Market","UT","20 N Main Street","baked goods cheese crafts eggs herbs vegetables honey jams meat nuts prepared-foods soap trees coffee beans fruits","@historicbrigham","market","http://visitbrighamcity.com/farmersmarket","84302"
"South Jordan","http://www.facebook.com/daybreakfarmersmarket","40.547045","-112.002561","Daybreak Farmers Market","UT","Kestrel Rise Rd. and Daybreak Pkwy/W 11400 S","baked goods crafts flowers eggs seafood herbs vegetables honey jams meat plants poultry prepared-foods soap coffee fruits pet food","","market","http://www.daybreakfarmersmarket.com","84009"
"Heber City","","40.329639","-111.167763","Heber Market on Main","UT","250 South Main","baked goods crafts flowers vegetables honey jams maple plants fruits","","market","http://www.heberut.gov","84032"
"Herriman","Good4Life Markets","40.515537","-112.015037","Herriman Farmers Market","UT","5355 W. Herriman Main St.","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams plants prepared-foods soap coffee fruits juices tofu wild","","market","","84096"
"Salt Lake City","https://www.facebook.com/libertyparkmarket/?ref=settings","40.744796","-111.872426","Liberty Park Market","UT","Liberty Park, 600 East 900 South","baked goods cheese crafts flowers eggs vegetables honey jams meat poultry prepared-foods soap coffee fruits pet food wild","https://twitter.com/LibertyParkMrkt","market","","84105"
"Price","https://www.facebook.com/Price-Farmers-Market-217357654964801/","39.6010798","-110.8088043","Price Farmers Market","UT","100 N 100 E","baked goods crafts flowers eggs herbs vegetables honey jams plants soap fruits","","market","","84501"
"Torrey ","Wayne County Farmers Market","38.299219","-111.420890","Wayne County Farmers Market","UT","Center & Main","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods soap trees coffee beans fruits juices pet food","","market","","84775"
