,fips,relevant_naics,estab,emp,payann
0,29,11,228,1054,37450
2,29,21,203,1822,115783
4,29,22,304,6148,536142
6,29,23,13483,130208,7823179
8,29,42,7496,121969,6997506
10,29,51,2602,54650,3723235
12,29,52,10645,135498,10527905
14,29,53,6513,36617,1652144
16,29,54,14066,154937,11324786
18,29,55,1425,91465,8062695
20,29,56,7465,138468,4655006
22,29,61,1615,70207,3049024
24,29,62,20966,410341,18350822
26,29,71,2283,41025,1740425
28,29,72,12913,268146,4442894
30,29,81,15693,114030,3322942
32,29,99,555,504,5932
