Naics,Establishments,Employees,Payroll,fips
23,10,23,1125,29129
52,7,32,1271,29129
53,4,5,60,29129
62,7,63,1454,29129
72,4,11,112,29129
81,13,32,559,29129
72,22,271,2820,29123
81,32,248,5014,29123
23,32,183,6661,29123
42,13,275,9649,29123
52,14,76,2010,29123
53,5,17,386,29123
54,9,52,1334,29123
56,14,44,1445,29123
62,45,855,22654,29123
51,9,99,2921,29131
52,45,211,9455,29131
53,50,225,8057,29131
54,42,188,7288,29131
22,5,0,0,29131
56,40,301,10562,29131
23,121,578,22725,29131
61,3,49,988,29131
62,47,558,16084,29131
51,6,29,901,29229
52,29,171,6119,29229
53,11,26,447,29229
54,20,55,978,29229
56,15,57,2162,29229
61,4,21,208,29229
62,51,542,15140,29229
71,20,113,2500,29131
72,52,582,10028,29131
42,18,163,5793,29131
81,56,286,6970,29131
71,3,27,397,29229
72,27,324,3615,29229
81,43,185,3066,29229
22,4,38,2762,29229
23,27,161,6094,29229
42,14,206,5016,29229
42,3,0,0,29227
52,3,13,530,29227
62,5,14,372,29227
81,10,13,319,29227
11,3,9,204,29047
21,5,56,5157,29047
22,5,183,18062,29047
23,474,4082,307980,29047
71,74,2202,36849,29047
55,26,1231,151481,29047
51,9,78,1995,29217
56,10,100,2922,29217
61,3,0,0,29217
62,73,1463,43487,29217
42,27,209,8623,29217
52,43,437,17967,29217
53,13,36,1113,29217
71,6,12,277,29217
72,41,465,6562,29217
21,4,3,75,29217
22,3,0,0,29217
72,434,11734,218232,29047
56,296,6684,216107,29047
51,65,498,25780,29047
23,35,102,4086,29217
54,31,115,3381,29217
81,53,226,3856,29217
81,521,4525,125517,29047
11,6,30,1093,29065
23,29,207,7573,29065
42,12,0,0,29065
51,5,27,763,29065
52,18,179,7618,29065
53,13,16,573,29065
54,14,47,1257,29065
56,7,19,351,29065
62,42,826,21681,29065
71,4,19,370,29065
72,24,320,4128,29065
81,32,98,1801,29065
52,408,2646,195417,29047
56,16,69,2146,29195
61,3,0,0,29195
62,65,1475,49478,29195
71,7,84,1640,29195
72,43,494,6163,29195
11,6,47,1900,29195
81,70,254,5231,29195
61,59,1060,22926,29047
23,26,90,3346,29195
42,41,429,18572,29195
51,10,164,5479,29195
52,48,251,11768,29195
53,9,17,342,29195
54,29,99,3365,29195
62,621,13429,660466,29047
53,251,1062,50726,29047
61,4,76,100,29147
62,51,1092,39270,29147
71,6,37,383,29147
72,38,824,11402,29147
81,57,381,8703,29147
99,6,12,82,29147
11,4,22,698,29147
22,4,38,4169,29147
23,56,140,5730,29147
42,22,260,9158,29147
51,13,86,2528,29147
52,34,177,9537,29147
53,13,25,595,29147
54,29,159,5976,29147
56,23,58,1429,29147
42,333,5172,304870,29047
99,7,21,214,29047
23,20,94,2510,29041
42,14,217,9975,29041
54,559,18502,1734399,29047
52,14,77,3712,29041
53,6,14,129,29041
