,fips,relevant_naics,YEAR,estab,emp,payann
1,29,11,2018,232,1262,42498
3,29,21,2018,187,3069,197210
5,29,22,2018,298,13860,1477454
7,29,23,2018,13531,128937,7910380
9,29,42,2018,7294,128646,7494475
11,29,51,2018,2639,58392,4021726
13,29,52,2018,10523,134940,10892665
15,29,53,2018,6627,35510,1636450
17,29,54,2018,13975,160113,11690073
19,29,55,2018,1384,88094,7871742
21,29,56,2018,7382,137024,4615596
23,29,61,2018,1579,76246,3378488
25,29,62,2018,24284,415754,19256217
27,29,71,2018,2272,42039,1804188
29,29,72,2018,12916,269495,4662665
31,29,81,2018,15557,111263,3245437
33,29,99,2018,811,666,7037
