	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
1	01	1	0	Alabama	11	Agriculture, forestry, fishing and hunting	11	0400000US01	793.2222222222222	6362.555555555556	245833.11111111112
2	01	1	0	Alabama	21	Mining, quarrying, and oil and gas extraction	21	0400000US01	223.88888888888889	6241.888888888889	436630.22222222225
3	01	1	0	Alabama	22	Utilities	22	0400000US01	383.22222222222223	13570.888888888889	1241117.3333333333
4	01	1	0	Alabama	23	Construction	23	0400000US01	7444.777777777777	80821.88888888889	3913872.222222222
5	01	1	0	Alabama	42	Wholesale trade	42	0400000US01	5309.222222222223	73602.0	4030520.0
6	01	1	0	Alabama	51	Information	51	0400000US01	1626.3333333333333	33409.444444444445	1898487.7777777778
7	01	1	0	Alabama	52	Finance and insurance	52	0400000US01	7290.888888888889	69774.44444444444	4736347.0
8	01	1	0	Alabama	53	Real estate and rental and leasing	53	0400000US01	4144.555555555556	23086.666666666668	941998.8888888889
9	01	1	0	Alabama	54	Professional, scientific, and technical services	54	0400000US01	9378.555555555555	97546.22222222222	6769103.888888889
10	01	1	0	Alabama	55	Management of companies and enterprises	55	0400000US01	648.3333333333334	18575.333333333332	1663175.7777777778
11	01	1	0	Alabama	56	Administrative and support and waste management and remediation services	56	0400000US01	4351.0	144187.33333333334	4047340.777777778
12	01	1	0	Alabama	61	Educational services	61	0400000US01	863.7777777777778	26733.0	777085.2222222222
13	01	1	0	Alabama	62	Health care and social assistance	62	0400000US01	10537.333333333334	245934.33333333334	11199695.555555556
14	01	1	0	Alabama	71	Arts, entertainment, and recreation	71	0400000US01	1133.0	17467.555555555555	331448.6666666667
15	01	1	0	Alabama	72	Accommodation and food services	72	0400000US01	8768.333333333334	175374.88888888888	2587492.0
16	01	1	0	Alabama	81	Other services (except public administration)	81	0400000US01	11016.888888888889	81148.66666666667	2056092.7777777778
17	01	1	0	Alabama	99	Industries not classified	99	0400000US01	123.33333333333333	144.44444444444446	2945.222222222222
