,fips,relevant_naics,estab,emp,payann
70669,38,115112,61,153,9342
70670,38,115113,7,6,291
70671,38,115114,27,187,10605
70672,38,115116,5,12,762
70673,38,115210,8,29,278
70674,38,211120,58,2154,266609
70675,38,211130,10,687,95377
70676,38,212111,7,1270,142227
70677,38,212319,3,5,206
70678,38,221112,13,1949,201665
70679,38,236116,19,177,11431
70680,38,236117,72,393,20697
70681,38,212321,23,330,29008
70682,38,236210,9,166,12466
70683,38,213111,68,3415,261049
70684,38,213112,352,9201,888420
70685,38,213115,3,98,10441
70686,38,237210,7,18,1257
70687,38,221115,9,80,6192
70688,38,237310,70,971,118284
70689,38,221121,6,125,14114
70690,38,221122,63,1175,118406
70691,38,221210,33,667,75793
70692,38,221310,21,147,11811
70693,38,238110,171,836,63632
70694,38,236115,198,628,28851
70695,38,236118,278,719,27297
70696,38,238150,15,140,7776
70697,38,236220,189,2119,147067
70698,38,237110,75,494,38508
70699,38,237120,42,1053,116805
70700,38,237130,28,294,31281
70701,38,237990,18,138,7175
70702,38,238120,10,106,4861
70703,38,238130,78,373,15720
70704,38,238140,48,230,10584
70705,38,238160,71,440,25840
70706,38,238190,26,225,18432
70707,38,238290,36,1093,93293
70708,38,238340,9,42,1695
70709,38,238350,132,491,21744
70710,38,238990,120,597,51868
70711,38,238170,67,424,19241
70712,38,311119,13,202,9604
70713,38,238210,358,3621,282820
70714,38,238220,342,3106,184258
70715,38,238310,103,566,26786
70716,38,238320,104,448,22543
70717,38,238330,59,131,5347
70718,38,238390,14,73,3974
70719,38,238910,243,2138,187778
70720,38,311211,8,189,12685
70721,38,311221,3,122,8519
70722,38,311224,5,316,17945
70723,38,311313,3,1007,62961
70724,38,311340,3,9,262
70725,38,311352,3,42,1088
70726,38,311811,15,117,1862
70727,38,311812,6,490,23422
70728,38,311824,7,767,37864
70729,38,311611,22,458,19279
70730,38,311612,5,74,2027
70731,38,311911,5,116,6242
70732,38,312120,8,71,1340
70733,38,312130,5,27,442
70734,38,314910,3,187,9972
70735,38,314999,12,82,2364
70736,38,321214,6,154,7776
70737,38,321920,3,56,2273
70738,38,321911,8,1387,55543
70739,38,321999,5,21,1010
70740,38,324110,3,924,106829
70741,38,325193,3,201,17283
70742,38,323111,33,427,19467
70743,38,323113,10,169,4878
70744,38,326122,4,358,17944
70745,38,326199,14,592,29381
70746,38,327215,3,245,11502
70747,38,327320,35,417,27078
70748,38,327390,7,209,9139
70749,38,327991,8,74,3537
70750,38,332216,3,29,1376
70751,38,332311,3,39,1942
70752,38,332312,13,414,24350
70753,38,332313,9,138,7609
70754,38,332321,4,285,16025
70755,38,332322,4,103,5591
70756,38,332323,12,136,5109
70757,38,332420,3,44,1943
70758,38,332439,4,48,2624
70759,38,332812,7,48,2111
70760,38,332710,45,579,33272
70761,38,332996,4,40,2945
70762,38,332999,12,225,7786
70763,38,333120,8,1820,141018
70764,38,333132,7,346,27591
70765,38,333241,3,25,1044
70766,38,333914,4,9,564
70767,38,333111,32,1598,96208
70768,38,333922,4,90,4566
70769,38,334519,3,72,2061
70770,38,336212,4,307,16432
70771,38,336211,6,118,6553
70772,38,336310,5,30,1999
70773,38,336320,7,814,18121
70774,38,336390,4,31,1570
70775,38,337110,32,291,11246
70776,38,337122,6,15,402
70777,38,337127,3,377,18337
70778,38,337212,4,166,8394
70779,38,339116,10,43,1762
70780,38,339940,3,26,1239
70781,38,339920,4,39,1900
70782,38,339950,19,271,14371
70783,38,339999,4,16,523
70784,38,423130,15,218,11265
70785,38,423140,3,7,115
70786,38,423310,17,257,14740
70787,38,423420,23,228,16438
70788,38,423430,19,328,21951
70789,38,423110,30,715,43175
70790,38,423120,54,812,42217
70791,38,423210,6,104,5698
70792,38,423220,6,16,894
70793,38,423320,11,83,5081
70794,38,423330,11,125,6403
70795,38,423390,14,49,2554
70796,38,423440,8,32,1487
70797,38,423450,15,189,11782
70798,38,423490,4,28,2345
70799,38,423610,40,500,32973
70800,38,423690,18,425,26286
70801,38,423720,28,294,18466
70802,38,423510,23,438,26393
70803,38,423620,3,26,5038
70804,38,423710,11,32,1577
70805,38,423920,3,5,250
70806,38,423730,11,109,9579
70807,38,423740,7,96,6756
70808,38,423810,41,886,70428
70809,38,423820,163,2553,165810
70810,38,423830,130,1534,122277
70811,38,423840,22,152,13521
70812,38,423850,14,146,7334
70813,38,423860,5,94,4505
70814,38,423910,10,54,2705
70815,38,423990,18,58,3513
70816,38,423930,26,211,11285
70817,38,423940,3,23,1098
70818,38,424120,19,109,4902
70819,38,424130,8,257,15587
70820,38,424210,24,206,16872
70821,38,424310,3,7,207
70822,38,424320,3,31,1238
70823,38,424330,3,30,1451
70824,38,424420,6,28,1609
70825,38,424410,13,854,52288
70826,38,424430,4,5,240
70827,38,424450,11,130,9704
70828,38,424470,3,18,487
70829,38,424690,48,549,42285
70830,38,424710,35,622,39481
70831,38,424720,12,46,3870
70832,38,424910,243,1863,127731
70833,38,424920,6,41,1907
70834,38,424940,4,95,3561
70835,38,424950,7,65,3457
70836,38,424990,21,53,2010
70837,38,425120,69,660,21156
70838,38,441210,12,176,8873
70839,38,424480,10,195,9270
70840,38,424490,52,1288,56364
70841,38,424510,257,2506,160536
70842,38,441110,90,4266,216412
70843,38,424520,8,100,1640
70844,38,424590,3,134,7566
70845,38,424610,8,64,2969
70846,38,424810,17,417,22574
70847,38,424820,5,189,11885
70848,38,441120,79,377,14878
70849,38,441222,15,168,8825
70850,38,441228,34,321,13254
70851,38,444110,17,1988,56744
70852,38,446120,16,250,4008
70853,38,444190,130,1018,50536
70854,38,441310,123,837,28320
70855,38,441320,76,783,37791
70856,38,442110,70,843,32476
70857,38,442210,42,407,19796
70858,38,445120,8,26,619
70859,38,442291,3,5,122
70860,38,442299,40,340,5906
70861,38,445299,10,145,1853
70862,38,443141,29,206,6146
70863,38,445310,89,885,14467
70864,38,443142,62,690,19936
70865,38,446110,164,1606,74985
70866,38,444120,14,90,4065
70867,38,444130,105,1034,32134
70868,38,444210,10,38,1341
70869,38,444220,84,630,24953
70870,38,445110,177,5995,125700
70871,38,445210,27,180,4449
70872,38,445291,5,33,1008
70873,38,445292,10,29,324
70874,38,448120,95,836,9293
70875,38,448140,74,1211,18201
70876,38,451120,23,373,6840
70877,38,446130,33,163,5054
70878,38,446191,23,98,1653
70879,38,446199,19,233,15024
70880,38,451110,53,1436,37995
70881,38,451140,11,108,4019
70882,38,447110,324,4251,94357
70883,38,452210,19,1535,23981
70884,38,447190,135,1931,58513
70885,38,452319,94,1388,26637
70886,38,448110,10,81,2693
70887,38,448130,23,154,2131
70888,38,448150,17,77,1345
70889,38,448190,30,304,5053
70890,38,448210,48,317,5268
70891,38,448310,48,282,9793
70892,38,451130,15,131,1394
70893,38,451211,14,192,2569
70894,38,452311,27,6152,170764
70895,38,453110,57,263,4604
70896,38,453220,61,404,6445
70897,38,453910,21,240,5264
70898,38,453930,17,81,5267
70899,38,453210,15,131,2961
70900,38,453310,55,605,8917
70901,38,453991,18,120,2300
70902,38,453998,45,250,8574
70903,38,454110,42,1482,102018
70904,38,454210,9,66,2316
70905,38,481111,5,185,4227
70906,38,484122,35,630,43283
70907,38,484230,202,1900,107935
70908,38,454310,36,290,10738
70909,38,485113,3,38,882
70910,38,485210,3,42,970
70911,38,454390,107,384,14429
70912,38,481211,5,30,1586
70913,38,481219,6,5,249
70914,38,484110,136,1005,61653
70915,38,484121,191,2699,134277
70916,38,484210,21,142,4749
70917,38,484220,483,4144,330638
70918,38,485310,12,181,3524
70919,38,485320,5,32,302
70920,38,485510,3,168,5031
70921,38,485410,25,730,15497
70922,38,485999,3,15,214
70923,38,485991,4,49,932
70924,38,486110,29,398,38626
70925,38,486910,7,23,2992
70926,38,487110,3,38,539
70927,38,486210,26,623,71327
70928,38,488119,11,240,9915
70929,38,488190,20,127,5589
70930,38,488490,16,58,2278
70931,38,488210,15,212,15909
70932,38,488410,17,91,4273
70933,38,492110,48,1340,58527
70934,38,492210,10,46,1518
70935,38,488510,69,650,34835
70936,38,488991,4,22,1014
70937,38,493110,16,399,18478
70938,38,493120,3,42,1985
70939,38,493130,3,26,1565
70940,38,493190,12,66,3457
70941,38,511110,61,919,35505
70942,38,511120,14,88,2859
70943,38,512110,12,53,2656
70944,38,511140,3,11,737
70945,38,511210,21,1673,215954
70946,38,512131,28,382,4107
70947,38,512290,3,77,1210
70948,38,517311,65,1710,122666
70949,38,517911,3,38,1685
70950,38,517919,3,9,529
70951,38,519110,4,13,847
70952,38,519120,3,17,397
70953,38,522110,384,7125,438106
70954,38,522120,36,642,40907
70955,38,522310,12,48,2863
70956,38,522390,6,20,448
70957,38,515111,4,24,1826
70958,38,515112,38,569,21800
70959,38,515120,10,377,17432
70960,38,517312,44,387,18982
70961,38,518210,27,481,20171
70962,38,519130,8,25,1080
70963,38,522130,114,994,53058
70964,38,522220,8,75,6876
70965,38,522291,18,98,4690
70966,38,522292,14,139,11717
70967,38,522298,42,604,49651
70968,38,522320,12,425,27896
70969,38,523130,5,29,1239
70970,38,523110,4,14,1504
70971,38,523120,73,239,33111
