Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,223483,16845188,4914619,40802099,35043263,20411174,42721060,11100858,57936544,35741183,27048777,7542132,69052510,4558389,21309383,14395685,19216
2018,273140,19796378,5528019,43448571,37253626,22094018,45349189,11966213,61440307,37090293,27928897,8006680,71487190,4749825,22915362,15340854,27603
2019,272843,20365468,5844368,46134542,39230157,22644811,47353737,12872445,65117782,39131723,29041990,8364494,76018837,5116229,23959043,15960937,37679
2020,287956,16245647,5842938,44346217,37818041,23651693,51852202,12805758,68539045,39518011,27714674,8734389,77541548,4423369,21095970,15447495,47081
2021,326563,15335013,6181018,45937812,39987268,25361520,56566987,14486749,73974689,40344678,31191287,9389192,84630227,5019949,25262628,16734338,49650
