Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,3886,861,2602,83632,69497,35549,69087,25879,88076,27070,120517,29805,241440,28040,225562,83120,82
2018,4162,1467,11501,88051,71399,38934,60601,27329,90612,28768,124208,31105,244530,29866,233592,82188,226
2019,3927,1398,10634,89343,73365,36714,63061,27907,91852,30231,125942,31207,248843,31086,238838,82720,192
2020,3682,1540,10322,90152,73626,34815,65447,28014,94953,30635,126511,31211,255961,31377,237421,83160,254
2021,3659,1613,9974,90416,73336,31944,63795,26813,94277,29654,127114,30032,251229,25969,214925,78062,246
