Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,160273,41970,194396,4150597,4107805,2171803,4503183,1133144,5587558,2310449,4057408,802401,11048836,546482,3810704,2299834,2024
2018,172006,89963,1039675,4525425,4277261,2381111,4068779,1198313,6193046,2601521,4230211,877804,11283684,579424,4003593,2298539,4847
2019,177591,91643,1007854,4746804,4490350,2369471,4630968,1293309,6311021,2575986,4463577,920986,11886122,613307,4245073,2419538,4323
2020,179321,104077,1014909,4914292,4452447,2305775,5141136,1287167,6675833,2615682,4600146,942887,12380393,549224,3764345,2427181,7351
2021,186537,119858,1008647,5233912,4930291,2367609,5247323,1463425,6988107,2848468,5027846,1034282,12893388,630961,4591126,2603326,7758
