Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
72204,721,6,001,0,3
72204,722,55,001,0,3
72204,722,13,210,0,3
72204,722,15,220,0,3
72204,722,10,230,0,3
72204,722,13,241,0,3
72204,722,4,242,0,3
72204,811,23,001,0,3
72204,811,15,210,0,3
72204,811,6,220,0,3
72204,812,14,001,0,3
72204,812,9,210,0,3
72204,812,3,220,0,3
72204,813,40,001,0,3
72204,813,27,210,0,3
72204,813,6,220,0,3
72204,813,3,241,0,3
72204,236,13,001,0,3
72204,236,8,210,0,3
72204,238,23,001,0,3
72204,238,10,210,0,3
72204,238,6,230,0,3
72204,238,4,241,0,3
72204,323,4,001,0,3
72204,339,4,001,0,3
72204,423,30,001,0,3
72204,423,7,210,0,3
72204,423,6,220,0,3
72204,423,9,230,0,3
72204,423,5,241,0,3
72204,423,3,242,0,3
72204,424,15,001,0,3
72204,424,8,210,0,3
72204,424,5,220,0,3
72204,441,21,001,0,3
72204,441,5,210,0,3
72204,441,8,220,0,3
72204,441,6,230,0,3
72204,442,4,001,0,3
72204,442,3,220,0,3
72204,444,14,001,0,3
72204,444,4,210,0,3
72204,444,4,220,0,3
72204,444,3,230,0,3
72204,445,25,001,0,3
72204,445,17,210,0,3
72204,445,3,220,0,3
72204,445,3,230,0,3
72204,446,8,001,0,3
72204,447,18,001,0,3
72204,447,14,210,0,3
72204,447,3,230,0,3
72204,448,11,001,0,3
72204,448,5,210,0,3
72204,448,4,220,0,3
72204,451,3,001,0,3
72204,452,7,001,0,3
72204,452,3,220,0,3
72204,452,3,230,0,3
72204,453,10,001,0,3
72204,453,5,210,0,3
72204,453,3,220,0,3
72204,484,4,001,0,3
72204,492,3,001,0,3
72204,511,4,001,0,3
72204,517,6,001,0,3
72204,522,9,001,0,3
72204,522,4,210,0,3
72204,522,4,220,0,3
72204,524,18,001,0,3
72204,524,12,210,0,3
72204,531,25,001,0,3
72204,531,20,210,0,3
72204,531,4,220,0,3
72204,532,10,001,0,3
72204,532,4,230,0,3
72204,532,4,241,0,3
72204,541,29,001,0,3
72204,541,17,210,0,3
72204,541,3,220,0,3
72204,541,3,230,0,3
72204,541,5,241,0,3
72204,551,7,001,0,3
72204,551,4,210,0,3
72204,561,39,001,0,3
72204,561,20,210,0,3
72204,561,6,220,0,3
72204,561,8,230,0,3
72204,611,12,001,0,3
72204,611,5,210,0,3
72204,611,4,220,0,3
72204,621,41,001,0,3
72204,621,14,210,0,3
72204,621,8,220,0,3
72204,621,6,230,0,3
72204,621,11,241,0,3
72204,623,13,001,0,3
72204,623,6,241,0,3
72204,624,29,001,0,3
72204,624,11,210,0,3
72204,624,6,220,0,3
72204,624,6,230,0,3
72204,624,5,241,0,3
72204,713,6,001,0,3
72204,713,3,210,0,3
