Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,780,151,313,7530,5131,1675,7267,4326,9412,626,4360,836,10672,1147,9108,11076,53
2018,793,147,326,7669,5037,1793,7237,4410,9381,598,4330,845,10535,1189,9140,10952,67
2019,791,153,321,7784,4985,1788,7286,4547,9349,543,4435,850,10564,1205,9328,10928,85
2020,770,163,321,7954,4937,1766,7246,4689,9380,538,4599,866,10565,1211,9319,10854,115
2021,784,160,315,8427,4884,1834,7159,4931,9555,539,4904,898,10875,1262,9562,11158,94
