Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,41293,916131,133252,1334147,536401,431607,509389,224416,1327901,517960,858568,90916,2810828,100210,765403,362304,156
2018,41340,1109914,175951,1494026,551281,450991,536353,227984,1332943,728146,900524,74988,3144158,112449,751868,364956,899
2019,45164,1217638,183983,1492562,561685,467289,566704,247980,1490687,733260,953457,72312,3278066,117473,786928,375659,1535
2020,45481,1172010,201053,1470612,537220,471706,561942,244144,1545703,743616,944608,71136,3371117,90274,605698,373802,2277
2021,47298,1126231,217694,1450984,523889,493919,595700,246837,1532401,660273,958717,84659,3484113,104200,765828,401104,457
