Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,514,7606,1352,15889,8497,6666,7123,4496,18021,4815,16753,2943,49313,4740,27819,9995,11
2018,530,8331,1714,16083,8432,6432,7185,4561,17327,5519,17838,2832,50864,5364,26200,9684,31
2019,507,9385,1744,16093,8299,6426,7033,4543,19067,5014,18275,2822,51525,5487,27066,9905,21
2020,523,9427,1787,16579,8425,6253,6895,4676,19772,5289,18000,2691,51954,4909,26874,9805,21
2021,527,7809,2000,15721,7796,6195,6631,4383,19002,4428,17675,2529,52441,3591,23404,9154,8
