Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,162351,1375,148567,1364899,1028696,546176,1914512,293537,1428731,852381,743197,603486,5233770,188651,1232880,577393,564
2018,172758,1754,195646,1448654,1045100,640897,1919387,311306,1465914,854003,740450,634293,5445475,190919,1317938,608351,1216
2019,172204,2521,176252,1522554,1079542,629078,2061833,322686,1544213,856909,784976,665689,5692543,203280,1394068,626139,1186
2020,168803,3089,198672,1559477,1096371,570061,2222068,342022,1703582,985993,770107,651237,5885182,182066,1127059,622956,1631
2021,169521,2740,208079,1673209,1171108,616936,2310657,380249,1839604,1059519,819582,668861,5990355,213109,1466606,670600,989
