Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,3152,12,1816,26012,18396,10519,27042,7354,22514,9489,22470,17878,111913,7646,54793,18926,25
2018,3249,22,2527,27649,18042,11080,26391,7307,22680,9436,22797,18486,112326,7233,55580,19429,53
2019,3343,28,2045,27761,18575,10723,27281,7280,22267,9297,21629,19750,112379,7691,55790,19259,53
2020,3253,47,2132,27790,17501,10185,27691,7542,23337,10324,21020,19653,111745,7938,56134,19252,82
2021,3165,39,2357,28344,16858,9507,28289,7628,24148,10596,20050,17047,106846,6434,45407,18112,41
