Zip Code,naics,Establishments,Employees,Payroll,IND Level
12845,00,369,001,79413,2
12845,00,228,210,0,2
12845,00,66,220,0,2
12845,00,50,230,0,2
12845,00,21,241,0,2
12845,00,3,242,0,2
12845,23,21,001,0,2
12845,23,15,210,0,2
12845,23,5,220,0,2
12845,31-33,7,001,0,2
12845,31-33,5,210,0,2
12845,44-45,103,001,0,2
12845,44-45,39,210,0,2
12845,44-45,28,220,0,2
12845,44-45,28,230,0,2
12845,44-45,6,241,0,2
12845,52,5,001,0,2
12845,52,4,210,0,2
12845,53,15,001,0,2
12845,53,14,210,0,2
12845,54,11,001,0,2
12845,54,7,210,0,2
12845,54,3,230,0,2
12845,56,3,001,0,2
12845,56,3,210,0,2
12845,62,6,001,0,2
12845,62,3,220,0,2
12845,71,25,001,0,2
12845,71,19,210,0,2
12845,71,4,220,0,2
12845,72,149,001,0,2
12845,72,102,210,0,2
12845,72,20,220,0,2
12845,72,13,230,0,2
12845,72,12,241,0,2
12845,81,18,001,0,2
12845,81,14,210,0,2
12845,81,3,220,0,2
