Fips,Establishments,Employees,Payroll
26053,254,2357,13594
26055,2595,32295,228111
26057,497,6876,46916
26059,516,5352,27921
26061,670,6417,37111
26063,652,5384,33744
26065,4943,87340,542907
26067,624,5502,27227
26069,439,3118,17693
26071,254,1553,7066
26073,1038,18330,96332
26075,2175,34512,265264
26077,4298,76153,489192
26079,239,2472,21291
26081,13159,255419,1389711
26083,36,234,1992
26085,102,675,4909
26087,1285,10965,57508
26089,576,3462,19407
26091,1329,13157,53295
26093,3473,36897,160339
26095,116,960,8786
26097,313,1675,21742
26099,13817,191863,1450730
26101,411,3719,25831
26103,1269,16377,108652
26105,550,5300,24429
26107,505,4927,24835
26109,300,2422,7081
26111,1419,26513,220411
26113,200,1274,6305
26115,1707,22304,107085
26117,719,7583,55763
26119,141,873,5112
26121,2220,29493,225491
26123,619,6250,33576
26125,32086,582385,4311670
26127,325,2456,13322
26129,391,3549,25473
26131,115,539,3366
26133,312,3152,25897
26135,126,972,6850
26137,599,5627,34343
26139,4856,61197,263977
26141,225,1372,6558
26143,397,2421,12046
26145,3049,53258,403899
26147,2201,23623,156106
26149,771,7055,32517
26151,555,3937,22903
26153,147,1186,10088
26155,822,8771,55940
26157,582,6067,58870
26159,899,10107,73460
26161,6680,119781,1258506
26163,23362,463514,3099063
26165,634,7002,36784
27001,299,2208,22701
27003,6234,81557,481631
27005,713,5910,46799
27007,943,10997,85830
27009,692,9431,79199
27011,137,1100,11713
27013,1482,23802,153939
27015,594,7461,45391
27017,514,4685,44465
27019,2116,26294,142808
27021,647,5101,27881
27023,283,3123,24634
27025,975,9577,99372
27027,1055,13578,72572
27029,134,1346,19255
27031,210,1553,11926
27033,263,2003,13587
27035,1660,18946,140499
27037,8650,126275,656486
27039,312,2378,19200
27041,1000,10823,84731
27043,278,2041,14113
27045,414,2925,14335
27047,544,6128,46867
27049,923,12472,77639
27051,151,1036,8217
27053,34305,730622,5720186
27055,309,2885,16604
27057,429,2532,20028
27059,692,5905,46022
27061,891,9630,67438
27063,221,2024,8004
27065,228,2183,34524
27067,1076,13022,104249
27069,91,696,6364
27071,265,2183,13520
27073,143,1230,11789
27075,229,1916,10882
27077,121,916,5960
27079,544,3205,16490
27081,124,929,9440
27083,633,7922,53826
27085,686,7255,56454
27087,61,1394,19019
27089,194,963,6392
27091,463,4632,37681
27093,407,3331,24070
27095,534,6838,53690
27097,663,5176,34859
27099,628,8187,64570
27101,202,1417,8687
27103,518,8495,63308
27105,414,4173,31050
27107,140,960,8343
27109,2916,85349,1849692
27111,1305,11555,78107
27113,255,6513,131141
27115,452,5406,29173
27117,225,1893,13458
27119,570,5356,49032
27121,290,2660,19867
27123,11127,246126,1770050
27125,55,340,1832
27127,400,3921,23162
27129,323,2195,18441
27131,1186,16949,87305
27133,206,2034,15691
27135,285,2375,15530
27137,4180,67678,563062
27139,2836,34131,196994
27141,1683,13914,81128
27143,262,1643,10426
27145,3334,56670,432367
27147,738,10739,98593
27149,223,2495,25821
27151,216,1796,9558
27153,366,3171,41689
27155,75,442,6766
27157,419,2896,16110
27159,274,2667,22770
27161,332,2465,14568
27163,5039,55161,289041
27165,213,1839,10396
27167,101,1330,11559
27169,835,13966,67723
27171,2703,24316,163327
27173,228,3238,40957
28001,575,6699,31776
28003,550,7510,44337
28005,114,730,4827
28007,246,2787,25690
28009,33,357,4189
28011,503,4851,30258
28013,149,854,3171
28015,74,380,3884
28017,176,1347,6112
28019,73,671,10929
28021,72,1877,65762
28023,144,1233,6625
28025,239,2386,12900
28027,374,3678,26037
28029,303,2385,13469
28031,194,1688,12494
28033,2140,34848,154875
28035,1243,23804,212898
28037,77,762,8348
28039,220,2191,17074
28041,79,608,7241
28043,378,4048,24346
28045,541,5927,42318
28047,3213,59463,441453
28049,4079,80821,937099
28051,160,1187,12386
28053,88,575,3915
28055,3,18,916
28057,231,2178,12266
28059,1753,22912,140867
28061,127,1365,7035
28063,40,387,6174
28065,78,859,13749
28067,942,11537,66044
28069,75,753,13445
28071,1039,12960,81609
28073,1096,13945,70970
28075,1350,21537,165383
28077,116,822,5940
28079,216,2410,19938
28081,1783,29675,206744
28083,470,8085,62746
28085,579,6612,36472
28087,1024,13057,72663
28089,2580,33869,142268
28091,400,5576,37845
28093,269,3511,13917
28095,405,4061,26297
28097,135,1300,10687
28099,339,9280,103887
28101,215,1754,11265
28103,107,765,5308
28105,700,9994,44522
28107,372,4461,22292
28109,596,5298,27259
28111,81,736,7148
28113,661,7296,33045
28115,306,3016,13575
28117,318,2457,13196
28119,65,411,2723
28121,2937,39499,238758
28123,296,2808,12088
28125,77,600,5763
28127,299,4054,39825
28129,101,735,4867
28131,185,1795,8129
28133,271,3342,30536
28135,116,1439,13917
28137,278,2557,12001
28139,244,2431,10634
28141,230,1894,9226
28143,122,4705,91768
28145,341,3962,24984
28147,138,1314,10024
28149,727,9328,57513
28151,775,9276,58323
28153,264,2423,12234
28155,102,1030,9109
28157,81,876,6276
28159,264,2606,10813
28161,97,1148,7620
28163,246,2687,17140
29001,441,5290,36968
29003,215,1250,6382
29005,131,804,5872
29007,374,3349,15715
29009,488,5535,46522
29011,167,1539,8728
29013,253,1943,13672
29015,275,1442,5929
29017,147,862,5094
29019,3856,60458,490375
29021,1683,24964,200859
29023,748,9342,100998
29025,108,621,4093
29027,542,7782,48871
29029,1087,10217,67585
29031,1762,27739,236519
29033,139,1121,8984
29035,94,649,3668
29037,1619,14679,74787
29039,211,1475,8648
29041,129,906,5019
29043,1466,10628,43785
29045,100,595,3340
29047,4260,78117,735546
29049,265,1965,19399
29051,1835,28323,154308
29053,294,2598,17959
29055,345,2831,17512
29057,89,583,6856
29059,206,1206,5170
29061,107,594,2738
29063,155,1512,7239
29065,223,2276,16632
29067,140,991,4128
29069,497,4613,25473
29071,1976,20589,111797
29073,266,2389,12744
29075,133,1037,13683
29077,6792,121018,719175
29079,177,1344,10561
29081,130,1137,5428
29083,403,4310,54832
29085,88,497,4175
29087,93,512,3093
29089,116,1468,10539
29091,777,8473,77520
29093,149,1449,12604
29095,14906,277122,1686952
29097,2032,24828,117704
29099,3099,28179,137781
29101,721,6504,44577
29103,59,278,1680
29105,499,4598,25420
29107,521,3976,20851
29109,481,3687,17472
29111,140,1040,3674
29113,706,5516,29820
29115,206,1668,8566
29117,284,2975,17658
29119,206,1296,5257
29121,259,2298,9793
29123,173,2263,17374
29125,84,520,2356
29127,598,7742,64329
29129,42,162,1305
29131,512,3736,13656
29133,137,1191,6974
29135,248,1700,9896
29137,117,615,3163
29139,164,1257,7212
29141,361,1838,7325
29143,286,2951,21614
29145,847,16139,170112
29147,360,3549,22614
29149,105,828,8006
29151,178,1219,5579
29153,107,509,2043
29155,242,2529,19716
29157,360,4198,26487
29159,744,10129,49614
29161,770,9369,71977
29163,288,2559,14419
29165,1985,30143,139643
29167,427,5806,60811
29169,501,6746,51173
29171,49,269,3460
29173,162,969,5677
29175,364,4033,22306
29177,247,1658,9303
29179,74,815,16083
29181,221,1387,11211
29183,7114,97148,482124
29185,108,713,6364
29186,294,3048,19102
29187,1075,12990,95686
29189,25975,492868,3090171
29195,340,3806,21665
29197,40,101,766
29199,81,529,6359
29201,745,8441,62185
29203,76,450,3213
29205,109,588,2401
29207,503,4200,29497
29209,551,4114,18932
29211,61,406,3978
29213,1376,19489,100382
29215,279,2246,14106
29217,336,3153,26520
29219,448,3828,19679
29221,235,1788,10101
29223,155,791,5601
29225,487,3533,13039
29227,29,70,483
29229,269,1871,7700
29510,7979,162807,937157
30001,322,2030,10443
30003,143,1430,22183
30005,89,623,9731
30007,123,456,1846
30009,354,1840,6735
30011,4,5,121
30013,1947,23098,163260
30015,106,531,3779
30017,310,2751,16677
30019,57,430,5890
30021,232,2028,15750
30023,246,2347,59624
30025,102,756,9355
30027,321,2401,15992
30029,3677,30347,172594
30031,5184,38175,216787
30033,7,30,239
30035,165,1293,13895
30037,3,7,46
30039,72,425,3812
30041,384,3674,26223
30043,263,1193,6756
30045,38,151,989
30047,677,4574,26244
30049,2048,20693,140980
30051,51,235,2250
30053,486,2756,17246
30055,32,171,1590
30057,321,1298,7704
30059,58,215,1734
30061,91,409,2832
30063,3764,39275,204382
30065,81,729,13453
30067,724,3786,22972
30071,98,666,3745
30073,126,810,4970
30075,48,117,572
30077,127,840,6381
30079,17,42,467
30081,1252,6922,38927
30083,392,3270,22529
30085,159,1203,8945
30087,140,1643,11991
30089,283,1710,10701
30091,128,673,3857
30093,902,9500,61453
30095,198,2019,76931
30097,134,506,2617
30099,164,864,3827
30101,125,981,5431
30103,4,6,194
30105,201,1772,13550
30107,34,189,2581
30109,9,40,364
30111,4578,53689,374777
31001,709,7961,58723
31003,166,1082,8545
31009,3,5,129
31011,127,975,7980
31013,226,1844,10335
31015,29,184,2090
31017,92,565,4149
31019,1320,14639,93977
31021,135,814,5140
31023,160,1088,9632
31025,448,2779,10424
31027,210,1211,5529
31029,113,799,7045
31031,153,947,6392
31033,183,1652,12128
31035,131,682,5809
31037,164,1261,6080
31039,218,1760,11058
31041,268,1753,12862
31043,297,3638,24124
31045,187,1226,8062
31047,512,4517,26212
31049,25,141,1267
31051,79,411,4123
31053,750,9402,43931
31055,13555,257761,1748855
31057,30,249,2867
31059,145,1124,9009
31061,51,252,2372
31063,40,232,1662
31065,103,784,7627
31067,464,4085,32044
31069,24,89,598
31071,60,321,2111
31073,39,92,966
31075,8,19,252
31077,42,204,1497
31079,1440,17225,103836
31081,231,1791,10302
31083,68,408,3629
31085,4,7,190
31087,40,243,2067
31089,293,2341,17864
31091,8,17,207
31093,114,726,6983
31095,161,1312,9209
31097,67,506,4712
31099,129,1154,10656
31101,252,1686,7732
31103,4,10,116
31105,71,402,2923
31107,179,1213,6184
31109,7295,110581,656517
31111,786,8126,67618
31113,10,34,568
31119,927,11319,94737
31121,169,1116,8079
31123,72,498,5262
31125,61,333,2480
31127,133,886,7423
31129,124,848,9058
31131,340,2480,13461
31133,48,242,2574
31135,97,674,6983
31137,258,2553,17908
31139,161,1027,6715
31141,739,7655,40922
31143,104,612,5539
31145,296,2218,12546
31147,177,1082,6620
31149,23,225,3848
31151,223,2130,10994
31153,3137,44002,234926
31155,409,2673,15717
31157,799,9017,57932
31159,380,3749,16520
31161,103,706,5487
31163,52,315,2445
31165,3,7,448
31167,66,276,1654
31169,147,1014,9055
31171,9,99,5750
31173,82,1884,31744
31175,126,847,7088
31177,469,3833,21196
31179,177,1791,9542
31181,66,433,4089
31183,15,69,773
31185,393,4621,20028
32001,379,3687,18776
32003,40636,742509,4322731
32005,1398,13341,99193
32007,887,16969,233972
32011,11,1361,171313
32013,312,5167,115863
32015,67,677,4731
32017,48,327,1969
32019,619,5212,22828
32021,34,399,4916
32023,583,8515,55709
32027,26,808,34806
32029,53,237,2069
32031,10799,148386,838568
32033,137,2393,70763
32510,1573,16416,107352
33001,1430,13594,94097
33003,1400,12169,74662
33005,1402,16777,94952
33007,600,6311,50674
33009,2255,38569,495926
33011,8755,135917,945815
33013,3252,46090,302894
33015,7709,100351,563470
33017,2118,26952,215168
33019,639,5607,31217
34001,4880,90090,758488
34003,26098,339064,2496475
34005,8554,144254,962247
34007,9110,143921,1278108
34009,3008,20168,130511
34011,2036,29348,248679
34013,15021,220564,1796231
34015,4776,67147,411753
34017,10474,185315,2376998
34019,3068,34284,297622
34021,8033,164685,1472297
34023,17263,302737,2913853
34025,15830,194691,1333878
34027,13809,249559,2659734
34029,11222,115472,837326
34031,9008,99403,675929
34033,888,11749,101031
34035,8241,151559,1579154
34037,2525,22614,120076
34039,10740,148607,1305166
34041,1825,19091,126965
35001,13003,224068,1405238
35003,31,265,2323
35005,1036,11592,73426
35006,216,4108,34504
35007,279,2331,15299
35009,742,9150,54660
35011,24,127,992
35013,2966,41538,293477
35015,1184,19036,171038
35017,440,5393,45884
35019,58,540,4488
35021,3,11,461
35023,44,373,2936
35025,1248,18971,144714
35027,521,3896,16336
35028,337,15621,995229
35029,289,3264,24158
35031,687,11040,102298
35033,20,185,2850
35035,699,9417,59690
35037,164,1329,7360
35039,423,4047,30590
35041,240,2145,12437
35043,1517,21237,131461
35045,1901,26404,163698
35047,328,4910,60889
35049,3840,38229,223433
35051,155,1559,11828
35053,167,1933,17365
35055,795,7752,36454
35057,124,1127,5472
35059,64,500,3044
35061,718,6624,30881
36001,7669,143800,994660
36003,564,7841,38716
36005,13477,232617,3482724
36007,3167,50503,375319
36009,1139,14181,67453
36011,1160,11069,76676
36013,2011,24519,137868
36015,1248,19783,145585
36017,592,6719,43696
36019,1235,14103,143985
36021,1366,11201,92872
36023,761,10304,57563
36025,789,5128,31470
36027,6020,73780,516867
36029,17675,311181,1844928
36031,913,7216,55707
36033,717,8205,90525
36035,839,7905,68054
36037,927,10200,54017
36039,863,6906,31047
36041,147,675,4292
36043,819,6984,39167
36045,1789,19736,143427
36047,46065,575410,5999225
36049,391,2603,23166
36051,907,8373,43428
36053,1038,11562,69935
36055,13913,269108,1615620
36057,766,7878,99698
36059,40457,461607,3684854
36061,86896,2175666,30356114
36063,3363,40010,220453
36065,3661,63221,448449
36067,9063,168155,1027555
36069,2144,29921,208352
36071,7512,83485,583602
36073,477,4235,20514
36075,1612,15955,107958
36077,969,14850,181212
36079,2399,16878,127195
36081,39084,454699,3866327
36083,2402,32933,192764
36085,7527,84797,852047
36087,8631,95829,674232
36089,1361,19032,161571
36091,4429,54551,286136
36093,2328,39731,324072
36095,415,2772,15084
36097,255,2149,16805
36099,478,5349,23432
36101,1299,16767,161064
36103,40030,434656,3213087
36105,1582,17896,140884
36107,563,7646,122562
36109,1826,41141,479985
36111,3802,32412,181704
36113,1710,20650,145422
36115,733,5763,35958
36117,1252,9855,51733
36119,26438,315669,2647443
36121,566,5216,30225
36123,382,3118,15847
37001,2506,39632,260283
37003,399,2609,9273
37005,187,1111,5789
37007,281,2545,12559
37009,406,3638,25896
37011,383,3666,17787
37013,807,7609,39144
37015,211,2250,14526
37017,370,3749,15786
37019,2070,20576,91229
37021,7362,88770,614589
37023,1054,13537,142593
37025,3645,46014,246691
37027,964,11644,73051
37029,91,409,1605
37031,1596,14367,78911
37033,167,1323,9819
37035,3051,46830,283046
37037,1229,10039,48586
37039,439,4281,35263
37041,271,2346,21150
37043,178,1176,6605
37045,1408,17450,111595
37047,693,7213,44994
37049,1695,19903,172165
37051,4403,66847,414386
37053,511,4095,15770
37055,1484,11027,72812
37057,2048,21894,88739
37059,635,6122,32782
37061,603,6112,34256
37063,6452,170009,1696073
37065,527,5956,42962
37067,6897,146066,1057124
37069,886,5978,25324
37071,3239,41347,250501
37073,76,653,5850
37075,120,1397,17158
37077,675,9123,96006
37079,187,1518,8441
37081,10908,182411,868737
37083,661,7637,45727
37085,1371,15262,67680
37087,1111,10120,61190
37089,2261,23324,146934
37091,333,5005,34185
37093,351,3090,26513
37095,100,492,2973
37097,3915,49768,252034
37099,829,9620,82677
37101,2839,27453,148065
37103,87,634,3707
37105,998,11494,54146
37107,868,13981,80558
37109,1393,12730,68461
37111,584,5805,28436
37113,900,6850,34649
37115,288,2178,12597
37117,320,2997,16917
37119,28353,541517,4034973
37121,278,2674,26845
37123,334,3989,19699
37125,1859,25736,239417
37127,1514,24201,119105
37129,6497,79301,437689
37131,173,2305,16866
37133,2261,25868,118361
37135,2867,41636,586818
37137,180,1514,6374
37139,689,8028,53192
37141,976,6551,31820
37143,126,879,4808
37145,522,4974,22528
37147,2885,44852,376891
37149,397,3406,29057
37151,1765,19541,82828
37153,559,6317,41776
37155,1276,17934,127934
37157,1189,10650,42160
37159,1995,29326,256710
37161,952,9786,42704
37163,726,7117,43631
37165,420,6022,55503
37167,996,10103,53205
37169,481,3954,18287
37171,1140,20850,239628
37173,269,2835,27595
37175,748,5839,28457
37177,42,302,1476
37179,4157,38821,230366
37181,601,8146,40594
37183,26236,419698,2668520
37185,182,1177,5484
37187,154,1326,9200
37189,1329,14371,106198
37191,1578,21551,127936
37193,857,10140,45311
37195,1305,20331,106048
37197,426,4084,18458
37199,245,1829,8519
38001,67,501,9131
38003,257,2358,17955
38005,45,639,7829
38007,27,202,4971
38009,195,1099,7822
38011,116,851,5542
38013,47,171,1297
38015,2506,36874,242771
38017,4530,81221,602176
38019,92,811,5978
38021,131,928,7518
38023,56,363,3018
38025,138,1793,38887
38027,51,345,3907
38029,86,458,4022
38031,101,770,6596
38033,46,266,2724
38035,1444,22457,189224
38037,47,270,4247
38039,59,318,2707
38041,61,295,2264
38043,48,212,1089
38045,112,705,5759
38047,45,335,2116
38049,91,525,8340
38051,75,589,7422
38053,422,6145,76158
38055,187,1506,15618
38057,187,2477,34962
38059,676,7283,52229
38061,256,2973,19901
38063,84,581,6192
38065,31,316,16351
38067,181,1236,10291
38069,129,1027,7980
38071,331,3089,18303
38073,148,976,6997
38075,74,356,3180
38077,382,3359,17268
38079,134,1602,21351
38081,81,455,3623
38083,24,83,482
38085,16,480,9525
38087,3,44,2608
38089,898,10931,68000
38091,36,261,4560
38093,490,6512,67939
38095,54,371,4728
38097,199,1621,17499
38099,281,1941,17023
38101,1553,20196,136815
38103,128,982,10710
38105,1236,18044,200191
39001,247,2634,26090
39003,1695,28891,221232
39005,742,11484,60272
39007,1291,13567,90519
39009,794,10196,83576
39011,698,9465,43407
39013,989,12646,67520
39015,389,3376,15064
39017,5561,94728,480763
39019,330,3063,14223
39021,427,4211,19849
39023,1588,24967,127459
39025,2856,33517,150550
39027,506,5718,30607
39029,1344,14991,86385
39031,432,4350,29164
39033,539,7505,66935
39035,25189,521569,3939549
39037,814,7543,37712
39039,560,7410,39767
39041,4021,65008,492698
39043,1350,21105,106578
39045,2137,24397,159958
39047,354,5404,33166
39049,24050,527728,3439313
39051,667,6599,38395
39053,384,6466,71792
39055,2158,17979,104757
39057,2590,42364,466818
39059,595,8309,52638
39061,16791,390562,2718635
39063,1237,23937,164462
39065,306,4012,20456
39067,191,1860,12820
39069,397,3853,24881
39071,482,4989,33838
39073,373,3513,16140
39075,771,8850,45182
39077,804,8993,73895
39079,426,3927,24103
39081,918,12556,72007
39083,847,11999,64971
39085,4113,51926,281169
39087,585,7007,45771
39089,2329,32484,163260
39091,598,9312,44230
39093,4225,55481,337219
39095,7284,132765,933847
39097,484,4826,26530
39099,4057,59910,387655
39101,816,12119,121683
39103,3089,34591,169912
39105,230,1883,9446
39107,711,8083,40079
39109,1545,18969,99060
39111,185,1067,3907
39113,8526,171892,1329579
39115,112,1099,8625
39117,319,2477,13291
39119,1252,18682,149696
39121,160,1138,4316
39123,804,6280,38285
39125,193,1467,7798
39127,325,2641,13710
39129,584,6376,34182
39131,272,5307,72904
39133,2189,27702,137800
39135,475,4309,20570
39137,530,4967,20449
39139,1963,23652,116887
39141,898,13263,128017
39143,926,10630,57173
39145,908,14041,211144
39147,769,9722,38493
39149,660,9203,50557
39151,6137,95563,533919
39153,10474,176626,1069462
39155,2855,34355,175958
39157,1473,17257,87399
39159,863,15482,150813
39161,389,5614,53371
39163,90,843,5780
39165,3588,59746,318440
39167,989,15855,105615
39169,1730,22451,116358
39171,523,5746,36665
39173,2063,31956,162368
39175,375,3934,23760
40001,153,1409,8532
40003,93,670,3356
40005,168,1107,5595
40007,103,1045,14787
40009,553,5519,40470
40011,183,1308,6158
40013,605,7525,36819
40015,323,3715,15473
40017,2296,20722,70909
40019,1203,12465,70991
40021,586,7537,69590
40023,212,2280,18931
40025,39,169,1041
40027,4860,56760,279440
40029,51,545,4158
40031,1623,23222,139461
40033,47,1047,18517
40035,265,2980,24803
40037,1001,10808,61442
40039,697,6675,29322
40041,562,5895,30899
40043,110,901,13195
40045,78,584,3737
40047,1201,13716,64139
40049,536,4410,18634
40051,861,7448,32380
40053,80,709,5314
40055,45,224,1999
40057,26,271,3498
40059,56,282,1834
40061,165,1974,18226
40063,153,1532,11678
40065,382,4359,27611
40067,68,600,6845
40069,109,1341,16351
40071,807,9159,37671
40073,393,4342,30399
40075,131,1012,8395
40077,117,2750,82845
40079,603,4812,23525
40081,405,3731,17411
40083,703,5112,21267
40085,117,4590,71423
40087,728,6328,24616
40089,470,4493,21016
40091,248,1972,9607
40093,186,1351,8769
40095,203,1682,7365
40097,555,5700,29439
40099,210,2498,13110
40101,1014,15605,161724
40103,142,1303,5250
40105,110,907,4966
40107,115,1354,20864
40109,19969,309538,1562258
40111,472,4481,32616
40113,440,4177,16265
40115,406,6311,45938
40117,189,2620,41375
40119,1390,16979,74666
40121,698,7107,45369
40123,729,10162,90346
40125,972,11900,51226
40127,135,1208,10724
40129,40,284,2579
40131,1362,18183,94523
40133,321,2999,15561
40135,420,5171,33961
40137,785,8586,49511
40139,350,4839,51591
40141,87,529,2770
40143,15491,246979,1248753
40145,791,4837,26870
40147,909,13509,117176
40149,152,877,4685
40151,197,1764,7568
40153,573,5259,27973
41001,381,2847,13915
41003,1760,23564,198288
41005,10179,108076,683644
41007,1181,10617,68252
41009,745,5564,24497
41011,1213,13171,95352
41013,439,2871,22108
41015,543,3691,24447
41017,6479,54960,322562
41019,1966,21477,194655
41021,51,480,6997
41023,169,1174,8816
41025,165,1101,8233
41027,776,7543,38068
41029,5063,56161,374687
41031,324,2531,14641
41033,1593,16171,114203
41035,1183,12019,83927
41037,139,895,10264
41039,8031,90772,542295
41041,1153,10221,54861
41043,2011,21531,128882
41045,511,4833,29438
41047,6937,79259,514690
41049,149,1811,13619
41051,22770,350757,2069518
41053,1269,11492,73310
41055,32,197,1999
41057,544,4301,28110
41059,1189,15143,77644
41061,585,4581,36627
41063,275,1519,10411
41065,551,5302,47997
41067,13266,212043,1564696
41069,5,8,143
41071,1998,20633,94863
42001,1448,18347,93402
42003,27747,579331,3756638
42005,960,9491,67432
42007,2536,35703,276655
42009,704,6356,33383
42011,6427,103129,695504
42013,2421,35404,301304
42015,923,11740,144432
42017,15575,185623,1181009
42019,3804,58784,322028
42021,2320,32345,223482
42023,70,403,4139
42025,879,8923,52945
42027,2633,32368,207172
42029,12613,209654,1816128
42031,687,6856,47371
42033,1319,15973,131397
42035,557,5696,28550
42037,1027,12547,63829
42039,1322,15662,111863
42041,4885,84651,473754
42043,5585,120333,858893
42045,10651,174398,1109542
42047,613,5103,27021
42049,4551,75283,543812
42051,1864,22445,130681
42053,62,704,11139
42055,2311,32055,218920
42057,165,1959,18091
42059,512,8818,59251
42061,616,7070,36793
42063,1341,16418,96480
42065,771,8182,50600
42067,307,2534,9781
42069,3929,62634,416954
42071,9964,163530,960069
42073,1464,18448,113857
42075,1999,28194,197463
42077,6682,133694,1247675
42079,5301,86347,566824
42081,2025,29063,210692
42083,710,7340,43003
42085,1963,26047,164853
42087,679,8159,81217
42089,2585,30666,178018
42091,21942,420064,3062209
42093,359,13781,456796
42095,4995,76624,398356
42097,1164,12610,73769
42099,575,3247,15126
42101,23233,578203,5040101
42103,744,6311,30256
42105,248,2829,22851
42107,1956,20773,163841
42109,594,7651,28876
42111,1194,12858,60925
42113,114,572,3647
42115,581,4804,18968
42117,643,6427,41389
42119,711,12799,104362
42121,809,8452,67748
42123,684,7613,69455
42125,4194,63436,396984
42127,976,8902,51903
42129,6472,85222,416316
42131,453,6070,63314
42133,6569,103460,598164
44001,1043,11752,55709
44003,3750,49821,310298
44005,2193,25397,149308
44007,12707,221562,1483852
44009,2975,28130,180836
45001,223,1893,8840
45003,2196,34215,303081
45005,73,687,8914
45007,2882,38030,224253
45009,175,1374,7163
45011,227,2034,8071
45013,4637,45800,226653
45015,2783,36526,231438
45017,167,1678,11472
45019,11813,156533,814384
45021,618,8056,24301
45023,373,3038,12389
45025,493,5582,28132
45027,337,3229,20625
45029,553,5074,26325
45031,757,11098,80323
45033,312,3078,24521
45035,2043,20013,83463
45037,239,2599,16722
45039,244,3820,64615
45041,2289,47900,681028
45043,1467,14098,86482
45045,11554,182529,873383
45047,947,13532,96442
45049,210,1939,12251
45051,7436,87566,404862
45053,569,6034,32812
45055,866,9073,41254
45057,1212,16213,99434
45059,646,7122,29444
45061,127,1405,5153
45063,5403,73825,359876
45065,62,559,3204
45067,341,3312,17510
45069,186,2432,20239
45071,562,5732,25668
45073,1247,11614,58299
45075,1104,13336,77245
45077,1620,15686,59304
45079,7564,128800,742711
45081,160,1321,6987
45083,5001,80177,404690
45085,1283,21083,138605
45087,254,2043,6286
45089,313,3228,15822
45091,4470,64165,302965
46003,57,461,3518
46005,411,3830,24565
46007,30,312,4108
46009,119,753,7025
46011,727,7473,39913
46013,999,11440,70608
46015,159,1374,8569
46017,3,18,576
46019,237,1088,4984
46021,33,173,1149
46023,200,1696,10167
46025,88,376,1655
46027,236,2528,11828
46029,803,7501,44057
46031,23,90,1030
46033,237,1096,6958
46035,526,7618,44832
46037,144,781,5814
46039,93,584,4430
46041,56,444,4653
46043,59,477,4587
46045,75,532,3679
46047,165,2197,98848
46049,47,289,4624
46051,202,1942,15262
46053,124,686,6480
46055,55,459,3799
46057,133,719,8978
46059,91,743,4908
46061,53,178,1382
46063,29,332,5084
46065,530,5299,30477
46067,155,1415,15665
46069,29,117,2440
46071,21,77,1228
46073,57,430,3883
46075,23,111,1698
46077,123,714,6250
46079,276,2216,12633
46081,881,8167,45086
46083,1466,17234,119049
46085,46,286,2255
46087,134,705,5361
46089,30,130,1387
46091,109,647,5879
46093,523,3932,58322
46095,4,23,305
46097,48,311,2218
46099,4635,88900,793249
46101,113,943,7046
46102,57,1770,22227
46103,3006,37151,254058
46105,84,495,2878
46107,67,439,4540
46109,163,903,7792
46111,40,213,1241
46115,129,937,8770
46117,87,695,5916
46119,42,171,2006
46121,29,497,13996
46123,123,1140,8441
46125,190,948,6626
46127,422,6024,52613
46129,156,1229,7031
46135,530,5902,46721
46137,29,202,1950
47001,1172,26301,414594
47003,540,5465,29383
47005,184,1766,9695
47007,78,607,5359
47009,1810,27599,156028
47011,1420,23432,105325
47013,390,3867,26666
47015,145,1015,5864
47017,299,3294,25645
47019,517,5400,33596
47021,480,3685,18707
47023,161,1837,14017
47025,291,3872,28044
47027,55,561,6344
47029,298,2729,19127
47031,854,10775,68370
47033,160,1394,8179
47035,781,8843,51070
47037,16815,384469,2426925
47039,141,1915,26662
47041,208,1696,7682
47043,748,8886,52638
47045,551,6107,38675
47047,449,4317,23268
47049,176,1731,12031
47051,499,7894,49394
47053,630,6191,29854
47055,356,3598,18498
47057,135,1049,7541
47059,818,10375,65672
47061,94,720,4427
47063,931,13559,75499
47065,7268,135245,796464
47067,26,251,4249
47069,222,2867,27182
47071,343,3264,24491
47073,441,3669,21922
47075,205,1552,6243
47077,334,3236,17619
47079,497,5072,28227
47081,204,1681,13769
47083,68,669,5512
47085,224,2005,12225
47087,72,543,2795
47089,534,6174,26271
47091,157,1499,12168
47093,9418,178383,924285
47095,42,449,3182
47097,193,2474,20020
47099,474,4621,25513
47101,143,1242,6451
47103,390,3078,16469
47105,719,7559,33592
47107,636,7888,35154
47109,256,2756,8506
47111,196,1790,13001
47113,1875,36256,267406
47115,287,2794,14844
47117,338,3272,13454
47119,1398,19697,123431
47121,53,373,2468
47123,492,4564,23867
47125,2400,31354,182215
47127,48,349,2108
47129,90,833,6585
47131,431,4344,25179
47133,224,2497,14162
47135,54,552,7555
47137,55,379,2255
47139,160,908,4460
47141,1358,20944,129919
47143,332,4054,17598
47145,554,5658,36808
47147,903,9561,45085
47149,4257,72898,347416
47151,191,1791,12846
47153,128,1242,5759
47155,2021,34313,218655
47157,14969,320804,2037306
47159,197,2005,15456
47161,111,763,6802
47163,2553,39279,268216
47165,2642,31576,187517
47167,524,6684,39108
47169,65,614,4037
47171,172,1738,11132
47173,132,779,3609
47175,18,103,2055
47177,477,4861,25845
47179,2288,39939,342162
47181,135,1607,16412
47183,408,4810,26016
47185,269,2287,13147
47187,6631,116208,861386
47189,2189,27486,115199
