Fips,Establishments,Employees,Payroll
26103,1329,16058,15568
26105,462,4446,7038
26107,508,4559,4136
26109,248,1893,1971
26111,1457,25199,79295
26113,171,1380,2864
26115,1992,26501,27294
26117,808,9291,12265
26119,100,682,1703
26121,2771,38548,22283
26123,624,6155,8506
26125,38741,715253,559173
26127,304,2553,6894
26129,386,3354,3999
26131,85,332,715
26133,279,2559,3474
26135,79,404,684
26137,540,4985,4359
26139,6053,102969,67663
26141,175,1073,1668
26143,377,2247,2355
26145,3845,67522,67371
26147,2668,34129,26530
26149,839,10850,14333
26151,608,4713,6147
26153,97,668,1974
26155,874,8577,8512
26157,593,5648,6761
26159,982,10152,9919
26161,7924,147889,322233
26163,32248,659303,499762
26165,604,6495,6055
27001,253,1905,2157
27003,7712,111236,51827
27005,701,6210,6673
27007,994,10431,7063
27009,680,10107,20207
27011,96,620,1073
27013,1641,26114,13762
27015,586,9296,13681
27017,459,3838,3085
27019,2227,30485,33728
27021,657,4367,4610
27023,223,1973,2717
27025,1031,8570,8339
27027,1049,11471,8104
27029,87,668,3611
27031,164,1024,4561
27033,192,2106,9706
27035,1897,21706,11750
27037,10270,168159,106056
27039,257,1733,2042
27041,1075,12175,17316
27043,255,2141,3862
27045,406,2877,3970
27047,535,5668,4873
27049,997,11243,13877
27051,100,575,1130
27053,40124,903157,1212379
27055,258,2734,3362
27057,365,2268,2618
27059,668,5339,4028
27061,900,9351,9798
27063,153,1087,2964
27065,173,1333,2739
27067,1103,12519,11029
27069,60,378,826
27071,207,1590,2032
27073,87,445,1185
27075,178,1575,2047
27077,72,593,2269
27079,496,2958,2408
27081,95,612,1555
27083,605,8321,14520
27085,714,7882,6877
27087,33,158,762
27089,163,917,1984
27091,398,4630,11945
27093,395,3804,3923
27095,507,4949,5658
27097,651,5172,4402
27099,599,8247,23617
27101,155,1005,2452
27103,452,7616,24054
27105,394,4456,6651
27107,95,468,2670
27109,3373,97014,1170981
27111,1426,11959,8888
27113,193,1546,1788
27115,431,3570,3196
27117,183,1382,2438
27119,549,5182,4077
27121,228,2115,8574
27123,13140,293319,481034
27125,31,156,616
27127,369,2862,5382
27129,294,2172,4853
27131,1276,14709,16167
27133,148,1021,1727
27135,252,1789,2920
27137,5022,80246,92771
27139,3126,39294,28936
27141,1867,17303,11203
27143,203,1051,1296
27145,4092,75082,99983
27147,746,11760,51945
27149,146,1910,7636
27151,171,1701,5952
27153,388,2742,8706
27155,40,153,891
27157,387,2656,3123
27159,236,1666,2044
27161,276,1743,2629
27163,5776,73655,45746
27165,167,1275,1935
27167,52,444,2240
27169,860,14321,33301
27171,3119,32406,16232
27173,198,1772,12460
28001,557,6933,8444
28003,558,6292,6129
28005,91,556,2546
28007,183,2054,19018
28009,17,87,479
28011,498,4516,4108
28013,132,774,1245
28015,32,152,514
28017,184,3927,49636
28019,53,391,5628
28021,22,103,441
28023,119,800,1601
28025,194,2046,3936
28027,335,2831,2935
28029,287,2009,2078
28031,195,1653,3080
28033,2757,47291,41465
28035,1418,22123,32419
28037,55,291,1930
28039,184,1809,2526
28041,72,524,5013
28043,326,3102,4171
28045,529,4838,11714
28047,3957,69629,139430
28049,4783,92175,333910
28051,152,925,1448
28053,57,382,2829
28057,227,2817,19292
28059,2054,35163,357913
28061,98,1324,4915
28063,19,148,1722
28065,66,630,8194
28067,1030,15875,40432
28069,53,469,16182
28071,1068,12011,12392
28073,1226,15313,12971
28075,1548,22175,25616
28077,100,598,1274
28079,196,1507,4582
28081,2212,33986,26355
28083,486,6411,6874
28085,595,6197,6144
28087,1153,12878,9436
28089,2965,38962,23769
28091,394,4002,4740
28093,267,3634,33409
28095,414,4072,9322
28097,101,952,2089
28099,327,4954,69960
28101,184,1133,1479
28103,93,799,4422
28105,719,9110,8272
28107,375,4139,5737
28109,609,5028,4391
28111,48,347,1431
28113,685,7188,5421
28115,321,10001,167604
28117,299,2510,3820
28119,40,142,568
28121,3528,49280,32754
28123,326,3125,4382
28125,42,260,1291
28127,249,2535,8983
28129,73,514,3313
28131,141,1443,2847
28133,266,2472,2468
28135,71,437,1008
28137,245,2154,4094
28139,215,2185,3974
28141,214,1642,2626
28143,109,4258,87170
28145,331,5170,12715
28147,108,881,1656
28149,735,10034,15259
28151,833,8405,5962
28153,224,2053,4853
28155,91,601,1330
28157,51,394,1386
28159,234,1686,1923
28161,81,567,1650
28163,220,1997,3411
29001,365,3892,5699
29003,140,929,2276
29005,81,439,1416
29007,314,2458,2727
29009,503,6060,20451
29011,98,760,1494
29013,199,1297,1848
29015,234,1336,1398
29017,96,521,1944
29019,4366,71918,114936
29021,1868,27355,18353
29023,798,9012,7636
29025,67,434,1447
29027,496,4401,3660
29029,1190,10142,9470
29031,2010,27771,16673
29033,80,577,1457
29035,68,516,1289
29037,1758,18434,12230
29039,120,894,1852
29041,83,490,1944
29043,1607,11734,8112
29045,60,413,1421
29047,4957,92100,338270
29049,210,1409,2750
29051,1951,29750,21490
29053,228,1917,2730
29055,308,2986,4085
29057,48,203,640
29059,154,812,2147
29061,55,370,1104
29063,85,753,2319
29065,156,1085,2186
29067,87,513,1114
29069,491,4553,5038
29071,2255,26805,18612
29073,237,2184,2633
29075,94,818,2484
29077,8153,151915,153106
29079,87,476,1027
29081,89,682,1911
29083,368,3242,3516
29085,55,352,1252
29087,57,209,719
29089,79,550,1249
29091,875,9854,10800
29093,85,886,2087
29095,17733,327877,256207
29097,2440,37489,50395
29099,3578,35108,20922
29101,679,5710,4667
29103,22,74,812
29105,481,6035,21737
29107,518,4072,3276
29109,487,3402,3654
29111,92,547,1157
29113,724,6111,5486
29115,140,1135,2894
29117,183,1955,2431
29119,165,1192,2099
29121,182,1547,2092
29123,120,1311,4850
29125,50,341,1463
29127,573,5902,6221
29129,21,81,580
29131,499,4324,4266
29133,116,1325,3497
29135,192,1441,1665
29137,83,530,1220
29139,113,971,2309
29141,309,1630,2000
29143,257,3662,6786
29145,926,10863,9038
29147,314,2848,3041
29149,87,871,1964
29151,156,1154,1683
29153,61,328,1091
29155,214,2076,3506
29157,320,3555,8259
29159,743,8381,6842
29161,769,8950,8112
29163,217,1598,2290
29165,2183,34414,23225
29167,384,4268,21025
29169,483,5965,9963
29171,10,77,2024
29173,104,586,1191
29175,332,3754,11494
29177,191,1210,1567
29179,59,761,16673
29181,152,1112,4596
29183,8378,123958,72693
29185,70,410,1167
29186,232,2297,4152
29187,1140,12627,9361
29189,30452,598737,775673
29195,296,2646,3259
29197,17,78,655
29199,44,195,737
29201,776,8236,7323
29203,74,627,1919
29205,69,355,1727
29207,485,4433,5674
29209,485,2720,3129
29211,33,173,796
29213,1578,20562,31380
29215,283,2292,2796
29217,288,2193,3791
29219,389,3460,4828
29221,189,1431,2348
29223,117,597,1059
29225,482,4023,5571
29227,9,24,409
29229,231,1877,2366
29510,9053,184338,177735
30001,213,1130,1500
30003,82,712,9058
30005,46,263,999
30007,72,277,619
30009,256,1120,2265
30013,2154,26416,28070
30015,58,275,1128
30017,241,1877,3211
30019,10,57,2015
30021,153,1183,2986
30023,153,1115,3910
30025,46,384,6915
30027,259,1736,2530
30029,4192,35968,35140
30031,5829,45178,27538
30035,97,761,2754
30039,40,181,778
30041,309,2482,3491
30043,173,659,1153
30045,20,118,806
30047,644,3609,3003
30049,2182,20245,12646
30051,19,72,520
30053,433,2315,2312
30055,6,18,365
30057,254,978,1740
30059,14,62,339
30061,38,245,1099
30063,4320,45446,19938
30065,23,124,573
30067,672,3311,4288
30071,57,332,648
30073,72,354,823
30075,20,57,194
30077,68,298,882
30081,1288,7093,4313
30083,331,2651,5848
30085,125,1117,4508
30087,86,637,1817
30089,240,1416,1669
30091,72,273,795
30093,882,8980,10005
30095,117,413,924
30097,66,315,1078
30099,108,367,711
30101,77,556,1464
30105,129,973,2013
30107,7,27,380
30109,6,48,489
30111,5433,64120,45014
31001,712,6937,5942
31003,120,668,2321
31011,93,594,2097
31013,178,1370,1865
31015,28,122,885
31017,60,335,975
31019,1437,15481,13237
31021,84,530,1538
31023,103,509,2395
31025,388,2725,5210
31027,190,1200,1933
31029,75,625,2463
31031,99,684,1468
31033,155,1161,2106
31035,103,696,3190
31037,158,992,2598
31039,197,1271,2825
31041,238,1518,2215
31043,272,4623,19109
31045,121,794,1646
31047,520,4574,7805
31049,20,74,462
31051,45,178,777
31053,748,10132,16870
31055,15775,315048,253848
31057,3,15,184
31059,108,749,3353
31061,28,83,816
31063,25,110,1049
31065,83,535,1703
31067,455,3316,2821
31069,9,50,647
31071,29,101,400
31073,13,38,753
31077,29,154,1011
31079,1620,21803,16588
31081,183,1128,3955
31083,25,116,814
31087,25,234,1811
31089,271,2014,2795
31093,83,346,942
31095,108,666,1558
31097,39,217,835
31099,77,368,1473
31101,193,1330,2182
31105,49,208,1106
31107,152,749,2134
31109,8475,135520,74879
31111,803,7750,7944
31113,3,10,293
31119,989,10972,14532
31121,116,661,2184
31123,49,340,1650
31125,31,163,928
31127,72,459,1012
31129,77,338,1173
31131,278,1626,1679
31133,18,51,1021
31135,48,235,1623
31137,221,1866,4834
31139,132,709,1692
31141,791,8439,6721
31143,62,275,1176
31145,224,1609,2338
31147,129,607,912
31149,3,5,187
31151,181,1120,2248
31153,3559,53021,38256
31155,380,2068,2514
31157,803,7728,6648
31159,319,2697,3791
31161,71,412,1121
31163,18,74,1342
31167,40,134,736
31169,124,875,3063
31171,4,7,84
31173,50,928,16769
31175,88,476,1405
31177,405,3063,5373
31179,136,1182,2890
31181,30,132,1796
31183,3,3,35
31185,344,3524,7296
32001,264,2306,3934
32003,48748,916680,1069228
32005,1379,13508,42048
32007,886,17093,172510
32011,4,1343,172987
32013,257,4666,114280
32015,28,213,822
32017,15,162,819
32019,597,5020,4417
32021,15,109,589
32023,553,6411,20510
32027,6,41,985
32029,28,140,627
32031,12888,196303,107249
32033,59,686,1928
32510,1574,16016,14999
33001,1602,15616,11776
33003,1597,13606,12725
33005,1598,19233,18660
33007,621,6729,12793
33009,2598,44908,184862
33011,10698,181888,136615
33013,3799,54752,36809
33015,9599,136900,68652
33017,2384,31197,42196
33019,655,6585,5583
34001,5844,104682,251995
34003,31410,434516,308777
34005,10225,182751,143527
34007,11149,180553,214775
34009,3492,22715,24516
34011,2429,35389,21480
34013,18663,290285,332139
34015,5850,96795,52114
34017,13583,239038,360674
34019,3405,37337,49568
34021,9396,193536,287116
34023,21319,403007,475228
34025,18916,245039,162780
34027,16108,293101,671712
34029,13490,148266,87306
34031,11585,137947,71555
34033,894,10593,42155
34035,9499,175152,351344
34037,2792,26155,22105
34039,13674,198328,184142
34041,2061,20838,19216
35001,15567,268857,231841
35003,13,76,569
35005,1104,12688,10121
35006,175,2716,6567
35007,250,2104,4508
35009,770,9276,6865
35011,8,25,135
35013,3390,48714,34702
35015,1261,19681,49377
35017,360,4481,30797
35019,38,509,2567
35023,33,380,1587
35025,1452,20424,50838
35027,475,3502,3894
35028,240,13883,951314
35029,226,2784,4290
35031,758,12111,29391
35033,4,17,412
35035,672,6980,5234
35037,101,973,2382
35039,358,2884,4004
35041,194,1719,3987
35043,1526,20488,45596
35045,2225,28736,22180
35047,265,3615,6664
35049,4472,44090,36253
35051,104,987,2709
35053,115,1047,1559
35055,801,7456,8149
35057,94,841,1831
35059,36,301,1771
35061,740,7839,8549
36001,9097,169683,141022
36003,543,4739,3971
36005,17902,278193,540400
36007,3757,60278,58353
36009,1273,12642,8553
36011,1251,11622,8072
36013,2370,29565,22700
36015,1386,18730,9920
36017,575,5706,13122
36019,1468,15487,9855
36021,1458,11163,9361
36023,798,9867,6770
36025,852,6490,5573
36027,7162,87340,91476
36029,22111,404489,225097
36031,952,7018,7904
36033,726,6024,5597
36035,891,9141,13609
36037,981,11124,7659
36039,897,7049,6596
36041,114,509,1338
36043,855,7266,6856
36045,2095,23651,20944
36047,59616,689150,845034
36049,371,2058,2125
36051,933,8312,6780
36053,1052,10030,7327
36055,17101,344017,321050
36057,783,10113,21174
36059,47978,569010,544274
36061,98656,2349852,4476285
36063,4194,51900,26254
36065,4422,67987,52144
36067,11033,200918,148134
36069,2569,36724,38484
36071,9429,114527,69453
36073,437,3372,2740
36075,1838,18167,23959
36077,1028,14408,71717
36079,2537,16500,13966
36081,49726,598608,523196
36083,2691,30760,18670
36085,9135,107165,120506
36087,10082,107828,68014
36089,1558,18512,31591
36091,5111,62833,34328
36093,2618,37861,77519
36095,382,2552,2617
36097,204,1580,3362
36099,504,6059,11592
36101,1486,20824,49461
36103,48907,585041,346396
36105,1714,17393,30974
36107,529,6902,109449
36109,1981,42182,391383
36111,4487,40723,22787
36113,1907,23617,28434
36115,795,7721,11167
36117,1406,11447,7241
36119,30733,376699,347587
36121,571,5477,10653
36123,345,2738,2944
37001,3073,46834,49286
37003,379,4925,37784
37005,128,935,2164
37007,225,1793,3366
37009,343,2629,2694
37011,347,2825,4292
37013,844,8941,8331
37015,168,1310,2072
37017,343,2789,3433
37019,2393,24034,21186
37021,8851,115183,85992
37023,1157,14612,16883
37025,4447,60297,36008
37027,1072,11647,9301
37029,56,305,779
37031,1859,16220,13913
37033,124,843,1333
37035,3919,69153,70011
37037,1246,9033,6390
37039,406,3377,3467
37041,201,2598,9684
37043,101,618,1347
37045,1632,16914,15342
37047,753,7985,7824
37049,1932,20549,15901
37051,5543,85307,73182
37053,490,3650,4625
37055,1761,13429,21169
37057,2542,30500,22393
37059,602,5539,4835
37061,681,10873,54922
37063,7492,193304,419202
37065,515,6254,10801
37067,8450,175656,332135
37069,888,6142,5986
37071,3970,53672,32508
37073,36,177,442
37075,72,748,6435
37077,663,6471,6894
37079,141,1258,1762
37081,13448,244610,143022
37083,706,7310,7263
37085,1529,16997,11718
37087,1169,10066,9805
37089,2560,28122,23098
37091,309,4276,8856
37093,305,2443,2747
37095,64,299,1436
37097,4709,66152,79811
37099,821,6624,7585
37101,3358,34830,19080
37103,55,266,629
37105,1077,13297,14098
37107,952,15224,15421
37109,1533,13477,10623
37111,545,5536,5964
37113,929,6535,7733
37115,210,1495,2519
37117,285,2603,2708
37119,33527,657506,894383
37121,189,1710,9662
37123,311,3808,10955
37125,2047,22865,22805
37127,1757,24938,17119
37129,7697,93829,62699
37131,147,1712,9902
37133,2683,33183,22276
37135,3055,30084,17971
37137,111,1155,2178
37139,691,7325,8986
37141,952,6410,6322
37143,59,576,1617
37145,494,4459,7106
37147,3401,53007,74201
37149,306,2107,3509
37151,2203,31306,24686
37153,574,5425,5815
37155,1530,24265,49158
37157,1347,13717,10299
37159,2335,31331,36198
37161,954,10093,7639
37163,775,7248,6098
37165,406,4798,7734
37167,1081,10267,7190
37169,458,3978,4395
37171,1334,23000,126960
37173,229,1789,2586
37175,660,5029,5983
37177,19,154,1134
37179,4872,49589,28672
37181,611,8643,11977
37183,30604,498994,331412
37185,154,812,1623
37187,110,983,1996
37189,1458,13679,13149
37191,1849,22167,13616
37193,908,10626,23807
37195,1495,23070,35171
37197,403,3577,3721
37199,194,1517,2314
38001,13,71,557
38003,205,2119,4733
38005,24,157,3949
38007,17,90,3159
38009,141,727,3040
38011,37,222,1162
38013,29,77,496
38015,2810,38551,26195
38017,5367,101204,96034
38019,45,290,3004
38021,102,623,1377
38023,28,102,695
38025,111,1763,20960
38027,16,63,781
38029,43,161,804
38031,48,254,1956
38033,10,87,1438
38035,1585,21415,12687
38037,14,73,924
38039,27,67,493
38041,27,103,841
38043,6,10,60
38045,64,413,2254
38047,9,21,154
38049,60,356,4163
38051,26,153,1681
38053,428,6719,29288
38055,156,923,1892
38057,134,1992,34568
38059,660,7827,26112
38061,275,2927,12153
38063,57,344,1619
38065,3,5,36
38067,144,1030,2520
38069,60,365,2373
38071,260,2336,4296
38073,106,501,1133
38075,47,219,1564
38077,338,2069,2595
38079,87,640,1568
38081,42,237,1420
38083,8,11,112
38085,6,33,341
38089,945,11343,18393
38091,14,135,2051
38093,438,4484,8228
38095,32,130,2421
38097,181,1219,3085
38099,236,1530,3087
38101,1739,21311,20816
38103,88,653,2789
38105,1300,18674,79573
39001,246,2084,2778
39003,1989,32732,34068
39005,767,9589,8058
39007,1532,18889,16093
39009,791,9294,10056
39011,750,10431,8767
39013,1109,14583,12907
39015,364,3566,3996
39017,6995,132788,88555
39019,296,2914,2880
39021,391,3817,10137
39023,1852,30228,29085
39025,3340,45310,30036
39027,481,7943,29223
39029,1589,19987,12967
39031,400,4057,3316
39033,552,7278,28042
39035,31428,650259,832257
39037,869,7600,6499
39039,568,7370,10785
39041,4632,81666,177366
39043,1471,20606,18105
39045,2349,29343,21407
39047,377,5777,16071
39049,29176,659306,524697
39051,715,7044,7971
39053,361,4543,7794
39055,2378,24070,19505
39057,2980,51669,69490
39059,591,7267,8091
39061,20499,479259,484901
39063,1363,27287,72071
39065,289,2710,3070
39067,144,1554,5845
39069,378,3999,5710
39071,501,4902,9925
39073,305,2832,3147
39075,1063,14335,13469
39077,806,10731,15687
39079,422,4023,3994
39081,954,10340,10570
39083,819,7759,6427
39085,5173,73737,61973
39087,584,7025,7401
39089,2671,40578,49872
39091,575,6040,7063
39093,5143,71778,43752
39095,8985,169208,151366
39097,484,8867,61139
39099,4966,77905,45351
39101,827,11726,16283
39103,3676,48576,31582
39105,189,1583,2751
39107,796,10968,14768
39109,1786,25421,19053
39111,142,755,1239
39113,10686,224597,213612
39115,75,533,1043
39117,249,1783,2382
39119,1406,19969,21805
39121,107,867,2077
39123,806,5576,6994
39125,154,1128,1521
39127,278,2199,3172
39129,557,5528,5105
39131,253,4800,48989
39133,2619,37432,26831
39135,462,4661,7281
39137,541,6542,10306
39139,2320,30403,17534
39141,990,13897,13219
39143,1009,12597,14310
39145,987,12240,11401
39147,773,10050,12071
39149,718,12941,32986
39151,7675,128905,71465
39153,12904,233997,197741
39155,3503,47784,25749
39157,1734,22104,14087
39159,824,13569,27667
39161,344,4102,10055
39163,62,635,1989
39165,4149,68144,76229
39167,1100,15232,16792
39169,2152,25881,13414
39171,550,7672,19510
39173,2372,41704,30873
39175,340,3957,20091
40001,113,824,1704
40003,50,298,1490
40005,138,876,1616
40007,64,394,3726
40009,579,5577,20495
40011,125,677,1723
40013,627,6095,5560
40015,301,2432,3023
40017,2570,25417,17655
40019,1322,13683,11413
40021,579,5667,6587
40023,161,1663,3959
40025,16,82,491
40027,5625,66702,41706
40029,27,204,618
40031,1860,26531,42744
40033,21,110,587
40035,204,2083,5775
40037,1056,10663,8021
40039,705,6499,7780
40041,546,4902,4688
40043,97,696,6511
40045,46,341,2304
40047,1311,15791,12933
40049,551,5516,9083
40051,899,7598,5691
40053,53,362,2389
40055,20,61,525
40057,7,71,2308
40059,31,157,726
40061,114,1443,4820
40063,117,990,2144
40065,324,2949,3947
40067,34,207,691
40069,64,731,4346
40071,794,8509,6887
40073,346,4044,11343
40075,71,354,1216
40077,67,396,948
40079,634,4686,4579
40081,394,3298,4971
40083,674,5038,4604
40085,66,1537,8608
40087,725,5991,4664
40089,441,4371,5437
40091,213,1916,2526
40093,151,1070,3208
40095,145,1239,2478
40097,562,5426,4746
40099,129,1405,4134
40101,1083,15864,51879
40103,109,776,1960
40105,51,331,1625
40107,81,610,1372
40109,23842,384729,291269
40111,450,3729,3711
40113,399,3299,4766
40115,342,5978,24247
40117,127,833,1483
40119,1543,17461,10910
40121,692,7042,5882
40123,720,7324,6456
40125,1017,11760,8954
40127,92,741,2282
40129,24,101,1079
40131,1503,19832,24368
40133,264,2473,4380
40135,426,4563,7101
40137,825,9118,12776
40139,310,4268,39925
40141,46,257,922
40143,18719,325321,196665
40145,781,5533,6392
40147,874,12869,84431
40149,109,457,1412
40151,129,947,2100
40153,563,4920,6537
41001,319,2197,2222
41003,1879,22869,59616
41005,11867,137609,67831
41007,1307,11996,12886
41009,757,6129,5563
41011,1304,14994,20124
41013,359,2670,6829
41015,509,3386,3380
41017,7524,65141,30704
41019,2264,26324,40094
41021,16,81,1064
41023,108,582,1346
41025,110,626,1594
41027,793,6336,5661
41029,6098,72567,61923
41031,250,1849,2736
41033,1747,17911,13229
41035,1269,12626,17529
41037,77,339,689
41039,9740,121894,63346
41041,1335,11001,12748
41043,2432,29492,21600
41045,468,4653,4463
41047,8363,106017,55968
41049,99,1889,29774
41051,27343,450565,315422
41053,1293,10468,7765
41055,35,127,1323
41057,500,3923,6169
41059,1287,15605,11997
41061,538,4834,6553
41063,221,1140,3157
41065,499,4789,6133
41067,15550,281468,581092
41071,2326,22906,20851
42001,1666,21033,15695
42003,33168,691943,754413
42005,995,9654,6567
42007,2996,36996,19529
42009,808,9151,12597
42011,7993,129300,71084
42013,2897,46201,43100
42015,1107,15796,29050
42017,19120,249068,100877
42019,4562,76888,53696
42021,2704,35874,25815
42023,47,599,5289
42025,905,8642,9442
42027,3029,38869,19412
42029,14487,245693,392705
42031,726,6160,5019
42033,1614,18111,9959
42035,558,6883,19558
42037,1120,14896,19626
42039,1619,18603,11199
42041,5935,121269,111493
42043,6631,141698,188706
42045,12601,209247,155709
42047,670,9242,31811
42049,5728,99406,67953
42051,2203,27855,16048
42053,29,162,454
42055,2807,43627,31870
42057,124,980,1247
42059,489,7969,18949
42061,630,6009,4479
42063,1493,18568,13404
42065,849,9202,11036
42067,319,3965,12344
42069,4826,79803,52741
42071,13019,230721,110278
42073,1616,18917,11313
42075,2395,35625,24353
42077,8331,170246,244773
42079,6779,120526,85426
42081,2363,33792,29848
42083,733,6928,6547
42085,2411,35669,22749
42087,746,8144,6803
42089,3116,37406,23900
42091,26111,525490,457080
42093,309,12786,154824
42095,6075,103496,72090
42097,1340,16211,18546
42099,609,4933,6016
42101,29072,669749,1225971
42103,720,6330,9593
42105,245,2262,8857
42107,2374,30827,41019
42109,640,9407,7949
42111,1313,15110,13294
42113,78,282,392
42115,632,4528,3929
42117,643,6927,8035
42119,679,7797,10969
42121,855,9365,7286
42123,674,7212,9801
42125,4875,73593,68519
42127,1031,9321,9101
42129,8042,119747,60182
42131,456,6016,56866
42133,8235,147245,81821
44001,999,9913,10349
44003,4390,62126,33928
44005,2470,26933,22991
44007,15669,265296,248128
44009,3381,37325,61484
45001,178,1266,2251
45003,2582,34224,21353
45005,36,257,1644
45007,3537,48107,40026
45009,141,865,1407
45011,180,1663,2889
45013,5334,56281,44490
45015,3254,47373,51868
45017,111,855,2077
45019,14229,198223,120056
45021,689,10184,11815
45023,323,2429,3195
45025,477,5668,8048
45027,327,2600,2378
45029,515,4681,5086
45031,830,11772,47298
45033,324,3007,4156
45035,2230,22731,16873
45037,203,3435,10952
45039,184,2443,63639
45041,2849,56012,280585
45043,1636,14644,13387
45045,13869,237692,143103
45047,1034,12495,8979
45049,183,1239,3091
45051,9222,113652,76723
45053,520,5564,9116
45055,907,10044,17129
45057,1326,15805,32337
45059,646,8179,16294
45061,97,739,1772
45063,6618,97546,50263
45065,38,168,494
45067,307,3266,4742
45069,177,2267,8959
45071,522,5110,7671
45073,1342,13177,22373
45075,1291,14311,10000
45077,1821,19892,13618
45079,8905,151645,120993
45081,125,3008,50250
45083,6392,116406,72209
45085,1469,21708,44445
45087,235,3019,22885
45089,312,3017,4236
45091,5220,79979,72303
46003,25,147,1012
46005,339,2598,3214
46007,6,14,149
46009,70,486,2648
46011,660,6423,6187
46013,990,11793,14466
46015,108,773,1311
46019,205,1131,1357
46021,5,10,151
46023,162,1021,1673
46025,39,174,481
46027,166,1506,2039
46029,845,8171,6976
46031,7,19,369
46033,161,576,1719
46035,499,6269,6904
46037,80,557,2403
46039,59,221,926
46041,16,73,904
46043,38,244,951
46045,40,275,2604
46047,96,382,753
46049,27,102,800
46051,158,1163,1964
46053,81,363,846
46055,23,107,1039
46057,114,672,1941
46059,41,186,883
46061,18,81,736
46063,3,30,444
46065,445,4440,7772
46067,127,746,2380
46069,12,43,1423
46071,16,87,697
46073,18,192,3259
46075,14,70,611
46077,74,364,2077
46079,169,1125,2259
46081,856,7210,8982
46083,1504,17768,26937
46085,25,201,935
46087,103,590,2460
46089,8,17,137
46091,53,246,845
46093,500,3180,3296
46097,20,90,289
46099,5614,109112,182142
46101,74,343,1524
46102,14,1030,31089
46103,3510,41999,39120
46105,32,136,614
46107,38,149,1438
46109,106,591,1513
46111,16,70,704
46115,79,477,4458
46117,36,377,2860
46119,13,28,357
46121,13,242,1701
46123,89,642,945
46125,156,695,1524
46127,344,4408,29143
46129,106,652,987
46135,490,4509,9421
46137,3,5,68
47001,1252,27484,145883
47003,574,7223,20195
47005,136,1127,1734
47007,49,211,977
47009,2073,30773,22596
47011,1645,27665,26720
47013,379,3460,6898
47015,95,791,2806
47017,288,2798,4251
47019,488,4180,7647
47021,438,3587,6096
47023,110,890,2354
47025,267,2656,4793
47027,39,243,675
47029,268,2693,6198
47031,970,12014,13257
47033,134,984,1911
47035,839,9629,8255
47037,20250,458640,538215
47039,111,1412,8496
47041,164,1135,1846
47043,775,8571,9524
47045,546,6739,8488
47047,405,3937,9468
47049,147,1323,2553
47051,484,6167,25049
47053,697,7298,9737
47055,345,3022,4247
47057,136,1712,11907
47059,906,13233,18797
47061,73,479,1228
47063,1004,15758,21789
47065,8991,176993,133078
47067,12,47,244
47069,203,1507,2052
47071,322,2901,4380
47073,433,3895,4523
47075,168,1242,2356
47077,312,3729,7058
47079,467,3995,3999
47081,168,1320,1887
47083,51,350,1153
47085,187,1817,8388
47087,37,206,530
47089,535,5434,5420
47091,122,1562,14136
47093,11515,219332,156027
47095,22,189,1040
47097,163,1566,4192
47099,537,5287,5999
47101,96,700,1416
47103,387,3204,3397
47105,743,9307,13187
47107,670,7843,6502
47109,228,1694,2079
47111,167,1546,3838
47113,2250,35548,25697
47115,269,2399,3769
47117,338,2988,3630
47119,1583,22350,19261
47121,35,337,1185
47123,514,6783,29693
47125,2830,36671,23060
47127,15,87,323
47129,77,541,1335
47131,401,3658,3496
47133,194,2374,6559
47135,37,195,709
47137,16,92,494
47139,131,838,1483
47141,1559,22008,18272
47143,296,3431,4352
47145,522,5806,8465
47147,978,12670,13711
47149,5363,99799,62988
47151,171,1445,2250
47153,89,825,2552
47155,2595,40985,62143
47157,19346,436064,480842
47159,153,1262,2596
47161,72,485,928
47163,3027,47048,50815
47165,3110,41960,35383
47167,522,4806,5308
47169,31,291,1228
47171,112,1037,2338
47173,96,583,1436
47175,3,24,227
47177,495,4779,6046
47179,2694,45616,75547
47181,120,878,1884
47183,361,3249,4330
47185,238,2100,3240
47187,7436,127319,214544
47189,2598,38377,34643
48001,664,8007,15564
48003,300,4057,22282
48005,1564,22154,14727
48007,318,2391,4305
48009,107,625,1813
48011,8,42,260
48013,620,9349,34457
48015,478,5248,10178
48017,55,507,1926
48019,238,1985,6132
48021,1216,12213,10207
48023,37,156,530
48025,293,3278,5375
48027,5131,87749,142992
48029,36914,768746,429313
48031,210,1958,10164
48035,160,1166,1883
48037,1932,28008,27996
48039,5698,90265,122455
48041,4320,63481,38119
48043,141,1671,3544
48047,38,380,1718
48049,623,6296,6335
48051,187,1555,3178
48053,1043,9001,6780
48055,462,4462,6506
48057,252,6058,126798
48059,115,1027,4716
48061,6194,108351,68284
48063,92,802,1679
48065,42,241,726
48067,338,2970,4417
48069,89,737,4509
48071,490,11387,35422
48073,526,6002,8608
48075,88,951,2852
48077,62,233,841
48079,9,23,219
48081,11,48,195
48083,76,363,1048
48085,26190,456226,475067
48087,12,60,224
48089,350,3274,4617
48091,3866,49113,26019
48093,134,1064,2898
48095,9,72,665
48097,678,9471,13874
48099,577,5764,6774
48101,3,6,46
48103,40,490,8866
48105,49,535,2071
48107,24,142,3365
48109,17,288,2934
48111,91,838,3300
48113,67891,1552670,1155984
48115,156,1222,4382
48117,225,2413,5787
48119,9,44,321
48121,16402,227620,123959
48123,294,2791,6057
48125,4,7,156
48127,127,2754,32963
48129,19,122,691
48131,79,1086,4517
