	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
8	53	999	Statewide	21	Coal mining	53	2121	6.0	2.6
106	53	999	Statewide	33	Railroad rolling stock manufacturing	53	3365	3.0	1.2
204	53	999	Statewide	52	Monetary authorities - central bank	53	5211	2.0	1.0
