,fips,relevant_naics,estab,emp,payann
0,53,115113,4,0,0
2,53,115115,17,472,35828
4,53,114111,243,1330,141162
6,53,113210,4,21,1419
8,53,113310,447,3435,199888
10,53,114119,7,1,185
12,53,115114,51,4383,156181
14,53,114112,191,171,14474
16,53,115112,48,136,8258
18,53,115210,151,488,18198
20,53,115310,112,917,39946
22,53,113110,6,0,0
23,53,212321,58,684,36062
27,53,212319,3,0,0
29,53,213112,3,0,0
31,53,221122,70,444,42569
33,53,221111,7,0,0
35,53,221210,7,22,2602
37,53,221320,3,0,0
39,53,221310,127,513,19703
41,53,221115,4,0,0
43,53,238990,772,5638,315368
45,53,236220,914,15506,1292269
47,53,238310,697,10735,613548
49,53,238210,1917,22219,1539130
51,53,238350,1022,5291,261051
53,53,238330,763,2820,128099
55,53,238130,731,4154,198331
57,53,238150,147,2053,144369
59,53,237310,236,6113,545257
61,53,236210,44,1037,98029
63,53,237210,126,456,45165
65,53,238140,380,2294,131047
67,53,236117,809,3975,318849
69,53,236116,113,2395,203563
71,53,236115,2040,7071,373433
73,53,237120,19,1162,94941
75,53,238290,119,2034,177236
77,53,238390,150,1367,67690
79,53,238190,126,760,52109
81,53,237990,91,2482,280232
83,53,238320,1549,7729,367765
85,53,238220,2233,25995,1974818
87,53,238110,748,5912,343653
89,53,237130,139,5003,394611
91,53,236118,4216,13634,606062
93,53,238160,727,6503,363251
95,53,238170,481,2424,119573
97,53,238910,1272,12243,895219
99,53,238120,67,1996,141054
101,53,238340,391,1416,71003
103,53,237110,289,2911,224510
105,53,316998,15,48,1858
107,53,311999,8,222,8419
109,53,314999,39,266,8429
111,53,311611,20,83,3752
113,53,315990,8,29,1101
115,53,312120,163,2311,82691
117,53,313210,3,0,0
119,53,311513,6,0,0
121,53,311351,5,202,9045
123,53,311920,36,648,31973
125,53,311812,60,2136,92392
127,53,311352,21,388,12557
129,53,311821,8,230,7293
131,53,314120,12,85,3940
133,53,315210,11,79,1588
135,53,312140,24,105,4915
137,53,311111,6,84,5343
139,53,311824,6,457,24163
141,53,311930,3,96,6668
143,53,311211,3,0,0
145,53,311511,6,636,38560
147,53,316210,3,116,2710
150,53,311411,18,4034,190597
152,53,311412,3,0,0
154,53,311421,13,1123,51948
156,53,311520,4,0,0
158,53,312113,3,0,0
160,53,311612,15,1277,83329
162,53,315220,8,258,11766
164,53,313220,3,17,963
166,53,311340,4,27,337
167,53,311119,12,167,9006
169,53,315280,3,13,492
171,53,311919,4,0,0
173,53,311991,24,945,33082
175,53,311811,147,1398,33312
177,53,314994,5,339,21127
179,53,311710,66,4788,335619
181,53,312111,7,652,41756
183,53,311942,8,204,8678
186,53,314910,28,239,10396
188,53,311830,3,0,0
190,53,312130,323,3457,154616
192,53,315240,10,45,1239
194,53,325520,4,51,3520
196,53,322299,9,196,7797
198,53,325998,15,130,7513
200,53,321999,64,269,12477
202,53,326199,113,6351,291010
204,53,326299,3,0,0
206,53,324121,11,110,7678
208,53,325414,3,59,6701
210,53,323117,4,72,3309
212,53,327310,3,0,0
214,53,327120,4,271,9859
216,53,323111,343,4335,211043
218,53,323113,98,717,29353
220,53,327331,3,0,0
222,53,322211,8,567,32141
224,53,321912,16,436,17741
226,53,327991,22,452,23628
228,53,325314,8,127,8518
230,53,322212,5,413,35912
232,53,327215,30,719,37183
234,53,327420,6,216,6777
236,53,325413,5,377,13519
238,53,325120,3,0,0
240,53,325411,12,391,17173
242,53,327993,3,21,1352
244,53,325180,3,0,0
246,53,327390,39,1132,63311
248,53,321918,17,41,2077
250,53,327212,9,202,5040
252,53,325510,7,116,6520
254,53,322220,9,218,11133
256,53,322130,3,534,49848
258,53,325320,3,10,820
259,53,325412,20,468,33979
261,53,326111,4,303,16535
263,53,326160,6,207,9164
265,53,325211,3,78,4606
267,53,325612,3,41,1365
268,53,327110,7,25,1539
270,53,321992,11,257,12568
272,53,327320,60,1005,66258
274,53,321113,85,4026,235223
276,53,325611,9,60,3929
278,53,321212,3,0,0
280,53,322230,4,147,8293
282,53,323120,16,185,8976
284,53,325620,12,109,5474
286,53,321214,3,114,5581
288,53,326113,3,124,4761
290,53,326150,3,101,4176
292,53,321920,27,539,15985
294,53,321114,3,95,5813
296,53,321911,20,433,19240
298,53,333415,9,325,17855
301,53,336411,8,0,0
303,53,335999,13,642,44075
305,53,332999,66,1032,49451
307,53,333999,20,336,24352
309,53,339999,143,672,28185
311,53,336999,3,5,104
312,53,331524,3,0,0
314,53,334516,13,165,13794
316,53,334310,9,424,31498
318,53,336612,66,1177,53795
320,53,332722,7,62,5065
322,53,334416,3,0,0
324,53,335122,5,45,2490
326,53,334118,11,364,30439
328,53,333120,12,143,8664
330,53,333922,4,162,11851
332,53,335931,4,110,10514
334,53,337212,37,886,57625
336,53,333515,6,54,2175
338,53,339114,8,121,5451
340,53,339116,227,1181,49628
343,53,334510,28,3470,415173
345,53,334111,6,107,11170
347,53,332813,35,1285,53023
349,53,332996,3,0,0
350,53,332312,80,2373,145444
352,53,333111,16,333,14523
354,53,333995,9,428,26163
356,53,333241,10,63,3550
358,53,339991,7,217,9661
360,53,336414,3,1364,149189
362,53,332510,7,40,2898
365,53,333511,4,0,0
367,53,333994,3,0,0
368,53,333924,3,0,0
369,53,334515,7,23,1982
371,53,334513,16,422,39226
373,53,331110,3,0,0
375,53,331511,3,185,8422
376,53,339910,36,134,7121
378,53,332710,359,4969,269589
380,53,333517,6,747,64605
382,53,337910,4,0,0
384,53,332812,55,1167,56764
386,53,332119,5,144,6504
388,53,332811,4,104,5584
390,53,337124,3,9,491
392,53,332420,4,48,2916
394,53,332321,8,124,6534
396,53,336211,8,64,2937
398,53,336320,4,85,3482
400,53,336310,8,84,3212
402,53,336991,6,32,929
404,53,339992,20,181,7493
406,53,335932,3,5,301
409,53,337122,23,120,4006
411,53,339940,5,64,4008
413,53,339115,8,239,8453
415,53,332323,65,566,28407
417,53,336413,76,16240,1200816
419,53,333318,26,346,21606
421,53,334290,4,3,170
422,53,334419,19,1760,125236
424,53,333618,3,7,202
426,53,332618,4,38,1372
428,53,333249,26,750,49954
430,53,335129,3,8,345
431,53,334519,22,512,44380
433,53,336390,18,979,51417
435,53,333923,10,2143,145725
437,53,333993,8,73,4639
439,53,332313,11,146,8055
441,53,332410,3,32,1528
442,53,332721,59,2270,131018
444,53,332311,3,0,0
446,53,334418,10,261,10659
448,53,334220,11,374,29586
450,53,335314,17,510,38652
452,53,335121,5,0,0
454,53,332216,8,34,2085
456,53,333243,10,184,10980
458,53,334511,16,1195,110740
460,53,334413,15,3116,227397
462,53,332322,108,3033,155613
464,53,336611,50,2447,157334
466,53,337215,8,173,8089
468,53,339950,129,1266,58423
470,53,332994,3,84,1431
472,53,335210,4,110,7977
474,53,334614,14,62,7463
476,53,333514,17,243,14874
478,53,339920,48,1773,113039
480,53,331513,4,127,5929
482,53,339112,20,599,57588
484,53,339113,27,874,51350
486,53,335313,8,59,3820
488,53,334210,6,103,8015
490,53,334514,3,19,1064
492,53,336214,6,87,3859
494,53,336212,4,57,2572
496,53,337121,7,38,812
498,53,333992,3,38,1032
500,53,337110,158,2725,124963
502,53,337211,6,111,3282
504,53,423110,113,2074,127293
506,53,424810,27,2224,131578
508,53,424920,32,252,12282
510,53,423320,89,815,49348
512,53,425110,15,150,14200
514,53,423430,176,4823,543901
516,53,424450,43,333,14328
518,53,423810,113,1183,87202
520,53,424430,25,1074,62450
522,53,424210,174,3532,352018
524,53,423610,342,3697,267027
526,53,423820,127,1628,95130
528,53,424910,259,4036,259742
530,53,424460,96,846,51218
532,53,424930,98,1150,47051
534,53,424340,24,646,60733
536,53,424480,157,6645,310578
538,53,423210,96,1801,110243
540,53,424410,52,1664,118360
542,53,424510,104,765,60311
544,53,423710,125,1601,90114
546,53,423220,152,2734,167891
548,53,423620,51,522,40217
550,53,424130,93,1794,99757
552,53,423830,535,6311,449672
554,53,423840,155,1435,96383
556,53,423940,58,198,8998
558,53,423310,247,3909,236923
560,53,424470,38,925,50159
562,53,423450,178,2462,207282
564,53,424320,73,3394,199930
566,53,423510,193,3132,200959
568,53,423140,34,290,11066
570,53,423120,240,3398,183648
572,53,423420,194,1833,112456
574,53,423460,17,39,2344
576,53,424690,142,1690,114719
578,53,423440,59,615,39513
580,53,423390,103,1134,68559
582,53,423690,207,4810,592376
584,53,424590,4,109,5878
586,53,424490,320,6207,338816
588,53,423990,196,1448,77170
590,53,424990,190,1452,83961
592,53,423490,50,498,49503
594,53,424420,147,3037,196962
596,53,424950,32,296,18276
598,53,424720,24,209,22281
600,53,424710,50,996,65548
602,53,423410,5,87,6135
604,53,424310,32,208,13304
606,53,424610,42,380,22748
608,53,423720,151,2013,122607
610,53,424440,3,12,747
612,53,424110,4,33,3243
614,53,423930,146,1924,102003
616,53,423740,10,49,2944
618,53,423330,77,877,53963
620,53,423850,76,811,40702
622,53,423910,176,1836,116264
624,53,424120,71,645,43855
626,53,423130,27,237,10282
628,53,424940,17,192,13101
630,53,423920,62,2887,340814
632,53,423860,83,1142,81076
634,53,423730,97,1438,105265
636,53,425120,1016,7111,437674
638,53,424820,67,1353,60181
640,53,424330,81,550,29320
642,53,446199,169,1029,49047
644,53,442299,335,3365,74664
646,53,445299,247,2070,36154
648,53,441310,769,7627,246564
650,53,445291,54,483,7759
652,53,445310,256,1433,37422
654,53,441222,144,1051,54113
656,53,448130,129,1155,16280
658,53,448150,147,1049,22272
660,53,445292,68,496,7712
662,53,445120,508,2544,54776
664,53,446120,255,2924,56828
666,53,443142,421,4923,223889
668,53,448140,521,15198,327575
670,53,445220,22,139,6980
672,53,442210,253,1984,101889
674,53,446191,242,1000,25978
676,53,445230,80,399,12923
678,53,442110,413,3627,156121
680,53,447110,1720,12632,292313
682,53,444130,337,3837,120654
684,53,444110,105,8026,228050
686,53,443141,155,1369,61275
688,53,448310,371,2152,79587
690,53,448320,15,100,3773
692,53,445210,77,554,16050
694,53,448110,81,712,21123
696,53,441228,140,1444,62117
698,53,441110,421,23509,1357401
700,53,444220,353,3425,98188
702,53,446130,209,1407,35712
704,53,444190,676,7236,335085
706,53,448190,216,2325,44956
708,53,447190,191,1616,51778
710,53,444210,57,610,24009
712,53,444120,176,946,31786
714,53,446110,647,10762,437449
716,53,441210,86,1653,90877
718,53,448210,402,3808,66731
720,53,445110,1523,53083,1566564
722,53,441320,453,4369,192918
724,53,441120,480,3450,184037
726,53,442291,30,248,12251
728,53,448120,502,4589,72122
730,53,452319,261,4898,73731
732,53,453998,695,5008,142283
734,53,453920,110,319,8760
736,53,451211,156,1721,34446
738,53,452210,77,8436,188808
740,53,454110,1184,17321,984537
742,53,453110,195,873,17263
744,53,454310,97,831,43637
746,53,453220,446,3190,64288
748,53,451120,259,3456,65822
750,53,453930,26,105,5187
752,53,451140,90,869,23532
754,53,451212,8,22,385
756,53,453210,108,1170,24509
758,53,454390,553,2239,91709
760,53,453910,299,3087,79385
762,53,451130,131,1295,18001
764,53,451110,567,6197,155407
766,53,453991,316,1258,29686
768,53,453310,631,7928,171834
770,53,454210,30,304,11747
772,53,452311,198,41281,1344489
774,53,485999,25,360,8977
776,53,485113,3,0,0
778,53,485510,12,256,9297
780,53,483113,33,1385,136452
782,53,483114,3,0,0
783,53,483111,6,0,0
785,53,483112,4,919,59817
787,53,488510,508,5026,301280
789,53,484110,573,3720,175253
791,53,484122,174,4203,241172
793,53,484121,950,7507,367249
795,53,483211,4,43,5569
797,53,483212,10,25,1209
799,53,485320,50,293,8201
801,53,488320,25,489,29132
803,53,488410,283,1701,62647
805,53,488330,65,1173,106890
807,53,481212,4,38,2637
808,53,481211,13,125,12936
810,53,488119,32,2579,92875
812,53,481219,6,21,1265
814,53,488190,94,2808,186843
816,53,488490,55,628,20412
818,53,488390,24,123,8167
820,53,488991,8,51,2679
822,53,486910,3,20,1468
824,53,488310,6,62,4244
826,53,487110,8,130,4411
828,53,487990,4,9,190
830,53,487210,53,509,31997
832,53,481112,5,25,5039
834,53,481111,44,12407,1140316
836,53,485410,14,1050,37384
838,53,485991,68,1969,70935
840,53,484220,695,4004,210673
842,53,484230,235,2412,141124
844,53,488210,41,980,38788
846,53,485310,24,479,47667
848,53,484210,224,3217,111925
850,53,492110,205,10226,438536
852,53,493110,247,12017,593141
854,53,492210,83,1373,43028
856,53,493190,44,740,42658
858,53,493120,42,1775,80903
860,53,519190,7,0,0
862,53,511199,7,30,1926
864,53,517919,42,470,44429
866,53,511130,58,723,46274
868,53,515210,3,0,0
869,53,518210,480,14065,1664301
871,53,511140,11,202,6279
873,53,511191,6,109,5252
875,53,519130,298,8183,1536076
877,53,519120,7,127,7230
879,53,512110,229,1161,61321
881,53,512131,106,3136,43313
883,53,512230,8,3,107
885,53,519110,6,60,4482
887,53,511110,153,2782,131048
890,53,512290,7,289,21116
892,53,511120,88,901,82619
894,53,515111,11,13,513
896,53,515112,61,1422,83250
898,53,512250,9,96,6825
900,53,517410,3,0,0
901,53,511210,566,71542,16353929
903,53,512240,22,68,3438
905,53,517911,112,484,18129
907,53,512191,31,237,17236
909,53,515120,29,1508,122889
