,fips,relevant_naics,YEAR,estab,emp,payann
1,53,11,2018,1428,14462,784557
3,53,21,2018,144,1502,106580
5,53,22,2018,305,9626,1044580
7,53,23,2018,24646,204982,14197684
9,53,42,2018,8881,134565,9416295
11,53,51,2018,3920,145964,26416035
13,53,52,2018,9832,105079,9209067
15,53,53,2018,12248,52140,2880759
17,53,54,2018,22349,195366,17741479
19,53,55,2018,1091,108576,14369905
21,53,56,2018,10042,147392,7358546
23,53,61,2018,2995,55108,1684801
25,53,62,2018,21700,436468,25024855
27,53,71,2018,3160,66796,2191517
29,53,72,2018,18034,296609,7244952
31,53,81,2018,17696,122054,4485734
33,53,99,2018,379,285,13010
