,fips,relevant_naics,YEAR,estab,emp,payann
0,53,11,2017,1417,14165,726734
2,53,21,2017,150,1383,80657
4,53,22,2017,300,7535,806137
6,53,23,2017,23655,190109,12782646
8,53,42,2017,9052,132705,8887475
10,53,51,2017,3806,139268,23230112
12,53,52,2017,9862,99901,8732952
14,53,53,2017,11727,50370,2663136
16,53,54,2017,22066,189599,16267915
18,53,55,2017,1097,102478,13313835
20,53,56,2017,10106,146140,6904074
22,53,61,2017,2900,53746,1624831
24,53,62,2017,21354,427731,23191406
26,53,71,2017,3110,63967,2009126
28,53,72,2017,17825,289700,6645014
30,53,81,2017,17513,118168,4134127
32,53,99,2017,207,236,7473
