,fips,relevant_naics,estab,emp,payann
0,36,11,594,2688,110516
2,36,21,261,2517,164478
4,36,22,656,32067,3473046
6,36,23,49116,364088,26046748
8,36,42,30408,349473,25761228
10,36,51,11636,290800,33426921
12,36,52,26310,529909,111950180
14,36,53,33904,181026,11585107
16,36,54,61683,630982,60991501
18,36,55,3085,184244,24654861
20,36,56,27305,442469,20327022
22,36,61,8311,387173,17126925
24,36,62,59103,1597900,80928334
26,36,71,12976,180312,9062116
28,36,72,54921,815366,20700198
30,36,81,58160,392700,15231991
32,36,99,530,709,19282
