,fips,relevant_naics,YEAR,estab,emp,payann
0,36,114111,2017,25,27,1142
2,36,113310,2017,170,483,19202
4,36,115114,2017,4,98,3010
6,36,114112,2017,9,11,376
8,36,115210,2017,236,1117,41122
10,36,212321,2017,78,587,41637
12,36,211120,2017,17,47,1635
14,36,212312,2017,14,37,1485
16,36,212311,2017,7,137,5266
19,36,213112,2017,18,75,5494
22,36,221122,2017,281,74,5177
24,36,221112,2017,35,903,97406
26,36,221111,2017,34,26,2078
28,36,221210,2017,70,200,21848
30,36,221113,2017,8,0,0
32,36,221320,2017,20,193,12027
34,36,221114,2017,8,113,19412
36,36,221330,2017,3,0,0
38,36,221310,2017,45,525,36649
40,36,221115,2017,6,0,0
42,36,238990,2017,1914,10051,706759
44,36,236220,2017,2402,36073,3259799
46,36,238310,2017,1135,13072,899536
48,36,238210,2017,5082,55437,4040178
50,36,238350,2017,2792,11583,598492
52,36,238330,2017,1025,3786,193858
54,36,238130,2017,623,3071,139130
56,36,238150,2017,385,3764,255340
58,36,237310,2017,425,9385,1136043
60,36,236210,2017,100,818,70754
62,36,237210,2017,157,722,72415
64,36,238140,2017,1575,9224,650277
66,36,236117,2017,747,3237,228913
68,36,236116,2017,356,5725,525727
70,36,236115,2017,3070,11338,623926
72,36,237120,2017,6,0,0
74,36,238290,2017,485,9219,831380
76,36,238390,2017,353,2989,178372
78,36,238190,2017,241,2022,151092
80,36,237990,2017,159,4738,392058
82,36,238320,2017,2648,11030,557873
84,36,238220,2017,7102,63486,4316253
86,36,238110,2017,734,9676,710566
88,36,237130,2017,145,3623,335764
90,36,236118,2017,10769,34101,1484120
92,36,238160,2017,743,5524,364380
94,36,238170,2017,452,1423,53379
96,36,238910,2017,1672,14775,1132017
98,36,238120,2017,223,3847,319893
100,36,238340,2017,673,3696,224402
102,36,237110,2017,330,3742,386691
104,36,316998,2017,22,341,10839
106,36,311999,2017,12,30,543
108,36,314999,2017,80,660,22979
110,36,311611,2017,12,105,4256
112,36,315990,2017,66,611,19965
114,36,312120,2017,141,1223,53964
116,36,313210,2017,11,71,6523
118,36,311513,2017,12,263,11845
120,36,311351,2017,6,75,2365
122,36,311920,2017,35,405,19196
124,36,311812,2017,255,5528,188650
126,36,311352,2017,73,940,31691
128,36,311821,2017,24,626,24700
130,36,314120,2017,67,616,22567
132,36,315210,2017,465,4364,82071
134,36,312140,2017,33,177,6250
136,36,311824,2017,18,333,10332
138,36,311511,2017,11,899,51764
140,36,316210,2017,8,31,1251
142,36,311813,2017,8,206,5636
144,36,311412,2017,17,393,12112
146,36,311421,2017,35,508,26080
148,36,311520,2017,19,70,3867
150,36,313240,2017,12,52,2017
152,36,316110,2017,19,352,15086
154,36,311941,2017,3,35,1851
156,36,311612,2017,39,1411,72548
158,36,315220,2017,62,375,16275
160,36,313220,2017,3,35,397
161,36,311340,2017,21,267,7769
163,36,311119,2017,13,236,12123
165,36,315190,2017,17,215,5556
167,36,315280,2017,51,564,23038
169,36,311919,2017,6,17,508
171,36,311991,2017,51,910,25134
173,36,311615,2017,7,60,1511
175,36,311811,2017,870,7416,166046
178,36,311710,2017,5,0,0
180,36,312111,2017,10,7,632
182,36,311422,2017,3,92,2610
184,36,311942,2017,5,0,0
186,36,313310,2017,48,291,18308
188,36,314910,2017,63,733,30531
190,36,312230,2017,3,119,3371
192,36,312130,2017,179,1811,54066
194,36,316992,2017,14,97,3680
196,36,315240,2017,253,2919,144678
198,36,327910,2017,15,951,59717
200,36,325520,2017,3,8,308
202,36,325199,2017,16,462,44464
204,36,322299,2017,11,193,8808
206,36,325998,2017,12,148,10084
208,36,327999,2017,7,33,2051
210,36,321999,2017,111,521,19723
212,36,326199,2017,231,10725,519632
214,36,326299,2017,6,73,4676
216,36,324121,2017,64,324,24518
218,36,325414,2017,4,0,0
220,36,323117,2017,23,57,2401
222,36,327120,2017,3,168,7377
224,36,323111,2017,1206,14196,709791
226,36,323113,2017,175,1354,42530
228,36,327331,2017,5,117,4459
230,36,322211,2017,25,989,55677
232,36,325991,2017,9,76,2846
234,36,321912,2017,3,145,5256
236,36,327991,2017,104,1146,51712
238,36,325314,2017,4,45,1880
240,36,322212,2017,10,263,18632
242,36,327215,2017,54,1113,59656
244,36,327420,2017,3,0,0
246,36,325120,2017,7,0,0
248,36,325411,2017,17,1186,59850
250,36,325180,2017,16,1209,87066
252,36,327390,2017,38,525,29145
254,36,321918,2017,65,513,25397
256,36,322219,2017,3,0,0
258,36,327212,2017,11,5,110
260,36,325510,2017,25,327,17505
262,36,322121,2017,4,644,45667
264,36,322220,2017,16,326,21676
266,36,325412,2017,65,11353,663606
268,36,325992,2017,4,2334,141903
270,36,326111,2017,14,515,25190
272,36,325211,2017,15,432,18400
274,36,326112,2017,5,357,21859
276,36,326191,2017,3,0,0
278,36,325612,2017,3,0,0
280,36,326140,2017,3,0,0
282,36,327110,2017,6,12,397
284,36,321992,2017,3,9,156
285,36,325910,2017,3,32,1639
287,36,327320,2017,139,1737,114927
289,36,326291,2017,4,34,2011
291,36,322291,2017,5,474,24865
293,36,321113,2017,47,366,14078
295,36,325611,2017,18,297,14672
297,36,322230,2017,15,317,11138
299,36,323120,2017,94,982,40023
301,36,325620,2017,62,1970,124922
303,36,326113,2017,3,0,0
304,36,326121,2017,4,41,1927
306,36,321920,2017,77,994,34330
308,36,321911,2017,19,155,5423
310,36,333415,2017,27,554,32760
312,36,336412,2017,9,305,22752
314,36,335999,2017,19,286,18056
316,36,332999,2017,110,2101,103066
318,36,333999,2017,29,1956,91576
320,36,339999,2017,326,2906,136231
322,36,331524,2017,9,33,1656
324,36,334516,2017,11,152,11799
326,36,334310,2017,12,44,2114
328,36,334412,2017,9,216,11981
330,36,337920,2017,12,42,2057
332,36,336612,2017,9,75,3320
334,36,332722,2017,27,438,21297
336,36,339994,2017,8,266,10488
338,36,334416,2017,17,671,32048
340,36,335122,2017,22,708,32524
342,36,334118,2017,19,99,7538
344,36,333922,2017,8,106,5571
346,36,331420,2017,8,865,47960
348,36,335931,2017,3,28,1110
350,36,337212,2017,113,1366,83079
352,36,332114,2017,3,0,0
354,36,333515,2017,34,494,27122
356,36,339114,2017,15,35,1206
358,36,339116,2017,362,2130,94328
360,36,339930,2017,14,97,3356
362,36,334510,2017,20,575,41259
364,36,334111,2017,8,63,4260
366,36,334417,2017,9,101,3791
368,36,332813,2017,58,515,21102
370,36,333921,2017,16,300,18095
372,36,332996,2017,9,74,3536
374,36,332312,2017,94,2023,130268
376,36,333111,2017,6,5,273
378,36,339993,2017,3,68,4596
381,36,333995,2017,5,0,0
383,36,332912,2017,6,0,0
385,36,333241,2017,5,177,7697
387,36,339991,2017,6,502,31162
389,36,332510,2017,11,556,26483
391,36,333414,2017,6,11,115
393,36,337125,2017,3,41,2232
395,36,333511,2017,29,423,25054
397,36,333994,2017,3,236,20647
399,36,337127,2017,17,184,11569
401,36,334515,2017,17,570,35484
403,36,334513,2017,23,944,71776
405,36,331110,2017,5,358,21203
407,36,334517,2017,3,105,8836
409,36,339910,2017,431,4127,260153
411,36,332710,2017,589,7285,379663
413,36,333517,2017,18,927,60100
415,36,337910,2017,3,60,1753
417,36,333914,2017,17,266,19704
419,36,332812,2017,82,1060,52387
421,36,332119,2017,51,1341,63870
423,36,332811,2017,9,121,6784
425,36,337124,2017,13,104,4234
427,36,332420,2017,3,0,0
429,36,332321,2017,72,2048,119835
431,36,335312,2017,8,101,6342
433,36,336211,2017,13,108,4609
435,36,336340,2017,3,0,0
437,36,336320,2017,4,281,15562
439,36,336310,2017,7,14,508
441,36,336370,2017,6,0,0
443,36,336350,2017,6,16,522
445,36,339992,2017,28,73,2328
447,36,331410,2017,8,54,2707
449,36,331491,2017,3,515,34160
451,36,331523,2017,3,98,7527
452,36,337122,2017,167,955,37454
454,36,337214,2017,4,42,3158
456,36,339940,2017,11,391,10712
458,36,339115,2017,22,1127,78072
460,36,333314,2017,21,725,53006
462,36,332323,2017,154,1541,86532
464,36,336413,2017,22,1574,116472
466,36,333318,2017,12,104,6843
468,36,335929,2017,3,97,6494
470,36,334290,2017,13,54,5190
472,36,334419,2017,49,1192,94294
474,36,333618,2017,3,13,652
476,36,332618,2017,7,168,8648
478,36,333249,2017,67,2054,123311
480,36,335129,2017,3,37,1741
482,36,334519,2017,31,869,64255
484,36,336390,2017,11,103,3306
486,36,331529,2017,3,12,394
487,36,333923,2017,8,213,10585
489,36,333993,2017,16,402,28647
491,36,333316,2017,3,0,0
493,36,332313,2017,17,290,14468
495,36,332913,2017,3,75,2898
496,36,332410,2017,18,567,37507
498,36,332721,2017,166,4541,235064
500,36,332311,2017,3,79,4204
501,36,334418,2017,20,515,35645
504,36,334220,2017,30,2914,227437
506,36,336510,2017,4,0,0
508,36,335314,2017,26,1139,76610
510,36,335121,2017,21,105,5795
512,36,331221,2017,4,12,309
513,36,333519,2017,8,170,12707
515,36,332216,2017,18,364,14293
517,36,333243,2017,3,22,833
519,36,334511,2017,8,2100,231852
521,36,331492,2017,3,0,0
523,36,334413,2017,20,385,33866
525,36,333242,2017,3,68,4434
527,36,332322,2017,164,3026,171162
529,36,336611,2017,6,0,0
531,36,337215,2017,45,679,38034
533,36,339950,2017,338,3248,152828
535,36,334614,2017,23,306,31534
537,36,333514,2017,46,659,30416
539,36,333612,2017,11,251,12556
541,36,339920,2017,21,138,8441
543,36,339112,2017,39,668,33828
545,36,339113,2017,82,2105,89799
547,36,335313,2017,15,513,37755
549,36,337121,2017,56,485,24821
551,36,337110,2017,268,1888,88592
553,36,337211,2017,22,168,8225
555,36,423110,2017,290,2974,166745
557,36,424810,2017,115,4282,246189
559,36,424920,2017,143,1512,123142
561,36,423320,2017,165,1680,90033
563,36,425110,2017,38,73,3654
565,36,423520,2017,8,0,0
567,36,423430,2017,391,7759,781205
569,36,424450,2017,226,3022,168926
571,36,423810,2017,108,1582,108702
573,36,424430,2017,224,3056,183954
575,36,424210,2017,971,23107,2654472
