Naics,Establishments,Employees,Payroll,fips
7211,6,111,2262,36095
7212,3,1,178,36095
7223,7,32,388,36095
7224,7,32,395,36095
7225,42,411,6690,36095
8111,16,51,1769,36095
8121,5,22,533,36095
8122,8,5,310,36095
8131,21,79,883,36095
1133,4,6,152,36095
2123,3,0,0,36095
2361,23,50,2006,36095
2362,3,0,0,36095
2371,3,28,504,36095
2373,3,103,17146,36095
2381,10,62,4183,36095
2382,9,15,548,36095
2383,11,23,529,36095
2389,13,24,1291,36095
3219,4,0,0,36095
3261,3,0,0,36095
3334,3,11,115,36095
4238,3,20,1093,36095
4411,3,0,0,36095
4413,10,101,3727,36095
4431,3,18,591,36095
4441,8,62,1823,36095
4451,3,0,0,36095
4453,5,12,201,36095
4461,5,28,1131,36095
4471,17,147,2810,36095
4511,5,14,122,36095
4523,6,0,0,36095
4532,4,66,799,36095
4533,4,0,0,36095
4539,3,0,0,36095
4541,3,0,0,36095
4543,11,55,2057,36095
4841,5,37,1762,36095
4842,9,19,2466,36095
5111,3,51,696,36095
5173,5,48,2841,36095
5191,4,17,255,36095
5221,14,91,3789,36095
5242,8,35,1186,36095
5311,9,14,478,36095
5312,3,7,368,36095
5411,10,15,534,36095
5412,7,25,569,36095
5413,7,44,2371,36095
5415,4,6,346,36095
5416,4,14,582,36095
5419,3,27,753,36095
5617,25,37,851,36095
5619,3,0,0,36095
6111,6,0,0,36095
6212,5,48,3038,36095
6213,8,15,368,36095
6214,4,0,0,36095
6216,3,93,2336,36095
6232,21,0,0,36095
6241,4,47,1394,36095
6244,7,98,1758,36095
7121,5,43,1593,36095
7139,5,10,508,36095
2361,340,1625,83767,36005
2362,53,519,50861,36005
2371,7,79,8259,36005
2373,10,429,46282,36005
4231,28,350,15322,36005
4232,10,78,3940,36005
4531,17,44,881,36005
4532,62,471,8953,36005
5221,158,1846,89031,36005
5417,7,107,7791,36005
5418,19,99,4454,36005
5419,41,219,7945,36005
6212,242,1574,71028,36005
6244,508,4621,127822,36005
7111,11,97,1117,36005
8129,166,530,13061,36005
2381,84,710,47756,36005
4233,20,457,31320,36005
4234,30,96,6114,36005
4235,10,86,6049,36005
4421,94,388,12962,36005
4422,38,247,4872,36005
4431,173,712,17994,36005
5222,49,237,12017,36005
5223,163,985,24080,36005
5511,23,556,35229,36005
6213,244,1165,47240,36005
7112,3,0,0,36005
7113,6,0,0,36005
7114,3,0,0,36005
7115,15,68,1307,36005
7121,9,1297,66745,36005
8131,273,1345,35033,36005
8132,18,927,22297,36005
8133,17,431,21502,36005
2382,457,5265,379329,36005
4236,20,438,32058,36005
4237,26,289,19240,36005
4441,123,1542,52483,36005
4533,17,89,2797,36005
4539,58,228,5849,36005
5611,51,1237,84811,36005
5612,8,164,8233,36005
6214,158,5077,274128,36005
7131,5,16,386,36005
7139,100,2198,45835,36005
8134,22,265,3456,36005
8139,237,1545,68423,36005
4238,38,359,22624,36005
4451,1395,8276,179767,36005
4541,30,0,0,36005
4542,7,136,6487,36005
4543,54,334,18010,36005
5231,28,42,2649,36005
5239,7,18,4183,36005
5241,12,1035,66106,36005
5242,81,282,12070,36005
6215,31,214,9909,36005
7211,35,413,11958,36005
2383,226,1727,101737,36005
4239,48,452,23788,36005
4452,228,802,17715,36005
4841,96,2192,82353,36005
5259,3,0,0,36005
5613,28,1283,29119,36005
5614,28,305,6631,36005
7213,3,52,1508,36005
7223,97,2363,73343,36005
2389,58,1072,91977,36005
4241,15,168,8250,36005
4242,13,58,3412,36005
4243,17,158,5891,36005
4453,180,494,12224,36005
4842,79,2322,129161,36005
5311,1537,4342,150924,36005
5615,45,98,3297,36005
5616,80,3447,83510,36005
6216,59,13764,351665,36005
3116,13,696,32687,36005
4244,332,7444,470476,36005
4461,596,5187,188066,36005
4851,4,0,0,36005
4853,99,605,20987,36005
5312,171,410,11928,36005
5313,425,4248,191748,36005
5617,176,1357,41766,36005
6219,18,1099,61351,36005
6221,8,32171,2617159,36005
7224,67,315,5379,36005
7225,1756,15092,292589,36005
3118,65,839,28253,36005
3119,4,13,353,36005
3121,4,30,1876,36005
3149,8,61,2269,36005
4471,136,656,15048,36005
4854,11,2988,85132,36005
4859,32,1025,39114,36005
5321,25,249,8604,36005
5619,19,145,3893,36005
5621,31,764,56646,36005
6231,49,13001,593233,36005
6232,181,3958,135635,36005
3152,5,7,129,36005
3219,9,68,1978,36005
3222,3,0,0,36005
3231,28,114,5591,36005
4481,304,4836,85938,36005
4883,3,0,0,36005
4884,33,125,4130,36005
4885,24,132,4455,36005
4889,3,0,0,36005
5322,33,156,6555,36005
5324,16,165,9802,36005
5622,3,0,0,36005
5629,19,327,13879,36005
6233,12,879,18774,36005
8111,433,1926,54223,36005
3256,7,0,0,36005
3259,3,65,4135,36005
3261,11,814,25198,36005
3273,4,105,9684,36005
3279,6,70,4587,36005
4245,4,2,102,36005
4246,10,49,2752,36005
4247,8,107,8451,36005
4248,16,0,0,36005
4921,18,0,0,36005
4922,14,17,1629,36005
4931,18,945,27968,36005
5411,186,1397,99675,36005
6111,122,8706,437592,36005
6239,30,1016,38639,36005
8112,13,36,981,36005
3322,5,184,3942,36005
3323,24,375,19257,36005
3327,4,106,4999,36005
3328,4,62,3045,36005
3329,4,60,3603,36005
4249,33,122,5236,36005
4251,45,145,8032,36005
4482,106,951,17252,36005
4483,65,200,6187,36005
5111,6,19,1040,36005
5121,8,111,2060,36005
5122,6,8,87,36005
5412,257,1560,24492,36005
5413,34,171,10336,36005
6113,15,9482,408997,36005
6114,7,25,1093,36005
6115,20,287,5267,36005
6241,336,15496,428883,36005
8113,38,276,19363,36005
8114,52,144,4453,36005
3335,3,2,243,36005
3332,3,23,552,36005
3339,3,0,0,36005
3351,3,0,0,36005
3371,18,268,17986,36005
3372,8,203,8582,36005
4411,64,969,53715,36005
4511,43,644,11245,36005
4512,29,93,1565,36005
5173,142,2509,168457,36005
5179,28,133,2778,36005
5414,30,66,2391,36005
5415,49,124,7745,36005
6116,107,905,15538,36005
6242,132,3187,132724,36005
8121,580,1323,19315,36005
2211,6,0,0,36005
3391,5,20,526,36005
3399,25,187,9179,36005
4412,5,19,858,36005
