,fips,relevant_naics,estab,emp,payann
1,36,114111,25,29,1180
3,36,113310,167,555,22904
5,36,115114,4,82,2866
7,36,114112,9,12,326
9,36,115210,257,1174,44693
11,36,212321,70,611,42910
13,36,211120,17,44,1627
15,36,212312,15,199,12988
17,36,212311,8,111,5399
18,36,212319,3,119,5988
20,36,213112,12,66,5801
21,36,221121,3,17,1893
23,36,221122,287,29066,3241669
25,36,221112,44,1165,154824
27,36,221111,42,280,28052
29,36,221210,72,3689,413302
31,36,221113,12,2560,361472
33,36,221320,14,128,7880
35,36,221114,6,106,18923
37,36,221330,3,72,7436
39,36,221310,50,567,30724
41,36,221115,9,36,3083
43,36,238990,1970,10128,738573
45,36,236220,2394,36989,3422467
47,36,238310,1196,12796,946819
49,36,238210,5201,57453,4168903
51,36,238350,2758,11763,622711
53,36,238330,1052,4025,202647
55,36,238130,611,3339,179385
57,36,238150,415,4025,283498
59,36,237310,412,11043,1371961
61,36,236210,100,993,85512
63,36,237210,168,848,71912
65,36,238140,1559,10038,673122
67,36,236117,608,2986,215578
69,36,236116,358,5860,553902
71,36,236115,2889,11410,627835
73,36,237120,6,1224,90064
75,36,238290,483,9725,907295
77,36,238390,354,2898,173299
79,36,238190,235,2279,178759
81,36,237990,168,6140,578164
83,36,238320,2742,11562,598033
85,36,238220,7084,66143,4621999
87,36,238110,760,10796,745783
89,36,237130,155,6090,578027
91,36,236118,11563,35962,1602654
93,36,238160,749,5878,387828
95,36,238170,453,1447,56209
97,36,238910,1758,14936,1138849
99,36,238120,213,3249,267175
101,36,238340,684,4220,268345
103,36,237110,323,4318,425363
105,36,316998,24,311,12675
107,36,311999,21,674,30206
109,36,314999,79,688,24664
111,36,311611,8,134,4917
113,36,315990,62,611,20037
115,36,312120,186,3214,166363
117,36,313210,6,42,4249
119,36,311513,8,253,11640
121,36,311351,7,108,3320
123,36,311920,29,434,23520
125,36,311812,257,7422,276290
127,36,311352,65,1264,38407
129,36,311821,22,795,30665
131,36,314120,69,639,27089
133,36,315210,415,3822,80657
135,36,312140,39,257,8127
137,36,311824,19,893,36314
139,36,311511,11,980,60012
141,36,316210,7,25,993
143,36,311813,7,193,5135
145,36,311412,11,827,31916
147,36,311421,30,1688,91567
149,36,311520,15,502,23225
151,36,313240,8,31,1661
153,36,316110,18,368,16710
155,36,311941,6,61,2946
157,36,311612,46,1629,80003
159,36,315220,56,783,36415
162,36,311340,11,224,8472
164,36,311119,11,204,9289
166,36,315190,17,212,5315
168,36,315280,49,570,23810
170,36,311919,6,312,10191
172,36,311991,55,1135,42220
174,36,311615,10,72,1861
176,36,311811,836,7716,176009
177,36,311911,3,81,2936
179,36,311710,5,187,22346
181,36,312111,14,445,25057
183,36,311422,3,68,2449
185,36,311942,11,247,23250
187,36,313310,53,347,18179
189,36,314910,61,1061,42768
191,36,312230,6,231,6487
193,36,312130,182,2279,78100
195,36,316992,13,85,3835
197,36,315240,241,2376,130271
199,36,327910,14,639,38227
201,36,325520,3,8,276
203,36,325199,17,1603,145629
205,36,322299,7,135,7045
207,36,325998,11,178,12634
209,36,327999,3,0,14
211,36,321999,87,560,21499
213,36,326199,217,11333,588258
215,36,326299,7,445,32173
217,36,324121,62,506,44950
219,36,325414,4,310,32742
221,36,323117,16,114,3901
223,36,327120,3,167,7499
225,36,323111,1160,15922,786384
227,36,323113,194,1306,41514
229,36,327331,4,155,9916
231,36,322211,25,1841,101945
233,36,325991,9,918,92093
235,36,321912,3,139,5590
237,36,327991,102,1290,61498
239,36,325314,4,48,1799
241,36,322212,7,545,25017
243,36,327215,59,1538,85306
245,36,327420,3,60,4201
247,36,325120,6,346,27875
249,36,325411,18,1628,96517
251,36,325180,16,1197,96161
253,36,327390,37,757,40472
255,36,321918,62,503,25347
257,36,322219,3,133,7772
259,36,327212,11,544,29387
261,36,325510,23,343,21652
263,36,322121,4,673,51629
265,36,322220,18,640,39848
267,36,325412,64,10798,655823
269,36,325992,6,2273,117203
271,36,326111,14,405,19420
273,36,325211,15,685,49456
275,36,326112,5,346,23207
277,36,326191,4,106,4945
279,36,325612,7,132,9116
281,36,326140,6,732,36881
283,36,327110,5,10,348
286,36,325910,3,30,1394
288,36,327320,138,2165,137905
290,36,326291,3,34,2079
292,36,322291,4,446,25754
