Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,202241,185829,427049,2200322,2442707,1344907,2328764,471888,2036236,1084344,1270707,281231,8021622,206888,1624607,1051045,517
2018,201582,219545,665891,2372379,2548891,1551327,2488220,503931,2167298,3962774,1314388,381757,8364161,217641,1716665,1121981,1595
2019,203671,212472,687631,2537678,2588947,1419130,2650668,528606,2309867,4109431,1422224,403687,8805113,230283,1803060,1165439,1246
2020,206905,171411,711822,2579936,2615622,1502280,2785561,538568,2377998,4164958,1425512,415797,8987059,206499,1698300,1173164,3465
2021,212435,179331,735415,2796801,2782909,1380453,2885532,590223,2333991,4421016,1625298,439478,9474628,248003,2027370,1237306,1602
