Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,647,279,300,5435,3288,1099,4374,3073,5864,1125,2715,587,7875,760,5966,6767,28
2018,635,268,289,5518,3240,1127,4377,3125,5939,1117,2690,582,8090,767,5997,6674,59
2019,619,250,300,5535,3199,1127,4374,3230,5939,1066,2791,584,8269,792,6078,6678,38
2020,616,233,291,5670,3155,1119,4460,3370,5990,1044,2827,595,8323,800,6079,6658,60
2021,631,226,302,5933,3160,1131,4535,3485,6029,999,2948,620,8405,808,6208,6761,53
