Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,5661,10830,107616,2254385,978220,495859,1365937,667934,1510371,562325,1234422,640958,4036155,305594,3415183,808706,1531
2018,4412,9287,407967,2266858,982967,520233,1495529,760627,1537954,537870,1221768,653507,4159459,329898,3585544,850494,1943
2019,4322,9126,385010,2294147,1017331,506241,1541474,801032,1607393,660108,1259482,671420,4289964,348564,3665459,872496,2470
2020,4095,9759,403367,2402561,887268,488043,1630533,668359,1673385,606843,1169740,656078,4373439,245918,2267530,767315,3175
2021,9857,9398,395221,2435385,943980,469035,1700432,749170,1750372,629930,1211139,689227,4615254,300739,2794001,804740,3053
