Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,171,148,1076,31783,18682,8199,19473,12815,22547,7112,34867,18333,71944,11512,113250,25946,45
2018,165,140,3684,31096,18527,8379,20780,13858,22588,7177,35206,18055,72446,12127,113290,26632,42
2019,128,131,3633,30886,18332,8350,20906,14444,22699,8032,35398,18147,73170,12053,111115,26468,91
2020,149,123,3687,31466,17150,7881,21177,14264,23162,7690,34638,17645,73165,11615,110201,25090,93
2021,201,127,3557,30885,15895,6138,20073,11462,22810,6986,29474,14768,70897,7619,78153,20984,66
