	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	42	999	Statewide	11	Cotton ginning	42	115111	0500000US42019	1.0	0.0	0.0	0.0	0.0	1.0
1	42	999	Statewide	11	Crop harvesting, primarily by machine	42	115113	0500000US420030500000US420190500000US420190500000US420270500000US420270500000US420290500000US420550500000US420610500000US420690500000US420710500000US420710500000US420750500000US42075	14.5	0.0	0.0	13.2	817.0	5.8
2	42	999	Statewide	11	Farm labor contractors and crew leaders	42	115115	0500000US420110500000US420110500000US420150500000US420190500000US420210500000US420210500000US420290500000US420290500000US420550500000US420690500000US420690500000US420710500000US420710500000US42087	17.0	0.0	0.0	226.8	6450.8	6.2
3	42	999	Statewide	11	Farm management services	42	115116	0500000US420170500000US420170500000US420290500000US420290500000US420410500000US420710500000US420710500000US420730500000US420750500000US420910500000US42091	14.583333333333332	0.0	0.0	6.4	692.6	6.2
4	42	999	Statewide	11	Finfish fishing	42	114111	0500000US420110500000US420890500000US420890500000US421010500000US42101	5.0	0.0	0.0	0.0	0.0	1.75
5	42	999	Statewide	11	Forest nurseries and gathering of forest products	42	113210	0500000US420030500000US420030500000US420150500000US420150500000US420350500000US420350500000US420390500000US420430500000US420430500000US420470500000US420470500000US420630500000US420910500000US420910500000US421150500000US42131	16.75	0.0	0.0	66.4	2886.0	8.0
6	42	999	Statewide	11	Hunting and trapping	42	114210	0500000US420030500000US420050500000US420170500000US420170500000US420770500000US420770500000US420850500000US421030500000US421030500000US421050500000US421110500000US421110500000US421170500000US421170500000US421230500000US421310500000US42131	18.0	0.0	0.0	7.6	696.2	7.6
7	42	999	Statewide	11	Logging	42	113310	0500000US420010500000US420010500000US420050500000US420090500000US420090500000US420110500000US420110500000US420130500000US420130500000US420150500000US420150500000US420170500000US420170500000US420190500000US420190500000US420210500000US420210500000US420230500000US420230500000US420270500000US420270500000US420290500000US420290500000US420310500000US420310500000US420330500000US420330500000US420350500000US420350500000US420390500000US420390500000US420410500000US420430500000US420430500000US420470500000US420470500000US420490500000US420490500000US420510500000US420510500000US420530500000US420530500000US420550500000US420550500000US420570500000US420570500000US420610500000US420610500000US420630500000US420630500000US420650500000US420650500000US420670500000US420670500000US420690500000US420690500000US420710500000US420710500000US420730500000US420750500000US420790500000US420790500000US420810500000US420810500000US420830500000US420830500000US420850500000US420850500000US420870500000US420870500000US420890500000US420890500000US420910500000US420910500000US420970500000US420990500000US420990500000US421030500000US421050500000US421050500000US421070500000US421070500000US421090500000US421090500000US421110500000US421110500000US421130500000US421130500000US421150500000US421150500000US421170500000US421170500000US421190500000US421190500000US421210500000US421210500000US421230500000US421230500000US421250500000US421270500000US421270500000US421290500000US421290500000US421310500000US421310500000US421330500000US42133	418.5833333333333	807.75	31791.25	720.8	23359.0	205.4
8	42	999	Statewide	11	Other marine fishing	42	114119	0500000US420370500000US420370500000US420390500000US420490500000US420850500000US421130500000US42113	7.0	0.0	0.0	1.8	32.8	3.4
9	42	999	Statewide	11	Postharvest crop activities (except cotton ginning)	42	115114	0500000US420290500000US420290500000US420370500000US420370500000US420390500000US420550500000US420710500000US420710500000US420730500000US420730500000US420750500000US420750500000US421110500000US421190500000US421190500000US421330500000US42133	27.75	200.5	6077.75	128.0	4464.8	14.4
10	42	999	Statewide	11	Soil preparation, planting, and cultivating	42	115112	0500000US420010500000US420010500000US420110500000US420110500000US420130500000US420130500000US420170500000US420170500000US420270500000US420270500000US420290500000US420290500000US420370500000US420370500000US420430500000US420550500000US420550500000US420690500000US420710500000US420710500000US420750500000US420750500000US420890500000US420910500000US420930500000US420990500000US421010500000US421070500000US421070500000US421150500000US421150500000US421290500000US421290500000US421330500000US42133	58.5	541.5	23152.0	388.4	17211.4	26.6
11	42	999	Statewide	11	Support activities for animal production	42	115210	0500000US420010500000US420010500000US420030500000US420030500000US420070500000US420070500000US420110500000US420110500000US420130500000US420130500000US420170500000US420170500000US420190500000US420190500000US420210500000US420270500000US420270500000US420290500000US420290500000US420310500000US420310500000US420330500000US420350500000US420370500000US420370500000US420390500000US420390500000US420410500000US420410500000US420430500000US420430500000US420450500000US420450500000US420490500000US420490500000US420550500000US420550500000US420570500000US420570500000US420610500000US420610500000US420630500000US420630500000US420690500000US420710500000US420710500000US420730500000US420730500000US420750500000US420750500000US420770500000US420770500000US420850500000US420890500000US420890500000US420910500000US420910500000US420950500000US420950500000US420970500000US420970500000US421010500000US421010500000US421070500000US421070500000US421090500000US421110500000US421110500000US421150500000US421150500000US421190500000US421190500000US421250500000US421250500000US421270500000US421270500000US421290500000US421290500000US421310500000US421310500000US421330500000US42133	291.5	674.25	18516.5	762.2	23230.0	145.4
12	42	999	Statewide	11	Support activities for forestry	42	115310	0500000US420010500000US420030500000US420030500000US420090500000US420090500000US420130500000US420130500000US420190500000US420210500000US420210500000US420270500000US420310500000US420310500000US420370500000US420390500000US420390500000US420450500000US420470500000US420490500000US420490500000US420510500000US420510500000US420530500000US420530500000US420650500000US420670500000US420670500000US420710500000US420710500000US420750500000US420750500000US420770500000US420770500000US420810500000US420810500000US420830500000US420830500000US420850500000US420850500000US420910500000US420910500000US420990500000US420990500000US421050500000US421090500000US421110500000US421110500000US421170500000US421170500000US421210500000US421210500000US421230500000US421230500000US421290500000US421290500000US421330500000US42133	87.0	40.25	3288.5	80.8	4684.4	42.6
13	42	999	Statewide	11	Timber tract operations	42	113110	0500000US420010500000US420010500000US420030500000US420030500000US420070500000US420150500000US420150500000US420310500000US420330500000US420430500000US420710500000US420710500000US420830500000US420830500000US421050500000US421050500000US421150500000US421150500000US421210500000US421210500000US421230500000US421230500000US421290500000US42129	27.5	0.0	0.0	53.6	2538.4	13.0
14	42	999	Statewide	21	All other metal ore mining	42	212299	0500000US420030500000US420430500000US42125	3.0	0.0	0.0	0.0	0.0	1.3333333333333333
15	42	999	Statewide	21	All other nonmetallic mineral mining	42	212399	0500000US420070500000US420150500000US420290500000US420490500000US420490500000US420690500000US420690500000US420770500000US420770500000US420790500000US420790500000US421150500000US42115	14.75	0.0	0.0	18.6	888.6	6.8
16	42	999	Statewide	21	Anthracite mining	42	212113	0500000US420030500000US420250500000US420430500000US420430500000US420790500000US420790500000US420970500000US420970500000US421070500000US421070500000US42123	104.25	1394.75	70806.0	704.8	35405.0	51.0
17	42	999	Statewide	21	Bituminous coal and lignite surface mining	42	212111	0500000US420030500000US420030500000US420050500000US420050500000US420190500000US420190500000US420210500000US420210500000US420250500000US420250500000US420270500000US420270500000US420310500000US420310500000US420330500000US420330500000US420470500000US420470500000US420510500000US420510500000US420590500000US420590500000US420630500000US420630500000US420650500000US420650500000US420730500000US420730500000US420810500000US420810500000US420850500000US420850500000US421070500000US421070500000US421110500000US421110500000US421210500000US421210500000US421250500000US421250500000US421290500000US42129	205.25	2793.25	143631.75	1436.0	73943.8	98.4
18	42	999	Statewide	21	Bituminous coal underground mining	42	212112	0500000US420030500000US420050500000US420050500000US420070500000US420070500000US420170500000US420170500000US420210500000US420210500000US420330500000US420330500000US420430500000US420470500000US420590500000US420590500000US420630500000US420630500000US421110500000US421110500000US421250500000US421250500000US421290500000US42129	95.5	3254.5	276392.75	3794.0	319932.0	43.8
