Zip,Naics,Establishments,Employees,Payroll
59701,55,6,1,0
59701,56,58,1,0
59711,53,9,210,0
59711,54,24,1,0
59711,54,18,210,0
59711,54,4,220,0
59714,51,6,1,0
59714,51,4,210,0
59714,52,27,1,0
59714,52,16,210,0
59714,52,7,220,0
59714,52,3,230,0
59715,81,188,1,0
59715,81,120,210,0
59715,81,41,220,0
59715,81,21,230,0
59715,81,5,241,0
59718,31,67,1,0
59718,31,34,210,0
59718,31,12,220,0
59718,31,10,230,0
59718,31,8,241,0
59719,44,3,1,0
59719,52,5,1,0
59719,54,7,1,0
59719,54,7,210,0
59720,00,16,1,4245
59720,00,12,210,0
59720,00,3,220,0
59720,72,6,1,0
59720,72,3,210,0
59720,72,3,220,0
59721,00,11,1,710
59721,00,8,210,0
59722,00,122,1,41728
59722,00,78,210,0
59722,00,3,242,0
59722,00,23,220,0
59722,00,10,230,0
59722,00,6,241,0
59722,11,6,1,0
59722,11,3,210,0
59729,00,159,1,29999
59729,00,122,210,0
59729,00,20,220,0
59729,00,12,230,0
59729,00,4,241,0
59729,23,40,1,0
59729,23,33,210,0
59729,23,6,220,0
59011,44,21,1,0
59011,44,8,210,0
59011,44,10,220,0
59011,48,6,1,0
59011,48,6,210,0
59011,51,3,1,0
59011,51,3,210,0
59011,52,6,1,0
59011,52,3,210,0
59011,53,9,1,0
59011,53,9,210,0
59034,54,11,1,0
59034,54,8,210,0
59034,56,5,1,0
59034,56,4,210,0
59034,62,18,1,0
59034,62,7,210,0
59034,62,4,220,0
59034,62,3,241,0
59047,00,22,241,0
59047,00,3,242,0
59047,00,3,251,0
59047,11,6,1,0
59047,11,6,210,0
59047,22,4,1,0
59047,23,103,1,0
59047,23,74,210,0
59047,23,20,220,0
59047,23,6,230,0
59047,23,3,241,0
59079,42,3,1,0
59079,48,7,1,0
59079,48,5,210,0
59079,53,3,1,0
59079,53,3,210,0
59079,54,7,1,0
59079,54,5,210,0
59079,56,7,1,0
59079,56,5,210,0
59079,72,4,1,0
59079,81,8,1,0
59079,81,7,210,0
59101,56,100,1,0
59101,56,57,210,0
59101,56,19,220,0
59101,56,11,230,0
59101,56,10,241,0
59102,52,165,1,0
59102,52,112,210,0
59102,52,27,220,0
59102,52,16,230,0
59102,52,5,241,0
59102,52,3,242,0
59102,71,83,1,0
59102,71,26,210,0
59102,71,32,220,0
59102,71,20,230,0
59102,71,5,241,0
59105,51,6,1,0
59105,51,3,210,0
59105,52,31,1,0
59106,48,18,1,0
59218,54,4,1,0
59218,54,4,210,0
59218,72,9,1,0
59218,72,5,210,0
59218,72,3,220,0
59218,81,7,1,0
59218,81,5,210,0
59219,00,7,1,423
59219,00,5,210,0
59221,00,55,1,17711
59221,00,32,210,0
59221,00,14,220,0
59221,00,8,230,0
59221,21,7,1,0
59221,21,4,210,0
59263,54,4,1,0
59263,54,3,210,0
59263,62,8,1,0
59263,62,5,210,0
59263,71,5,1,0
59263,71,4,210,0
59263,72,7,1,0
59263,72,5,210,0
59263,81,8,1,0
59263,81,6,210,0
59301,44,50,1,0
59301,44,17,210,0
59301,44,13,220,0
59301,44,11,230,0
59301,44,7,241,0
59323,44,6,1,0
59323,53,3,1,0
59323,53,3,210,0
59323,56,5,1,0
59323,62,5,1,0
59323,62,3,210,0
59323,71,4,1,0
59323,72,6,1,0
59323,72,3,210,0
59323,81,9,1,0
59323,81,8,210,0
59401,31,14,1,0
59401,31,6,220,0
59401,31,3,241,0
59401,42,18,1,0
59401,42,6,210,0
59401,42,7,220,0
59401,44,77,1,0
59401,44,39,210,0
59401,44,20,220,0
59401,44,9,230,0
59401,44,7,241,0
59403,44,5,1,0
59403,42,6,1,0
59403,42,3,230,0
59403,52,6,1,0
59403,52,3,210,0
59403,54,9,1,0
59403,54,6,210,0
59403,56,4,1,0
59403,56,4,210,0
59403,62,7,1,0
59403,62,4,210,0
59403,81,4,1,0
59404,00,622,1,274412
59404,00,317,210,0
59404,81,38,210,0
59404,81,10,220,0
59404,81,6,230,0
59404,81,3,241,0
59422,53,3,210,0
59422,54,8,1,0
59422,54,5,210,0
59422,54,3,220,0
59422,56,3,1,0
59422,56,3,210,0
59422,62,11,1,0
59422,62,5,210,0
59422,71,7,1,0
59422,71,7,210,0
59446,00,10,1,1156
59446,00,7,210,0
59446,00,3,220,0
59447,00,6,1,269
59451,00,7,1,473
59447,00,6,210,0
59450,00,3,1,196
59450,00,3,210,0
59451,00,4,210,0
59451,00,3,220,0
59452,00,13,1,1406
59452,00,9,210,0
59453,00,6,1,2021
59453,00,3,210,0
59453,00,3,230,0
59454,00,11,1,3207
59454,00,6,210,0
59454,00,3,220,0
59454,48,3,1,0
59457,00,361,1,131977
59457,00,214,210,0
59457,00,71,220,0
59457,00,43,230,0
59457,00,26,241,0
59457,00,5,242,0
59457,22,3,1,0
59457,23,57,1,0
59457,23,47,210,0
59457,23,6,220,0
59474,81,7,1,0
59474,81,5,210,0
59477,00,11,1,1209
59477,00,9,210,0
59477,23,5,1,0
59477,23,5,210,0
59479,00,24,1,4433
59479,00,13,210,0
59479,44,3,210,0
59479,00,7,220,0
59479,00,3,230,0
59479,44,8,1,0
59479,44,3,220,0
59479,48,4,1,0
59480,00,4,1,1071
59480,00,3,210,0
59482,00,14,1,1814
59482,00,12,210,0
59482,21,3,1,0
59482,21,3,210,0
59483,00,9,1,1801
59483,00,8,210,0
59483,23,3,1,0
59483,23,3,210,0
59520,00,39,1,6470
59520,00,27,210,0
59520,00,8,220,0
59520,23,3,1,0
59520,23,3,210,0
59520,31,3,1,0
59520,42,4,1,0
59520,42,3,220,0
59520,44,3,1,0
59520,54,4,1,0
59520,54,4,210,0
59520,62,4,1,0
59520,72,3,1,0
59520,81,4,1,0
59520,81,3,210,0
59601,61,30,1,0
59601,61,19,210,0
59601,61,5,220,0
59601,61,4,241,0
59604,71,3,210,0
59604,81,4,1,0
59604,81,3,210,0
59624,00,36,1,22032
59624,00,24,210,0
59624,00,5,220,0
59624,00,4,230,0
59624,52,4,1,0
59624,54,3,1,0
59624,62,12,1,0
59624,62,8,210,0
59624,81,4,1,0
59624,81,3,210,0
59645,81,4,1,0
59645,81,4,210,0
59647,00,6,1,4311
59647,00,4,210,0
59648,00,23,1,3547
59648,00,17,210,0
59648,00,5,220,0
59648,23,4,1,0
59648,23,3,210,0
59648,54,3,1,0
59648,71,3,1,0
59648,72,5,1,0
59648,72,4,210,0
59701,00,1106,1,527241
59701,00,588,210,0
59701,00,227,220,0
59701,00,160,230,0
59701,00,92,241,0
59701,00,28,242,0
59701,00,7,251,0
59701,56,38,210,0
59701,56,10,220,0
59701,56,5,230,0
59701,56,3,241,0
59711,56,8,1,0
59711,56,3,210,0
59711,56,4,220,0
59711,61,3,1,0
59711,62,82,1,0
59711,62,36,210,0
59711,62,30,220,0
59711,62,9,230,0
59711,62,5,241,0
59714,53,53,1,0
59714,53,46,210,0
59714,53,3,220,0
59714,53,3,241,0
59715,42,68,1,0
59715,42,38,210,0
59715,42,9,220,0
59715,42,10,230,0
59715,42,8,241,0
59718,42,56,1,0
59718,42,37,210,0
59718,42,9,220,0
59718,42,9,230,0
59722,23,10,1,0
59722,23,9,210,0
59722,31,6,1,0
59722,31,4,210,0
59722,44,11,1,0
59722,44,4,220,0
59722,44,3,241,0
59722,48,9,1,0
59722,48,8,210,0
59011,54,12,1,0
59011,54,11,210,0
59011,56,6,1,0
59011,56,6,210,0
59011,62,9,1,0
59011,62,6,210,0
59034,71,5,1,0
59034,72,16,1,0
59034,72,6,210,0
59034,72,5,230,0
59034,72,3,241,0
59034,81,14,1,0
59034,81,11,210,0
59047,81,54,1,0
59047,81,37,210,0
59047,81,12,220,0
59047,81,4,230,0
59081,00,5,1,423
59081,00,4,210,0
59086,00,16,210,0
59081,72,3,1,0
59081,72,3,210,0
59086,00,22,1,3155
59086,00,3,220,0
59086,00,3,230,0
59086,23,8,1,0
59086,23,6,210,0
59086,56,3,1,0
59086,56,3,210,0
59086,81,3,1,0
59087,00,11,1,312
59087,00,9,210,0
59088,00,35,1,9458
59088,00,25,210,0
59088,00,5,220,0
59088,00,3,230,0
59088,23,5,1,0
59088,23,4,210,0
59088,42,3,1,0
59088,44,5,1,0
59105,52,21,210,0
59105,52,4,220,0
59105,52,5,230,0
59106,48,15,210,0
59106,52,17,1,0
59106,52,14,210,0
59106,52,3,230,0
59221,23,7,1,0
59221,23,4,210,0
59221,44,8,1,0
59221,44,4,220,0
59221,48,7,1,0
59221,48,5,210,0
59221,54,3,1,0
59221,54,3,210,0
59221,56,3,1,0
59221,56,3,210,0
59270,00,423,1,221103
59270,00,236,210,0
59270,00,78,220,0
