Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,19730,30159,84438,811951,609428,535039,647087,125571,836083,113781,296986,355972,2235505,153802,637212,289520,343
2018,20935,32039,138385,775351,627667,536623,686865,131376,825602,160275,304482,497286,2310666,149962,683498,303472,993
2019,20895,34033,139619,797944,644533,578818,717810,138596,837934,175553,303523,506313,2402705,155067,720409,331773,676
2020,21119,35918,129676,784211,634476,507650,722471,136306,882714,160591,285259,491558,2477769,133275,567381,322363,598
2021,19859,36740,130045,872799,675406,528784,951053,150611,966413,178447,323260,491187,2597488,152044,689873,327937,46
