Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,502,422,810,14466,10780,7918,8488,3244,12398,1809,8661,11497,47996,7767,33179,9446,10
2018,499,413,1264,14102,10623,7894,8915,3042,12202,2036,8655,15745,49090,7633,33878,9487,12
2019,483,443,1177,14109,10751,7957,8944,3135,11767,1890,8400,15262,49212,7507,34091,9515,23
2020,462,443,1160,14150,10416,7148,8667,2979,11941,1809,7968,14768,49947,7238,32790,10482,17
2021,432,441,1192,14007,10037,6575,9380,2907,12160,1954,7655,12484,48403,5134,25274,8430,4
