,fips,relevant_naics,YEAR,estab,emp,payann
1,15,11,2018,41,165,4412
3,15,21,2018,3,140,9287
5,15,22,2018,69,3684,407967
7,15,23,2018,2890,31096,2266858
9,15,42,2018,1545,18527,982967
11,15,51,2018,542,8379,520233
13,15,52,2018,1473,20780,1495529
15,15,53,2018,2061,13858,760627
17,15,54,2018,3363,22588,1537954
19,15,55,2018,246,7177,537870
21,15,56,2018,1845,35206,1221768
23,15,61,2018,543,18055,653507
25,15,62,2018,3708,72446,4159459
27,15,71,2018,523,12127,329898
29,15,72,2018,3895,113290,3585544
31,15,81,2018,3570,26632,850494
33,15,99,2018,30,42,1943
