,fips,relevant_naics,YEAR,estab,emp,payann
0,15,11,2017,43,171,5661
2,15,21,2017,3,148,10830
4,15,22,2017,63,1076,107616
6,15,23,2017,2880,31783,2254385
8,15,42,2017,1584,18682,978220
10,15,51,2017,511,8199,495859
12,15,52,2017,1443,19473,1365937
14,15,53,2017,2042,12815,667934
16,15,54,2017,3343,22547,1510371
18,15,55,2017,257,7112,562325
20,15,56,2017,1870,34867,1234422
22,15,61,2017,532,18333,640958
24,15,62,2017,3683,71944,4036155
26,15,71,2017,510,11512,305594
28,15,72,2017,3866,113250,3415183
30,15,81,2017,3555,25946,808706
32,15,99,2017,22,45,1531
