Zip Code,naics,Establishments,Employees,Payroll,IND Level
38355,00,83,001,14457,2
38355,00,44,210,0,2
38355,00,21,220,0,2
38355,00,12,230,0,2
38355,00,6,241,0,2
38355,23,11,001,0,2
38355,23,6,210,0,2
38355,23,3,220,0,2
38355,31-33,6,001,0,2
38355,31-33,3,210,0,2
38355,42,4,001,0,2
38355,44-45,13,001,0,2
38355,44-45,5,210,0,2
38355,44-45,4,220,0,2
38355,44-45,3,230,0,2
38355,52,4,001,0,2
38355,53,4,001,0,2
38355,53,3,210,0,2
38355,56,4,001,0,2
38355,62,7,001,0,2
38355,62,3,210,0,2
38355,71,4,001,0,2
38355,72,9,001,0,2
38355,72,3,241,0,2
38355,81,13,001,0,2
38355,81,11,210,0,2
