Naics,Establishments,Employees,Payroll
1131,12,54,2925
1133,374,2129,97819
1141,490,938,60773
1151,21,41,1836
1152,19,43,779
1153,32,136,7992
2123,18,83,5675
2211,98,1865,163600
2213,16,128,8722
2212,5,127,10001
2361,1464,4514,190906
2362,164,1646,101450
2371,114,2188,142492
2372,9,21,1429
2373,77,963,84310
2379,45,397,26282
2381,547,2983,153060
2382,1279,7415,409721
2383,810,3499,154414
3112,4,63,3621
2389,743,4164,262449
3111,3,44,2030
3113,18,130,3376
3114,20,1319,62646
3115,13,383,18985
3116,17,75,2226
3117,21,572,19892
3118,85,1522,53786
3119,38,1073,49374
3121,113,1883,98186
3131,4,58,1002
3132,11,399,14840
3141,14,365,15084
3149,47,471,20146
3152,9,134,4735
3159,4,33,1360
3169,12,249,8574
3162,12,1295,49202
3219,96,2085,83949
3211,64,1964,90464
3212,9,684,39606
3221,8,2974,265392
3222,11,1552,103001
3231,112,1711,69625
3241,14,158,13591
3252,4,278,13921
3251,8,135,9975
3253,10,174,9723
3254,24,992,68782
3256,11,140,6468
3259,4,87,6172
3261,41,2047,104502
3262,7,144,5631
3271,16,100,3490
3272,6,210,10049
3273,44,826,41943
3279,15,177,7459
3315,6,74,2631
3323,71,1677,82972
3322,6,289,10789
3325,6,53,2527
3326,10,187,5873
3327,112,2153,131569
3328,10,188,10237
3329,27,685,41787
3332,10,68,3235
3331,7,443,27116
3333,8,123,9799
3334,7,316,14851
3335,18,475,32685
3336,4,478,34869
3339,25,964,53694
3342,5,279,17759
3344,13,1535,102369
3345,16,961,70845
3351,3,22,828
3353,5,34,1766
3362,8,703,29375
3363,7,189,7188
3364,7,1888,211298
3366,77,6985,405045
3371,60,754,37681
3372,24,451,22220
3391,31,263,13855
3399,115,1077,49024
4231,89,1304,60081
4232,33,503,26860
4233,72,784,48719
4234,124,2174,197648
4235,18,126,6604
4236,75,640,43924
4237,84,1089,64924
4238,197,2067,133553
4239,120,732,30465
4241,30,398,29092
4243,19,204,8103
4242,37,630,57689
4244,304,3819,191791
4245,5,14,383
4246,34,238,16205
4247,38,483,33177
4248,27,1350,69018
4249,88,1639,68473
4251,123,834,35142
4411,323,6688,336743
4412,140,1252,59835
4413,345,3298,107618
4421,93,631,25954
4422,182,1402,37734
4431,120,1141,41746
4441,436,7328,258061
4442,146,1279,40768
4451,566,19799,455391
4452,140,659,19888
4453,59,377,9617
4461,324,3067,106680
4471,746,7832,170567
4481,362,4121,73929
4482,82,616,11873
4483,84,520,16728
4512,40,287,5021
4511,258,2493,57431
4523,287,10193,260296
4522,13,942,19325
4531,80,261,4859
4532,248,956,22238
4533,137,922,18229
4539,326,1403,48244
4541,176,2978,113660
4542,9,112,4083
4543,366,3171,146193
4811,12,269,6612
4812,8,248,11623
4831,5,30,1678
4832,6,23,1050
4841,317,4556,212082
4842,408,2284,97343
4851,3,50,1278
4852,6,144,6590
4853,46,357,7092
4854,26,743,15727
4855,4,111,4130
4859,21,393,10523
4862,7,24,3544
4871,13,21,2056
4872,46,109,8675
4879,4,14,433
4881,28,595,23632
4882,4,12,666
4883,30,156,11530
4884,65,614,21241
4885,54,262,15829
4889,7,30,1080
4921,45,2554,92288
4922,8,177,4478
4931,68,4364,204883
5111,118,1665,71201
5112,49,1054,144682
5121,87,850,14988
5122,8,26,827
5151,44,906,44769
5152,7,24,456
5173,278,4052,252385
5179,13,58,3214
5182,68,1510,93667
5191,134,710,20688
5221,722,11415,709026
5222,115,1551,108935
5223,51,1413,162544
5231,85,605,79974
5239,248,1397,157131
5241,160,8321,699803
5242,503,3611,242830
5259,5,7,194
5311,575,1818,67378
5312,645,1096,61151
5313,453,2843,122290
5322,112,489,20836
5321,53,613,27246
5323,19,101,4442
5324,42,313,19116
5331,4,9,613
5411,684,3845,278026
5412,540,3328,180867
5413,635,4779,372992
5414,123,295,12700
5415,402,3043,278902
5416,594,2126,152956
5417,67,2160,163103
5418,136,939,53936
5419,335,2410,106057
5511,189,9372,860897
5611,97,1482,78005
5612,20,618,15254
5613,175,6107,205625
5614,115,2129,58261
5615,70,737,28661
5616,83,1284,41290
5617,1394,7657,256485
5619,136,1111,50432
5622,12,154,9159
5621,94,1075,48711
5629,111,871,44445
6111,114,4980,184170
6113,28,12000,379404
6114,46,113,7506
6115,30,411,14663
6116,248,1345,28557
6117,59,1025,56033
6211,591,10619,925937
6212,450,4008,236989
6213,869,4381,179011
6214,315,7912,427935
6215,43,806,41258
6216,115,5385,206369
6219,75,1405,40286
6221,39,34478,2367778
6222,3,1027,54582
6223,3,9,650
6231,95,8703,282984
6232,610,8942,283244
6233,177,5446,145611
6239,57,944,31992
6241,621,12455,331472
6242,84,819,25093
6243,36,600,15965
6244,662,4786,109321
7111,44,354,12700
7112,17,167,5857
7113,45,268,8924
7114,4,8,1113
7115,85,192,10712
7121,129,746,27094
7131,18,164,7980
7132,7,54,2134
7139,567,5738,126766
8112,43,122,5393
7211,707,10031,314433
7212,246,987,70179
7213,11,60,2067
7223,235,2294,57470
7224,133,1135,27437
7225,2962,41283,922482
8111,972,4090,157196
8113,110,498,24437
8114,148,787,34890
8121,452,2370,60201
8122,117,532,19752
8123,101,829,27735
8129,217,1007,22847
8131,714,4027,80119
8132,120,847,44580
8133,225,1335,62858
8134,218,1480,29879
8139,292,1359,58431
