Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,5880,6135,221673,1176439,1713513,454860,4116891,305982,2858303,601046,978528,259593,3638636,216700,782618,458315,1724
2018,5794,16354,362598,1299852,1643289,455426,4100075,296915,3028298,643635,982452,265725,3801443,235780,895180,465357,2352
2019,6177,37257,342389,1410525,1686276,482007,4064842,326109,3243093,660614,1045979,270774,4036101,235412,875196,495318,3091
2020,6075,38811,308614,1442334,1941002,545142,4339333,354852,3516409,736656,1162168,270773,4287865,216559,720082,471103,8270
2021,7485,38281,312564,1501518,2041744,657434,4472869,373098,3860230,780559,1248556,273831,4501917,267845,909072,529467,9446
