Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,146,67,2187,20652,16586,6595,42112,5950,27825,6967,24365,7043,68394,7121,41685,16129,43
2018,138,224,3211,22135,16054,6575,40968,5770,28803,6398,24439,6945,69971,8754,42611,15079,41
2019,128,379,2887,23188,16481,6194,40139,6013,29294,6494,26045,6920,71801,9041,43123,15039,62
2020,113,437,2475,23456,18070,7078,40030,6361,31549,6582,24695,6910,74842,9296,42981,15348,321
2021,135,352,2512,23186,18124,6171,40581,6366,31684,6565,24959,6047,71587,7430,36846,14194,255
