Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,36,17,50,2250,1107,556,1919,1253,2908,718,1477,314,2694,446,2211,2238,30
2018,35,18,66,2284,1105,555,1920,1246,3070,690,1466,316,2700,476,2240,2265,46
2019,32,21,65,2330,1152,620,1872,1294,3182,631,1517,320,2753,498,2279,2249,54
2020,35,23,72,2384,1152,677,1902,1359,3403,581,1536,340,3267,517,2268,2296,258
2021,38,23,80,2444,1205,810,1924,1412,3763,557,1663,357,3271,539,2312,2362,195
