,relevant_naics,estab,emp,payann,fips
20598,11,7,22,1142,22083
20599,21,4,52,4237,22083
20600,22,6,27,1291,22083
20601,23,34,258,10474,22083
20602,42,26,295,13107,22083
20603,51,7,30,990,22083
20604,52,34,268,17028,22083
20605,53,19,159,3643,22083
20606,54,30,101,3462,22083
20607,55,3,0,0,22083
20608,56,10,100,2574,22083
20609,61,3,0,0,22083
20610,62,73,1650,49864,22083
20611,71,7,19,214,22083
20612,72,26,353,4549,22083
20613,81,34,152,2853,22083
20615,21,46,645,40296,22099
20616,81,62,329,8925,22099
20617,22,4,21,784,22099
20618,23,106,701,29371,22099
20619,51,8,95,3676,22099
20620,52,43,316,12988,22099
20621,53,42,697,52885,22099
20622,54,81,267,12529,22099
20623,42,61,866,46312,22099
20624,55,3,0,0,22099
20625,56,32,344,8377,22099
20626,61,5,0,0,22099
20627,62,84,1431,42846,22099
20628,71,17,195,2898,22099
20629,72,70,1203,15550,22099
20631,11,37,245,11303,22085
20632,21,13,49,4030,22085
20633,23,45,217,7941,22085
20634,42,14,125,4434,22085
20635,81,73,352,7635,22115
20636,53,33,205,9056,22115
20637,56,21,420,17995,22115
20638,61,8,195,7645,22115
20639,51,5,38,1302,22085
20640,52,39,225,10774,22085
20641,53,11,22,589,22085
20642,54,46,124,4780,22085
20643,56,9,43,1066,22085
20644,62,49,701,21259,22085
20645,71,5,8,65,22085
20646,72,21,253,3310,22085
20647,81,59,227,4553,22085
20648,71,3,18,313,22115
20649,72,78,1123,16607,22115
20651,11,17,142,5126,22115
20652,21,3,0,0,22115
20653,22,7,77,5569,22115
20654,23,50,534,18531,22115
20655,42,18,85,3341,22115
20656,51,11,88,3222,22115
20657,52,41,274,11828,22115
20659,11,29,508,16901,22127
20660,54,81,376,14773,22115
20661,55,3,46,1324,22115
20662,62,65,1689,81590,22115
20663,21,6,35,1273,22127
20664,22,4,6,73,22127
20665,23,11,46,2098,22127
20666,42,8,59,2281,22127
20667,51,3,11,484,22127
20668,52,23,112,3882,22127
20669,53,6,20,710,22127
20670,54,15,41,1539,22127
20671,56,6,0,0,22127
20672,62,38,933,32328,22127
20673,71,3,7,223,22127
20674,72,16,180,2216,22127
20675,81,32,363,19786,22127
20676,71,3,7,265,22125
20677,72,27,540,7383,22125
20678,81,16,159,6553,22125
20680,22,5,0,0,22125
20681,23,12,81,2698,22125
20682,42,4,13,1001,22125
20683,52,9,67,3375,22125
20684,53,12,29,1103,22125
20685,54,22,249,10922,22125
20686,56,7,9,614,22125
20687,62,23,432,16275,22125
20688,42,664,8834,555636,22033
20690,11,4,38,1941,22003
20691,22,3,11,750,22003
20692,23,12,36,1128,22003
20693,42,5,31,709,22003
20694,51,6,23,1149,22003
20695,52,30,116,4088,22003
20696,53,4,8,262,22003
20697,54,23,49,2090,22003
20698,56,9,266,6165,22003
20699,61,3,0,0,22003
20700,62,41,790,25711,22003
20701,72,30,379,4867,22003
20702,81,46,222,5666,22003
