,fips,relevant_naics,YEAR,estab,emp,payann
0,22,1141,2017,51,152,2744
2,22,1133,2017,261,1994,87706
4,22,1152,2017,20,49,1200
6,22,1151,2017,89,453,19526
8,22,1153,2017,29,77,5364
10,22,1131,2017,15,45,2854
12,22,2123,2017,33,224,10917
14,22,2111,2017,291,4081,472362
16,22,2131,2017,982,21975,1631998
18,22,2211,2017,201,866,73728
20,22,2212,2017,16,17,1768
22,22,2213,2017,152,897,34890
24,22,2382,2017,2523,34009,1913233
26,22,2383,2017,926,7099,302938
28,22,2381,2017,785,7858,385378
30,22,2373,2017,160,4298,289839
32,22,2372,2017,37,78,3493
34,22,2362,2017,694,10494,603113
36,22,2379,2017,91,2436,159975
38,22,2389,2017,863,10342,516068
40,22,2361,2017,1456,5152,224586
42,22,2371,2017,373,40295,2524421
44,22,3116,2017,25,373,11459
46,22,3118,2017,71,1603,69001
48,22,3121,2017,38,301,11226
50,22,3152,2017,6,16,486
52,22,3112,2017,5,240,8354
54,22,3119,2017,40,1350,69398
56,22,3149,2017,30,206,6379
58,22,3117,2017,15,378,22474
60,22,3113,2017,11,77,2695
62,22,3141,2017,7,29,1118
64,22,3251,2017,82,8102,869932
66,22,3273,2017,106,2006,95078
68,22,3222,2017,18,1482,84499
70,22,3272,2017,4,26,1097
72,22,3259,2017,16,450,28133
74,22,3279,2017,18,205,7149
76,22,3219,2017,65,612,21609
78,22,3255,2017,8,134,9542
80,22,3253,2017,3,0,0
82,22,3241,2017,32,3102,354643
84,22,3254,2017,6,250,20949
86,22,3261,2017,62,1693,78797
88,22,3231,2017,235,2256,81974
90,22,3252,2017,20,5479,667822
92,22,3262,2017,3,0,0
94,22,3211,2017,17,726,37122
96,22,3256,2017,7,81,5760
98,22,3212,2017,3,381,21066
100,22,3364,2017,3,0,0
102,22,3331,2017,88,2605,180135
104,22,3313,2017,3,0,0
106,22,3323,2017,179,5101,263647
108,22,3324,2017,10,453,32402
110,22,3328,2017,31,365,16060
112,22,3333,2017,4,59,2700
114,22,3353,2017,4,0,0
116,22,3321,2017,3,142,7366
117,22,3371,2017,81,566,19208
119,22,3332,2017,12,225,12975
121,22,3327,2017,294,3776,223965
123,22,3391,2017,80,385,15772
125,22,3335,2017,7,58,3741
127,22,3363,2017,3,0,0
129,22,3345,2017,28,544,33768
131,22,3372,2017,13,116,4146
133,22,3329,2017,80,1299,85042
135,22,3339,2017,34,612,34625
137,22,3399,2017,135,2654,115892
139,22,3366,2017,84,4878,268664
141,22,3326,2017,3,33,1044
142,22,3334,2017,4,72,5940
144,22,4243,2017,62,488,20670
146,22,4248,2017,44,3061,146265
148,22,4246,2017,200,2619,190419
150,22,4242,2017,42,1190,71329
152,22,4245,2017,15,162,20206
154,22,4232,2017,64,484,23603
156,22,4244,2017,452,10852,497181
158,22,4237,2017,320,3544,202256
160,22,4236,2017,321,3511,233348
162,22,4233,2017,250,3100,176316
164,22,4238,2017,1248,15495,974511
166,22,4235,2017,157,1813,102987
168,22,4239,2017,271,3263,178466
170,22,4249,2017,311,2689,121394
172,22,4231,2017,239,3426,155375
174,22,4241,2017,84,1050,53205
176,22,4247,2017,145,2022,131140
178,22,4234,2017,325,3023,187331
180,22,4251,2017,290,1683,94364
182,22,4411,2017,547,18345,902378
184,22,4413,2017,1071,8786,254489
186,22,4453,2017,140,933,18807
188,22,4441,2017,963,18835,541612
190,22,4481,2017,1615,18623,274108
192,22,4431,2017,383,3591,99708
194,22,4421,2017,314,2833,107269
196,22,4471,2017,2484,19747,383907
198,22,4451,2017,1372,35188,718418
200,22,4461,2017,1693,16833,589422
202,22,4422,2017,337,3064,78453
204,22,4483,2017,257,1376,47746
206,22,4442,2017,269,2430,68429
208,22,4412,2017,201,2322,90703
210,22,4482,2017,391,3207,48145
212,22,4452,2017,274,2226,39132
214,22,4512,2017,73,707,10187
216,22,4522,2017,56,5620,109606
218,22,4543,2017,331,1751,55469
220,22,4541,2017,187,1786,93261
222,22,4531,2017,158,667,13824
224,22,4523,2017,1257,39061,930510
226,22,4532,2017,374,2704,51846
228,22,4539,2017,675,3590,111844
230,22,4511,2017,381,5832,116324
232,22,4533,2017,210,1631,31846
234,22,4542,2017,21,117,2810
236,22,4855,2017,3,0,0
237,22,4831,2017,111,4529,335948
239,22,4885,2017,180,1932,115725
241,22,4841,2017,772,7877,381721
243,22,4832,2017,85,2024,163779
245,22,4812,2017,19,232,14605
247,22,4869,2017,18,131,15921
249,22,4889,2017,7,28,818
251,22,4859,2017,51,539,12759
253,22,4861,2017,40,185,19082
255,22,4862,2017,193,1356,138353
257,22,4871,2017,5,119,3525
259,22,4872,2017,31,483,17338
261,22,4811,2017,23,1190,54860
263,22,4854,2017,26,1262,24655
265,22,4842,2017,852,8444,376993
267,22,4881,2017,74,1137,28284
269,22,4882,2017,33,278,13954
271,22,4884,2017,148,1009,30546
273,22,4883,2017,339,9010,584616
275,22,4853,2017,51,557,10978
277,22,4851,2017,4,0,0
279,22,4921,2017,102,2365,101371
281,22,4922,2017,27,156,5376
283,22,4931,2017,203,5418,300670
285,22,5182,2017,103,2723,145351
287,22,5121,2017,113,2211,31760
289,22,5111,2017,139,1431,60548
291,22,5191,2017,44,281,14328
293,22,5179,2017,58,370,14984
295,22,5151,2017,92,2781,152065
297,22,5174,2017,3,100,6370
299,22,5112,2017,40,572,39143
301,22,5122,2017,10,47,1212
303,22,5173,2017,708,11143,720100
305,22,5223,2017,602,1936,71294
307,22,5242,2017,2321,14791,965222
309,22,5221,2017,1973,25715,1492858
311,22,5241,2017,310,11030,848974
313,22,5222,2017,1123,5310,289100
315,22,5239,2017,780,2600,259069
317,22,5259,2017,5,13,591
319,22,5231,2017,232,1346,220060
321,22,5313,2017,975,4822,215361
323,22,5321,2017,210,1963,68557
325,22,5324,2017,616,9709,650244
327,22,5322,2017,331,1699,57074
329,22,5323,2017,33,249,11739
331,22,5331,2017,37,151,10470
333,22,5311,2017,1835,7005,231120
335,22,5312,2017,857,2531,115514
337,22,5412,2017,1915,13314,581592
339,22,5418,2017,368,2873,133863
341,22,5413,2017,1951,30238,2432782
343,22,5415,2017,803,6274,462693
