,fips,relevant_naics,YEAR,estab,emp,payann
1,22,115111,2018,3,13,388
3,22,114111,2018,10,28,288
5,22,113310,2018,262,1912,88286
8,22,114112,2018,41,106,1861
10,22,115112,2018,37,196,9679
12,22,115210,2018,23,73,1306
14,22,115310,2018,29,107,6538
16,22,113110,2018,12,29,1813
18,22,212321,2018,23,228,11762
20,22,211120,2018,222,3376,429466
22,22,213111,2018,138,2783,257608
23,22,212322,2018,3,147,11063
25,22,211130,2018,47,479,50727
27,22,212393,2018,3,307,24169
29,22,213112,2018,780,19392,1493732
31,22,221121,2018,4,67,9038
33,22,221122,2018,102,3849,422840
35,22,221112,2018,61,1641,169486
37,22,221210,2018,16,136,14311
40,22,221320,2018,6,16,791
42,22,221310,2018,139,951,43089
44,22,238990,2018,460,10008,529293
46,22,236220,2018,626,7462,433214
48,22,238310,2018,164,1838,84413
50,22,238210,2018,956,15219,997174
52,22,238350,2018,197,1042,40198
54,22,238330,2018,115,544,21456
56,22,238130,2018,55,184,7723
58,22,238150,2018,53,577,24707
60,22,237310,2018,161,5832,411220
62,22,236210,2018,32,2763,172135
64,22,237210,2018,38,106,5783
66,22,238140,2018,95,863,37340
68,22,236117,2018,234,1012,63365
70,22,236116,2018,4,14,563
72,22,236115,2018,396,1293,61038
74,22,237120,2018,116,37783,2526503
76,22,238290,2018,79,2792,235453
78,22,238390,2018,42,783,29404
80,22,238190,2018,101,776,63790
82,22,237990,2018,90,2263,180983
84,22,238320,2018,229,2165,103169
86,22,238220,2018,1454,13749,759269
88,22,238110,2018,134,2009,96531
90,22,237130,2018,84,2843,222165
92,22,236118,2018,686,2445,90088
94,22,238160,2018,160,1221,52872
96,22,238170,2018,34,112,4012
98,22,238910,2018,426,5964,323055
100,22,238120,2018,25,452,22884
102,22,238340,2018,48,386,14900
104,22,237110,2018,121,3222,221169
106,22,314999,2018,9,54,1746
108,22,312120,2018,10,214,9791
109,22,311314,2018,3,180,11085
111,22,311920,2018,9,668,38492
113,22,311812,2018,16,906,52537
115,22,311352,2018,3,42,1089
117,22,314120,2018,10,40,1258
118,22,315210,2018,3,7,241
120,22,312140,2018,7,43,838
122,22,311941,2018,3,307,14057
124,22,311612,2018,10,297,9542
126,22,311340,2018,5,28,1134
129,22,311811,2018,43,491,10350
131,22,311212,2018,4,250,8826
133,22,311710,2018,14,426,25225
135,22,311942,2018,3,133,7314
137,22,314910,2018,7,94,3124
139,22,325199,2018,20,1821,221470
141,22,325998,2018,10,475,38732
144,22,324199,2018,5,200,12534
146,22,326199,2018,17,307,11960
148,22,323111,2018,152,1714,70129
150,22,323113,2018,60,326,9195
152,22,322211,2018,4,270,17555
154,22,321912,2018,4,42,1322
