Zip Code,naics,Establishments,Employees,Payroll,IND Level
90278,53,79,001,0,2
90278,53,66,210,0,2
90278,53,6,220,0,2
90278,53,3,230,0,2
90278,54,282,001,0,2
90278,54,218,210,0,2
90278,54,19,220,0,2
90278,54,12,230,0,2
90278,54,8,241,0,2
90278,54,5,242,0,2
90278,54,6,251,0,2
90278,54,14,252,0,2
90278,55,5,001,0,2
90278,55,3,210,0,2
90278,56,43,001,0,2
90278,56,31,210,0,2
90278,56,6,220,0,2
90278,56,3,230,0,2
90278,61,32,001,0,2
90278,61,21,210,0,2
90278,61,7,220,0,2
90278,62,94,001,0,2
90278,62,66,210,0,2
90278,62,15,220,0,2
90278,62,5,230,0,2
90278,62,6,241,0,2
90278,00,1172,001,2222227,2
90278,00,784,210,0,2
90278,00,147,220,0,2
90278,00,113,230,0,2
90278,00,58,241,0,2
90278,00,32,242,0,2
90278,00,22,251,0,2
90278,00,15,252,0,2
90278,23,102,001,0,2
90278,23,77,210,0,2
90278,23,13,220,0,2
90278,23,7,230,0,2
90278,71,44,001,0,2
90278,71,38,210,0,2
90278,71,3,220,0,2
90278,31-33,29,001,0,2
90278,31-33,22,210,0,2
90278,31-33,3,230,0,2
90278,42,46,001,0,2
90278,42,31,210,0,2
90278,42,9,220,0,2
90278,42,4,241,0,2
90278,72,78,001,0,2
90278,72,21,210,0,2
90278,72,11,220,0,2
90278,72,27,230,0,2
90278,72,10,241,0,2
90278,72,8,242,0,2
90278,44-45,145,001,0,2
90278,44-45,56,210,0,2
90278,44-45,30,220,0,2
90278,44-45,29,230,0,2
90278,44-45,17,241,0,2
90278,44-45,6,242,0,2
90278,44-45,6,251,0,2
90278,81,75,001,0,2
90278,81,49,210,0,2
90278,81,13,220,0,2
90278,81,11,230,0,2
90278,48-49,26,001,0,2
90278,48-49,15,210,0,2
90278,48-49,3,220,0,2
90278,48-49,3,242,0,2
90278,51,44,001,0,2
90278,51,36,210,0,2
90278,51,4,220,0,2
90278,52,44,001,0,2
90278,52,31,210,0,2
90278,52,6,220,0,2
90278,52,5,230,0,2
