Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,619,227,3210,27642,23852,16238,27076,7329,29454,9224,28069,26778,94401,12060,59495,22331,55
2018,652,256,3305,29024,24066,16232,28390,7724,32351,8751,28209,26308,94657,12473,61962,22435,49
2019,667,237,3389,29698,23821,15817,27210,8061,33629,8400,27455,26939,96538,13272,63487,22671,41
2020,643,238,3179,30770,23070,15914,27011,8375,33974,8626,26634,27620,97958,13500,62146,22623,56
2021,658,207,2931,31331,22796,13870,26368,7973,32997,7841,25373,24227,93817,11048,52343,20386,43
