Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,31149,17914,314652,1806546,1805636,1296773,2494292,361388,2300088,798442,1235602,1078026,4927298,292014,1202050,727728,1052
2018,35231,18173,355869,1925379,1890313,1327000,2629129,390327,2803283,838944,1216305,1090896,5056522,310029,1304136,755484,1497
2019,34439,18753,345725,2057787,1935064,1382460,2581641,406796,2908768,837333,1236414,1152619,5385595,321385,1378728,802885,1440
2020,35960,17580,353264,2122082,1907145,1428771,2706539,430943,3095214,813117,1210636,1165297,5589820,284308,1189302,767957,1801
2021,36154,17829,327857,2301987,2059705,1466038,3125892,475319,3388239,834972,1343974,1155562,5827747,333725,1418503,830712,1838
