Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,148,43,121,4172,1746,727,1950,1502,3603,218,2339,641,3743,819,3793,3746,24
2018,136,39,130,4242,1710,734,1943,1479,3567,209,2372,653,3708,846,3841,3761,42
2019,134,35,131,4378,1705,726,1958,1510,3561,201,2371,663,3723,856,3854,3783,37
2020,136,38,129,4450,1646,729,1960,1495,3573,199,2397,653,3698,823,3816,3774,44
2021,138,34,113,4731,1667,699,1930,1510,3597,200,2496,650,3700,833,3841,3798,46
