	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
8	26	999	Statewide	21	Coal mining	26	2121	1.0	1.0
9	26	999	Statewide	21	Metal ore mining	26	2122	7.8000000000000025	5.6
36	26	999	Statewide	31	Footwear manufacturing	26	3162	4.0	1.8
201	26	999	Statewide	52	Monetary authorities - central bank	26	5211	1.0	1.0
