Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,8441,2474,12399,424480,310096,163769,351694,172596,495680,156452,526744,170031,1128417,212182,969495,328255,460
2018,7777,2924,26968,452078,317717,170606,351217,182360,513880,159664,552477,173538,1138986,219987,996551,332662,687
2019,8052,2783,27192,470359,324095,173786,356378,184431,514590,158317,560869,176420,1164269,220801,1006278,332065,714
2020,7697,2719,27065,490822,325085,171518,369392,179135,533262,163550,554924,176781,1192598,221656,1014275,334448,907
2021,7548,3065,28112,497287,322922,156284,376541,179765,551817,161071,541212,167557,1182017,195185,896078,320548,967
