Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,83865,9526,195171,3976667,3798167,1648081,6762413,581935,3277215,1609482,1969176,736953,9427783,334489,1910706,1428781,965
2018,131482,64499,626874,4024137,3921751,1797331,6903413,613506,3390561,1848096,2172144,922313,9759950,327604,2027346,1471030,1729
2019,114422,65251,662035,4211582,3948674,1718828,7042780,662275,3741051,2038691,2219754,926647,10050414,345681,2059407,1498998,1887
2020,131943,65781,666086,4345683,4026579,1794233,7405635,681010,3941051,2013538,2249711,972323,10283171,283028,1834734,1481109,2425
2021,128838,66605,666804,4628954,4245624,1843322,7897812,736269,4235568,2113981,2496088,966405,10784076,322086,2131846,1566445,923
