,fips,relevant_naics,YEAR,estab,emp,payann
0,46,1133,2017,31,67,2912
2,46,1152,2017,3,0,0
4,46,1151,2017,36,82,2791
6,46,2123,2017,20,42,2417
8,46,2111,2017,3,14,1359
10,46,2211,2017,56,934,89114
12,46,2213,2017,4,9,108
14,46,2382,2017,701,5784,285215
16,46,2383,2017,411,1686,65195
18,46,2381,2017,545,2741,131621
20,46,2373,2017,64,912,58033
22,46,2372,2017,7,0,0
24,46,2362,2017,190,2207,125888
26,46,2379,2017,3,15,797
28,46,2389,2017,313,1744,104911
30,46,2361,2017,817,2218,83075
32,46,2371,2017,84,1425,97462
34,46,3111,2017,7,60,2981
36,46,3116,2017,12,0,0
38,46,3118,2017,7,0,0
40,46,3121,2017,12,181,6691
42,46,3149,2017,8,38,1249
45,46,3273,2017,35,898,50664
47,46,3222,2017,5,380,18781
49,46,3279,2017,4,91,5026
51,46,3219,2017,28,116,4124
53,46,3261,2017,27,1080,46381
55,46,3231,2017,61,1211,53086
57,46,3211,2017,12,493,19694
60,46,3212,2017,3,296,11971
61,46,3331,2017,23,558,25494
63,46,3323,2017,34,895,42225
65,46,3328,2017,3,43,1255
68,46,3336,2017,3,0,0
70,46,3371,2017,39,1721,63565
72,46,3327,2017,42,261,11859
74,46,3391,2017,22,81,3176
76,46,3335,2017,3,122,6069
78,46,3362,2017,12,436,21038
80,46,3363,2017,5,78,2689
81,46,3329,2017,14,263,11646
83,46,3339,2017,19,687,36469
85,46,3399,2017,30,661,27100
87,46,3344,2017,3,282,14271
89,46,4243,2017,9,74,1608
91,46,4248,2017,11,402,20163
93,46,4246,2017,12,150,9448
95,46,4242,2017,12,149,7197
97,46,4245,2017,148,935,47117
99,46,4232,2017,13,272,13168
101,46,4244,2017,62,1070,44744
103,46,4237,2017,55,554,32678
105,46,4236,2017,53,1038,63383
107,46,4233,2017,44,607,38278
109,46,4238,2017,216,2544,148656
111,46,4235,2017,7,70,6229
113,46,4239,2017,47,530,21565
115,46,4249,2017,273,2451,152153
117,46,4231,2017,88,1395,70020
119,46,4241,2017,12,98,4494
121,46,4247,2017,15,198,12911
123,46,4234,2017,67,931,60385
125,46,4251,2017,59,312,12292
127,46,4411,2017,186,4185,209132
129,46,4413,2017,197,1873,59498
131,46,4453,2017,30,160,2760
133,46,4441,2017,286,4007,127677
135,46,4481,2017,255,2477,33679
137,46,4431,2017,101,813,24409
139,46,4421,2017,56,656,21246
141,46,4471,2017,603,6578,130028
143,46,4451,2017,179,6631,124907
145,46,4461,2017,177,1820,54099
147,46,4422,2017,68,503,16269
149,46,4483,2017,36,195,7270
151,46,4442,2017,58,376,11892
153,46,4412,2017,77,826,35364
155,46,4482,2017,55,370,6455
157,46,4452,2017,47,308,5812
159,46,4512,2017,9,76,1163
161,46,4522,2017,18,1619,26221
163,46,4543,2017,123,486,18520
165,46,4541,2017,66,451,16578
167,46,4531,2017,24,117,1615
169,46,4523,2017,138,4954,120548
171,46,4532,2017,95,583,14033
173,46,4539,2017,133,696,22318
175,46,4511,2017,139,2038,43914
177,46,4533,2017,78,530,8302
179,46,4542,2017,3,10,273
182,46,4885,2017,30,146,7749
184,46,4841,2017,444,3556,158698
186,46,4812,2017,5,16,1225
188,46,4859,2017,7,48,1167
190,46,4871,2017,3,0,0
192,46,4879,2017,5,8,539
194,46,4811,2017,9,67,2130
196,46,4842,2017,401,1585,73740
198,46,4881,2017,17,194,5299
200,46,4882,2017,3,0,0
202,46,4884,2017,20,132,4887
204,46,4853,2017,11,100,1665
206,46,4921,2017,37,1085,45597
208,46,4922,2017,7,0,0
210,46,4931,2017,20,194,8463
212,46,5182,2017,20,299,12314
214,46,5121,2017,30,218,4825
